Date,Last Price,Date,Last Price,Date,Last Price
4/28/2021,2.5,4/3/2023,2.09,4/3/2023,2.05
4/27/2021,2.55,3/31/2023,2.1,3/31/2023,2.11
4/26/2021,2.66,3/30/2023,1.95,3/30/2023,1.95
4/23/2021,2.3,3/29/2023,1.94,3/29/2023,2
4/22/2021,2.75,3/28/2023,2.02,3/28/2023,2.16
4/21/2021,4.5,3/27/2023,2.03,3/27/2023,2.19
4/20/2021,2.7,3/24/2023,2.04,3/24/2023,2.08
4/19/2021,2.5,3/23/2023,2.08,3/23/2023,2.08
4/15/2021,3.42,3/22/2023,2.03,3/22/2023,2.17
4/14/2021,2.4,3/21/2023,1.94,3/21/2023,2.06
4/13/2021,2.25,3/20/2023,2.174,3/20/2023,2.23
4/12/2021,1.9,3/17/2023,2.42,3/17/2023,2.38
4/8/2021,2,3/16/2023,2.45,3/16/2023,2.52
4/7/2021,2.1,3/15/2023,2.45,3/15/2023,2.36
4/5/2021,2.15,3/14/2023,2.64,3/14/2023,2.49
4/1/2021,2.25,3/13/2023,2.4,3/13/2023,2.55
3/31/2021,2.58,3/10/2023,2.368,3/10/2023,2.41
3/30/2021,1.95,3/9/2023,2.5,3/9/2023,2.53
3/29/2021,2,3/8/2023,2.5,3/8/2023,2.51
3/26/2021,1.95,3/7/2023,2.52,3/7/2023,2.54
3/25/2021,2.1,3/6/2023,2.46,3/6/2023,2.49
3/24/2021,2.03,3/3/2023,2.66,3/3/2023,2.59
3/23/2021,2.15,3/2/2023,2.7,3/2/2023,2.63
3/22/2021,2.16,3/1/2023,2.64,3/1/2023,2.53
3/19/2021,2.25,2/28/2023,2.5,2/28/2023,2.45
3/18/2021,3.52,2/27/2023,2.58,2/27/2023,2.42
3/17/2021,2.8,2/24/2023,2.36,2/24/2023,2.28
3/16/2021,2.74,2/23/2023,2.17,2/23/2023,2.29
3/15/2021,4.05,2/22/2023,2.05,2/22/2023,2.35
3/12/2021,5,2/21/2023,2.12,2/21/2023,2.18
3/11/2021,2.33,2/17/2023,2.28,2/17/2023,2.26
3/8/2021,2.85,2/16/2023,2.49,2/16/2023,2.46
3/4/2021,8,2/15/2023,2.45,2/15/2023,2.41
3/3/2021,8.25,2/14/2023,2.42,2/14/2023,2.36
3/2/2021,4.75,2/13/2023,2.42,2/13/2023,2.32
3/1/2021,7.15,2/10/2023,2.42,2/10/2023,2.33
2/26/2021,4,2/9/2023,2.4,2/9/2023,2.35
2/25/2021,2.68,2/8/2023,2.48,2/8/2023,2.43
2/24/2021,3.55,2/7/2023,2.35,2/7/2023,2.38
2/23/2021,3.19,2/6/2023,2.17,2/6/2023,2.19
2/22/2021,4.31,2/3/2023,2.4,2/3/2023,2.41
2/19/2021,6.83,2/2/2023,2.67,2/2/2023,2.84
2/18/2021,8.72,2/1/2023,2.65,2/1/2023,2.71
2/17/2021,10.7,1/31/2023,2.66,1/31/2023,2.82
2/16/2021,10.35,1/30/2023,2.85,1/30/2023,3.7
2/12/2021,8.02,1/27/2023,2.83,1/27/2023,4.03
2/11/2021,12.03,1/26/2023,2.72,1/26/2023,2.95
2/10/2021,10.34,1/25/2023,3.05,1/25/2023,2.98
2/9/2021,10.32,1/24/2023,3.35,1/24/2023,3.13
2/8/2021,10.31,1/23/2023,3.42,1/23/2023,3.22
2/5/2021,10.13,1/20/2023,3.163,1/20/2023,3.08
2/4/2021,6.6,1/19/2023,2.91,1/19/2023,2.95
2/3/2021,8.62,1/18/2023,3.2,1/18/2023,2.99
2/2/2021,8.13,1/17/2023,3.43,1/17/2023,3.13
2/1/2021,7.1,1/13/2023,3.5,1/13/2023,3.11
1/29/2021,4.8,1/12/2023,3.48,1/12/2023,3.44
1/28/2021,11.29,1/11/2023,3.24,1/11/2023,3.13
1/27/2021,9.92,1/10/2023,3.32,1/10/2023,3.11
1/26/2021,4.61,1/9/2023,3.65,1/9/2023,3.46
1/25/2021,4.68,1/6/2023,3.43,1/6/2023,3.26
1/22/2021,5.04,1/5/2023,3.77,1/5/2023,3.4
1/21/2021,2.86,1/4/2023,3.77,1/4/2023,3.43
1/19/2021,4.51,1/3/2023,3.74,1/3/2023,3.49
1/15/2021,5.21,12/30/2022,3.52,12/30/2022,3.48
1/14/2021,3.03,12/29/2022,3.74,12/29/2022,3.49
1/13/2021,4.54,12/28/2022,4,12/28/2022,3.97
1/12/2021,4.37,12/27/2022,4.88,12/27/2022,5
1/11/2021,3.67,12/23/2022,7.486,12/23/2022,8.31
1/8/2021,3.85,12/22/2022,7.09,12/22/2022,11.81
1/7/2021,3.36,12/21/2022,6,12/21/2022,15.04
1/5/2021,3.3,12/20/2022,5.25,12/20/2022,5.34
1/4/2021,3.39,12/19/2022,5.87,12/19/2022,6.32
12/31/2020,2.47,12/16/2022,6.6,12/16/2022,6.26
12/30/2020,2.69,12/15/2022,6.8,12/15/2022,6.24
12/29/2020,3.38,12/14/2022,6.6,12/14/2022,5.69
12/28/2020,4.06,12/13/2022,7.17,12/13/2022,6.01
12/23/2020,2.5,12/12/2022,6.73,12/12/2022,5.71
12/22/2020,3.35,12/9/2022,4.98,12/9/2022,4.9
12/21/2020,4.04,12/8/2022,4.7,12/8/2022,4.72
12/18/2020,7.41,12/7/2022,4.56,12/7/2022,4.33
12/17/2020,11.18,12/6/2022,4.53,12/6/2022,4.36
12/16/2020,10.02,12/5/2022,4,12/5/2022,4.41
12/15/2020,7.19,12/2/2022,4.808,12/2/2022,4.67
12/14/2020,6.46,12/1/2022,6.25,12/1/2022,5.55
12/11/2020,2.2,11/30/2022,6.797,11/30/2022,5.98
12/10/2020,2.2,11/29/2022,5.99,11/29/2022,6.43
12/9/2020,2.9,11/28/2022,6.02,11/28/2022,5.6
12/8/2020,2.61,11/23/2022,6.361,11/23/2022,6.23
12/7/2020,2.91,11/22/2022,6.18,11/22/2022,5.82
12/4/2020,3,11/21/2022,6.23,11/21/2022,6.18
12/3/2020,2.18,11/18/2022,6.09,11/18/2022,6
12/2/2020,2.36,11/17/2022,6.2,11/17/2022,6.23
12/1/2020,2.74,11/16/2022,5.791,11/16/2022,5.64
11/30/2020,2.35,11/15/2022,5.9,11/15/2022,5.89
11/26/2020,1.3,11/14/2022,6.05,11/14/2022,6.19
11/25/2020,1.3,11/10/2022,4.74,11/10/2022,5.02
11/24/2020,1.98,11/9/2022,3.46,11/9/2022,3.51
11/23/2020,3.26,11/8/2022,4,11/8/2022,3.48
11/20/2020,1.83,11/7/2022,4.2,11/7/2022,4
11/19/2020,1.5,11/4/2022,4.45,11/4/2022,1.54
11/18/2020,2.18,11/3/2022,4.453,11/3/2022,3.32
11/17/2020,4.56,11/2/2022,4.58,11/2/2022,3.62
11/16/2020,4.46,11/1/2022,4.289,11/1/2022,3.65
11/13/2020,2.15,10/31/2022,5.02,10/31/2022,4.36
11/12/2020,2.11,10/28/2022,4.85,10/28/2022,4.5
11/10/2020,0.95,10/27/2022,5.25,10/27/2022,4.97
11/9/2020,0.69,10/26/2022,5.201,10/26/2022,5.03
11/5/2020,0.78,10/25/2022,5.18,10/25/2022,4.93
11/4/2020,0.93,10/24/2022,4.81,10/24/2022,4.34
11/3/2020,1.9,10/21/2022,4.258,10/21/2022,3.86
11/2/2020,3.4,10/20/2022,4.841,10/20/2022,4.68
10/28/2020,6.5,10/19/2022,5.472,10/19/2022,5.2
10/27/2020,2.6,10/18/2022,5.921,10/18/2022,5.87
10/26/2020,3.2,10/17/2022,6.001,10/17/2022,5.8
10/22/2020,1.6,10/14/2022,5.795,10/14/2022,5.4865
10/21/2020,1.7,10/13/2022,6.25,10/13/2022,5.53
10/20/2020,2.15,10/12/2022,6.6,10/12/2022,5.8
10/19/2020,2,10/11/2022,6.2,10/11/2022,5.31
10/15/2020,1.85,10/10/2022,6.25,10/10/2022,5.53
10/14/2020,1.66,10/7/2022,5.886,10/7/2022,5.5
10/13/2020,1.7,10/6/2022,6.92,10/6/2022,6.37
10/12/2020,1.71,10/5/2022,6.3,10/5/2022,6.15
10/9/2020,0.74,10/4/2022,5.41,10/4/2022,5.25
10/8/2020,0.86,10/3/2022,5.64,10/3/2022,4.72
10/7/2020,1.43,9/30/2022,6.4,9/30/2022,4.58
10/6/2020,1.45,9/29/2022,6.58,9/29/2022,5.06
10/5/2020,1.45,9/28/2022,5.895,9/28/2022,5.16
10/1/2020,0.9,9/27/2022,6.539,9/27/2022,5.38
9/30/2020,1.35,9/26/2022,6.75,9/26/2022,5.08
9/29/2020,1.35,9/23/2022,6.75,9/23/2022,4.91
9/28/2020,1.58,9/22/2022,7.76,9/22/2022,6.34
9/25/2020,1.2,9/21/2022,8,9/21/2022,6.81
9/24/2020,1.65,9/20/2022,7.94,9/20/2022,7
9/23/2020,1.5,9/19/2022,7.857,9/19/2022,6.97
9/18/2020,1.4,9/16/2022,8.02,9/16/2022,6.92
9/17/2020,1.15,9/15/2022,8.6,9/15/2022,7.67
9/16/2020,1.25,9/14/2022,8.63,9/14/2022,8.08
9/15/2020,1.3,9/13/2022,8.38,9/13/2022,7.72
9/11/2020,1.35,9/12/2022,8.205,9/12/2022,7.55
9/10/2020,1.54,9/9/2022,8.25,9/9/2022,7.38
9/9/2020,1.9,9/8/2022,8.055,9/8/2022,7.53
9/8/2020,2.4,9/7/2022,8.12,9/7/2022,7.61
9/3/2020,1.63,9/6/2022,8.48,9/6/2022,7.92
9/2/2020,1.8,9/2/2022,8.971,9/2/2022,8.33
9/1/2020,1.65,9/1/2022,9.304,9/1/2022,8.77
8/28/2020,1.2,8/31/2022,8.93,8/31/2022,8.48
8/27/2020,1.4,8/30/2022,9.1,8/30/2022,8.46
8/26/2020,1.55,8/29/2022,9.24,8/29/2022,8.77
8/25/2020,1.55,8/26/2022,9.48,8/26/2022,8.72
8/24/2020,1.81,8/25/2022,9.32,8/25/2022,8.73
8/21/2020,1.48,8/24/2022,9.27,8/24/2022,8.75
8/20/2020,1.43,8/23/2022,9.75,8/23/2022,9.17
8/18/2020,1.55,8/22/2022,9.84,8/22/2022,8.89
8/17/2020,1.56,8/19/2022,9.11,8/19/2022,8.56
8/14/2020,1.3,8/18/2022,9.42,8/18/2022,8.67
8/13/2020,1.49,8/17/2022,9.51,8/17/2022,8.91
8/12/2020,1.7,8/16/2022,9.23,8/16/2022,8.74
8/11/2020,2.11,8/15/2022,8.54,8/15/2022,8.08
8/10/2020,2.25,8/12/2022,8.75,8/12/2022,8.26
8/6/2020,1.45,8/11/2022,8.53,8/11/2022,8.18
8/5/2020,1.6,8/10/2022,7.86,8/10/2022,7.76
8/4/2020,1.85,8/9/2022,7.87,8/9/2022,7.66
8/3/2020,1.72,8/8/2022,7.76,8/8/2022,7.42
7/31/2020,1.6,8/5/2022,8.158,8/5/2022,7.84
7/30/2020,1.59,8/4/2022,8.39,8/4/2022,7.86
7/29/2020,1.84,8/3/2022,7.85,8/3/2022,7.54
7/28/2020,1.94,8/2/2022,8.1,8/2/2022,7.53
7/27/2020,1.85,8/1/2022,8.2,8/1/2022,7.7
7/24/2020,1.83,7/29/2022,8.33,7/29/2022,7.97
7/23/2020,1.6,7/28/2022,8.66,7/28/2022,8.3
7/22/2020,1.62,7/27/2022,8.65,7/27/2022,8.39
7/21/2020,1.58,7/26/2022,9.46,7/26/2022,8.73
7/20/2020,1.7,7/25/2022,8.52,7/25/2022,8.26
7/17/2020,1.83,7/22/2022,8.1,7/22/2022,8.09
7/16/2020,1.52,7/21/2022,8,7/21/2022,7.76
7/14/2020,1.6,7/20/2022,7.58,7/20/2022,7.35
7/13/2020,1.55,7/19/2022,7.35,7/19/2022,7.16
7/10/2020,1.66,7/18/2022,7.571,7/18/2022,7.29
7/9/2020,1.6,7/15/2022,6.56,7/15/2022,6.35
7/8/2020,1.8,7/14/2022,6.86,7/14/2022,6.55
7/2/2020,1.55,7/13/2022,6.64,7/13/2022,6.29
7/1/2020,1.58,7/12/2022,6.81,7/12/2022,6.35
6/30/2020,1.74,7/11/2022,6.8,7/11/2022,6.4
6/26/2020,1.5,7/8/2022,6.39,7/8/2022,5.91
6/25/2020,1.55,7/7/2022,5.87,7/7/2022,5.88
6/24/2020,1.57,7/6/2022,5.65,7/6/2022,5.36
6/23/2020,1.72,7/5/2022,5.67,7/5/2022,5.38
6/22/2020,1.86,7/1/2022,5.65,7/1/2022,5.43
6/19/2020,1.64,6/30/2022,6.5,6/30/2022,6.07
6/18/2020,1.6,6/29/2022,6.58,6/29/2022,6.49
6/16/2020,1.45,6/28/2022,6.54,6/28/2022,6.47
6/12/2020,1.35,6/27/2022,6.04,6/27/2022,5.99
6/11/2020,1.75,6/24/2022,5.95,6/24/2022,5.91
6/9/2020,1.65,6/23/2022,6.47,6/23/2022,6.3
6/8/2020,1.8,6/22/2022,6.803,6/22/2022,6.52
6/5/2020,1.4,6/21/2022,6.6,6/21/2022,6.49
6/4/2020,1.68,6/17/2022,7.32,6/17/2022,6.92
6/3/2020,1.7,6/16/2022,7.88,6/16/2022,7.51
6/2/2020,1.8,6/15/2022,7.72,6/15/2022,7.4
6/1/2020,1.55,6/14/2022,7.59,6/14/2022,7
5/27/2020,1.6,6/13/2022,8.96,6/13/2022,8.39
5/26/2020,1.9,6/10/2022,8.65,6/10/2022,8.27
5/21/2020,1.75,6/9/2022,8.16,6/9/2022,7.89
5/20/2020,1.75,6/8/2022,9.43,6/8/2022,9.11
5/18/2020,1.75,6/7/2022,9.28,6/7/2022,8.9
5/14/2020,1.08,6/6/2022,8.96,6/6/2022,8.68
5/13/2020,1.2,6/3/2022,8.34,6/3/2022,7.94
5/11/2020,1.75,6/2/2022,8.87,6/2/2022,8.41
5/6/2020,1.85,6/1/2022,8.51,6/1/2022,8.18
5/5/2020,1.9,5/31/2022,8.46,5/31/2022,8.05
5/4/2020,1.6,5/27/2022,8.25,5/27/2022,7.84
4/29/2020,1.71,5/26/2022,9.096,5/26/2022,8.62
4/28/2020,1.73,5/25/2022,9.4,5/25/2022,8.93
4/27/2020,1.78,5/24/2022,8.78,5/24/2022,8.41
4/24/2020,1.82,5/23/2022,8.26,5/23/2022,8.07
4/23/2020,1.88,5/20/2022,7.97,5/20/2022,7.85
4/22/2020,1.9,5/19/2022,8.19,5/19/2022,8
4/21/2020,1.91,5/18/2022,8.42,5/18/2022,8.13
4/20/2020,1.82,5/17/2022,8.26,5/17/2022,8.04
4/16/2020,1.55,5/16/2022,7.99,5/16/2022,7.8
4/15/2020,1.74,5/13/2022,7.78,5/13/2022,7.29
4/14/2020,1.76,5/12/2022,7.25,5/12/2022,7.31
4/13/2020,1.75,5/11/2022,7.48,5/11/2022,7.42
4/9/2020,1.46,5/10/2022,7,5/10/2022,6.73
4/8/2020,1.85,5/9/2022,8.03,5/9/2022,7.26
4/6/2020,1.65,5/6/2022,8.41,5/6/2022,8.07
4/3/2020,1.4,5/5/2022,8.47,5/5/2022,8.06
4/2/2020,1.41,5/4/2022,8.29,5/4/2022,8.19
4/1/2020,1.46,5/3/2022,7.8,5/3/2022,7.9
3/31/2020,1.64,5/2/2022,7.29,5/2/2022,7.28
3/30/2020,1.53,4/29/2022,6.8355,4/29/2022,6.6835
3/27/2020,1.3,4/28/2022,6.795,4/28/2022,6.65
3/26/2020,1.45,4/27/2022,6.88,4/27/2022,6.97
3/25/2020,1.6,4/26/2022,6.843,4/26/2022,6.87
3/24/2020,1.67,4/25/2022,6.4,4/25/2022,6.6
3/23/2020,1.55,4/22/2022,6.59,4/22/2022,6.38
3/20/2020,1.6,4/21/2022,6.88,4/21/2022,6.6
3/19/2020,1.36,4/20/2022,7.1,4/20/2022,6.74
3/18/2020,1.42,4/19/2022,7.36,4/19/2022,7.05
3/16/2020,1.69,4/18/2022,7.48,4/18/2022,7.62
3/13/2020,1.78,4/14/2022,6.9,4/14/2022,6.94
3/12/2020,1.56,4/13/2022,6.68,4/13/2022,6.66
3/11/2020,1.76,4/12/2022,6.58,4/12/2022,6.58
3/10/2020,1.8,4/11/2022,6.34,4/11/2022,6.43
3/9/2020,1.57,4/8/2022,6.3,4/8/2022,6.07
3/6/2020,1.62,4/7/2022,6.03,4/7/2022,5.98
3/5/2020,1.81,4/6/2022,6.2,4/6/2022,6.21
3/4/2020,1.69,4/5/2022,5.94,4/5/2022,5.85
3/3/2020,1.69,4/4/2022,5.68,4/4/2022,5.54
3/2/2020,1.75,4/1/2022,5.39,4/1/2022,5.39
2/28/2020,1.75,3/31/2022,5.49,3/31/2022,5.37
2/27/2020,2.3,3/30/2022,5.32,3/30/2022,5.15
2/26/2020,2,3/29/2022,5.32,3/29/2022,5.03
2/25/2020,1.94,3/28/2022,5.43,3/28/2022,5.1
2/24/2020,1.93,3/25/2022,5.45,3/25/2022,5.19
2/20/2020,2.33,3/24/2022,5.26,3/24/2022,4.81
2/19/2020,2.7,3/23/2022,5.26,3/23/2022,4.76
2/18/2020,2.34,3/22/2022,5,3/22/2022,4.61
2/14/2020,2.12,3/21/2022,4.77,3/21/2022,4.22
2/13/2020,3.49,3/18/2022,4.9,3/18/2022,4.49
2/12/2020,2.45,3/17/2022,4.79,3/17/2022,4.5
2/11/2020,1.95,3/16/2022,4.68,3/16/2022,4.21
2/10/2020,2.06,3/15/2022,4.47,3/15/2022,4.26
2/7/2020,2.7,3/14/2022,4.56,3/14/2022,4.29
2/6/2020,2.63,3/11/2022,4.72,3/11/2022,4.51
2/5/2020,1.92,3/10/2022,4.59,3/10/2022,4.48
2/4/2020,2.14,3/9/2022,4.51,3/9/2022,4.46
2/3/2020,1.99,3/8/2022,4.57,3/8/2022,4.53
1/31/2020,1.82,3/7/2022,4.93,3/7/2022,4.73
1/30/2020,1.8,3/4/2022,4.74,3/4/2022,4.56
1/29/2020,2.2,3/3/2022,4.58,3/3/2022,4.39
1/28/2020,2.36,3/2/2022,4.65,3/2/2022,4.45
1/27/2020,2.05,3/1/2022,4.34,3/1/2022,4.25
1/24/2020,1.92,2/28/2022,4.29,2/28/2022,4.1
1/23/2020,1.95,2/25/2022,4.54,2/25/2022,4.36
1/22/2020,2,2/24/2022,4.76,2/24/2022,4.83
1/21/2020,2.7,2/23/2022,4.56,2/23/2022,4.72
1/17/2020,4.76,2/22/2022,4.48,2/22/2022,4.59
1/16/2020,6.87,2/18/2022,4.61,2/18/2022,4.37
1/15/2020,2.88,2/17/2022,4.56,2/17/2022,4.47
1/14/2020,2.4,2/16/2022,4.39,2/16/2022,4.32
1/13/2020,2.32,2/15/2022,4.31,2/15/2022,3.98
1/10/2020,1.87,2/14/2022,4.05,2/14/2022,3.88
1/9/2020,2.05,2/11/2022,3.92,2/11/2022,3.78
1/8/2020,2.67,2/10/2022,3.9,2/10/2022,3.66
1/7/2020,3.02,2/9/2022,4.04,2/9/2022,3.79
1/6/2020,2.97,2/8/2022,4.29,2/8/2022,4.08
1/3/2020,2.44,2/7/2022,4.37,2/7/2022,4.1
1/2/2020,2.22,2/4/2022,5.34,2/4/2022,5.07
12/31/2019,2.31,2/3/2022,6.1,2/3/2022,5.39
12/30/2019,2.35,2/2/2022,6.54,2/2/2022,6.37
12/27/2019,2.03,2/1/2022,5.4,2/1/2022,5.31
12/26/2019,2.24,1/31/2022,5.56,1/31/2022,5.08
12/24/2019,2.87,1/28/2022,5.65,1/28/2022,5.13
12/23/2019,4.81,1/27/2022,4.42,1/27/2022,4.41
12/20/2019,4.64,1/26/2022,4.45,1/26/2022,4.24
12/19/2019,11.39,1/25/2022,4.16,1/25/2022,4.12
12/18/2019,13.75,1/24/2022,4.17,1/24/2022,4.25
12/17/2019,11.17,1/21/2022,4.09,1/21/2022,3.89
12/16/2019,5,1/20/2022,4.17,1/20/2022,3.99
12/13/2019,2.74,1/19/2022,4.78,1/19/2022,4.65
12/12/2019,2.47,1/18/2022,4.48,1/18/2022,4.45
12/11/2019,5.4,1/14/2022,4.36,1/14/2022,4.13
12/10/2019,3.95,1/13/2022,4.75,1/13/2022,4.43
12/9/2019,2.55,1/12/2022,4.6,1/12/2022,4.41
12/6/2019,3.49,1/11/2022,4.03,1/11/2022,3.87
12/5/2019,3.49,1/10/2022,4.13,1/10/2022,3.96
12/3/2019,3.18,1/7/2022,3.83,1/7/2022,3.93
12/2/2019,3.5,1/6/2022,3.93,1/6/2022,3.95
11/26/2019,3.01,1/5/2022,3.77,1/5/2022,4.42
11/25/2019,2.71,1/4/2022,3.73,1/4/2022,3.89
11/22/2019,2.93,1/3/2022,3.59,1/3/2022,3.45
11/21/2019,2.8,12/30/2021,3.66,12/30/2021,3.63
11/20/2019,3.18,12/29/2021,3.396,12/29/2021,3.51
11/19/2019,3.36,12/28/2021,3.33,12/28/2021,3.56
11/18/2019,3.37,12/27/2021,3.42,12/27/2021,3.39
11/15/2019,3.35,12/23/2021,3.55,12/23/2021,3.34
11/14/2019,2.87,12/22/2021,4.01,12/22/2021,3.77
11/13/2019,4.75,12/21/2021,3.87,12/21/2021,3.7
11/12/2019,6.09,12/20/2021,3.89,12/20/2021,3.72
11/8/2019,3.03,12/17/2021,3.677,12/17/2021,3.52
11/7/2019,5.22,12/16/2021,3.67,12/16/2021,3.61
11/6/2019,3.16,12/15/2021,3.76,12/15/2021,3.59
11/5/2019,2.9,12/14/2021,3.64,12/14/2021,3.4
11/4/2019,2.31,12/13/2021,4.014,12/13/2021,3.92
11/1/2019,2.27,12/10/2021,3.63,12/10/2021,3.53
10/31/2019,2.25,12/9/2021,3.66,12/9/2021,3.44
10/28/2019,2.03,12/8/2021,3.79,12/8/2021,3.57
10/25/2019,1.52,12/7/2021,3.63,12/7/2021,3.55
10/17/2019,2.02,12/6/2021,3.64,12/6/2021,3.47
10/15/2019,1.8,12/3/2021,3.81,12/3/2021,3.73
10/14/2019,2.15,12/2/2021,4.07,12/2/2021,4.08
10/11/2019,1.3,12/1/2021,4.27,12/1/2021,3.94
10/9/2019,1.85,11/30/2021,4.52,11/30/2021,4.17
10/8/2019,1.5,11/29/2021,4.85,11/29/2021,4.69
10/7/2019,1.6,11/24/2021,4.9,11/24/2021,4.76
9/26/2019,1.43,11/23/2021,4.9,11/23/2021,4.7
9/23/2019,1.87,11/22/2021,4.79,11/22/2021,4.52
9/20/2019,1.65,11/19/2021,4.9,11/19/2021,4.78
9/19/2019,2.3,11/18/2021,4.96,11/18/2021,4.85
9/18/2019,2.2,11/17/2021,4.78,11/17/2021,4.73
9/17/2019,2.57,11/16/2021,5.05,11/16/2021,4.94
9/16/2019,2.4,11/15/2021,4.75,11/15/2021,4.54
9/13/2019,2.15,11/12/2021,4.87,11/12/2021,4.71
9/11/2019,2.48,11/11/2021,4.81,11/11/2021,4.71
9/10/2019,2.59,11/10/2021,4.56,11/10/2021,4.42
9/9/2019,2.25,11/9/2021,5.21,11/9/2021,4.66
9/5/2019,2,11/8/2021,5.371,11/8/2021,5.19
8/28/2019,2.12,11/5/2021,5.371,11/5/2021,5.1
8/22/2019,1.9,11/4/2021,5.7,11/4/2021,5.54
8/21/2019,2.23,11/3/2021,5.55,11/3/2021,5.51
8/20/2019,2.34,11/2/2021,5.33,11/2/2021,5.31
8/19/2019,2.43,11/1/2021,5.18,11/1/2021,5.01
8/16/2019,2.35,10/29/2021,5.42,10/29/2021,5.16
8/15/2019,2.2,10/28/2021,5.61,10/28/2021,5.38
8/14/2019,2.09,10/27/2021,5.86,10/27/2021,5.85
8/13/2019,2.1,10/26/2021,5.59,10/26/2021,5.56
8/12/2019,2.15,10/25/2021,5.6,10/25/2021,5.58
8/9/2019,1.9,10/22/2021,5.08,10/22/2021,4.98
8/8/2019,1.94,10/21/2021,4.92,10/21/2021,4.91
8/7/2019,2.06,10/20/2021,4.75,10/20/2021,4.8
8/6/2019,2.29,10/19/2021,4.79,10/19/2021,4.6
8/5/2019,2.05,10/18/2021,5.027,10/18/2021,4.76
8/2/2019,1.83,10/15/2021,5.44,10/15/2021,5.01
8/1/2019,2.15,10/14/2021,5.84,10/14/2021,5.6
7/31/2019,2.31,10/13/2021,5.42,10/13/2021,5.15
7/30/2019,2.31,10/12/2021,5.34,10/12/2021,5.08
7/29/2019,2.34,10/11/2021,5.4,10/11/2021,5.08
7/26/2019,2.18,10/8/2021,5.69,10/8/2021,5.15
7/25/2019,2.16,10/7/2021,5.71,10/7/2021,5.39
7/23/2019,2.11,10/6/2021,5.96,10/6/2021,5.72
7/22/2019,2.2,10/5/2021,6.2,10/5/2021,6.02
7/19/2019,2.58,10/4/2021,5.8,10/4/2021,5.75
7/18/2019,2.65,10/1/2021,5.59,10/1/2021,5.28
7/17/2019,2.4,9/30/2021,5.55,9/30/2021,5.39
7/16/2019,2.4,9/29/2021,5.64,9/29/2021,5.29
7/15/2019,2.52,9/28/2021,5.93,9/28/2021,5.44
7/12/2019,2.49,9/27/2021,5.5,9/27/2021,5.06
7/11/2019,2.54,9/24/2021,5.03,9/24/2021,4.48
7/10/2019,2.48,9/23/2021,4.91,9/23/2021,4.62
7/9/2019,2.38,9/22/2021,4.81,9/22/2021,4.64
7/8/2019,2.27,9/21/2021,4.9,9/21/2021,4.63
7/3/2019,2.15,9/20/2021,5.145,9/20/2021,4.95
7/2/2019,2.19,9/17/2021,5.259,9/17/2021,5.03
7/1/2019,2.21,9/16/2021,5.46,9/16/2021,5.24
6/28/2019,2.14,9/15/2021,5.6,9/15/2021,5.49
6/25/2019,2.2,9/14/2021,5.35,9/14/2021,5.11
6/14/2019,2.1,9/13/2021,5.17,9/13/2021,5.08
6/10/2019,2.21,9/10/2021,5.05,9/10/2021,4.81
6/7/2019,2.12,9/9/2021,4.97,9/9/2021,4.73
6/6/2019,2.16,9/8/2021,4.66,9/8/2021,4.75
6/5/2019,2.3,9/7/2021,4.68,9/7/2021,4.45
6/4/2019,2.28,9/3/2021,4.71,9/3/2021,4.52
6/3/2019,2.16,9/2/2021,4.63,9/2/2021,4.51
5/31/2019,2.15,9/1/2021,4.38,9/1/2021,4.4
5/30/2019,2.27,8/31/2021,4.337,8/31/2021,4.18
5/29/2019,2.35,8/30/2021,4.24,8/30/2021,4.13
5/28/2019,2.36,8/27/2021,4.33,8/27/2021,4.2
5/22/2019,2.27,8/26/2021,4.06,8/26/2021,4.02
5/20/2019,2.41,8/25/2021,3.933,8/25/2021,3.937
5/17/2019,2.31,8/24/2021,4.004,8/24/2021,3.9
5/15/2019,2.34,8/23/2021,3.92,8/23/2021,3.9
5/14/2019,2.55,8/20/2021,3.94,8/20/2021,3.76
5/13/2019,2.55,8/19/2021,3.83,8/19/2021,3.65
5/10/2019,2.3,8/18/2021,3.86,8/18/2021,3.71
5/7/2019,2.33,8/17/2021,3.93,8/17/2021,3.72
5/6/2019,2.25,8/16/2021,3.93,8/16/2021,3.75
5/3/2019,2.28,8/13/2021,3.9,8/13/2021,3.76
5/2/2019,2.4,8/12/2021,4.053,8/12/2021,3.85
5/1/2019,2.58,8/11/2021,4.07,8/11/2021,3.91
4/30/2019,2.51,8/10/2021,4.12,8/10/2021,3.97
4/29/2019,2.56,8/9/2021,4.13,8/9/2021,3.97
4/26/2019,2.35,8/6/2021,4.146,8/6/2021,4.03
4/25/2019,2.37,8/5/2021,4.198,8/5/2021,4.05
4/24/2019,2.4,8/4/2021,4.177,8/4/2021,4
4/23/2019,2.38,8/3/2021,3.992,8/3/2021,3.81
4/22/2019,2.35,8/2/2021,3.97,8/2/2021,3.83
4/18/2019,2.3,7/30/2021,3.91,7/30/2021,3.68
4/17/2019,2.4,7/29/2021,4,7/29/2021,3.81
4/16/2019,2.8,7/28/2021,4.05,7/28/2021,3.86
4/15/2019,2.64,7/27/2021,4.085,7/27/2021,3.9
4/12/2019,2.6,7/26/2021,4.09,7/26/2021,3.95
4/11/2019,2.62,7/23/2021,4.077,7/23/2021,3.88
4/10/2019,2.74,7/22/2021,3.975,7/22/2021,3.74
4/9/2019,3.27,7/21/2021,3.9,7/21/2021,3.75
