date,HDD,CDD
2019-12-31,29.976190476190474,0
2020-01-01,28.96153846153846,0
2020-01-02,28.87916666666667,0
2020-01-03,21.916666666666664,0
2020-01-04,23.962962962962962,0
2020-01-05,28.75333333333333,0
2020-01-06,36.292,0
2020-01-07,30.8125,0
2020-01-08,31.104,0
2020-01-09,39.525,0
2020-01-10,29.9,0
2020-01-11,8.083333333333329,0
2020-01-12,1.53846153846154,0
2020-01-13,30,0
2020-01-14,28.68292682926829,0
2020-01-15,24.516129032258064,0
2020-01-16,29.035294117647062,0
2020-01-17,43.516666666666666,0
2020-01-18,49.54615384615384,0
2020-01-19,39.73714285714286,0
2020-01-20,42.488461538461536,0
2020-01-21,47.75,0
2020-01-22,46.75,0
2020-01-23,39.12083333333334,0
2020-01-24,32.676923076923075,0
2020-01-25,26.92307692307692,0
2020-01-26,22.08,0
2020-01-27,25.5,0
2020-01-28,27.125,0
2020-01-29,31.104166666666664,0
2020-01-30,39.12083333333334,0
2020-01-31,35.225,0
2020-02-01,32.714285714285715,0
2020-02-02,29.625,0
2020-02-03,30.366666666666667,0
2020-02-04,29.43076923076923,0
2020-02-05,27.37916666666667,0
2020-02-06,33.66415094339622,0
2020-02-07,31.118367346938776,0
2020-02-08,37.329166666666666,0
2020-02-09,40.93703703703704,0
2020-02-10,25.5,0
2020-02-11,29.68163265306122,0
2020-02-12,26.799999999999997,0
2020-02-13,30.03333333333333,0
2020-02-14,36.44,0
2020-02-15,49.666666666666664,0
2020-02-16,33.68333333333334,0
2020-02-17,30.491666666666667,0
2020-02-18,32.78666666666667,0
2020-02-19,26.884615384615387,0
2020-02-20,37.38333333333333,0
2020-02-21,43.10416666666667,0
2020-02-22,32.391666666666666,0
2020-02-23,27.991666666666667,0
2020-02-24,23.87083333333333,0
2020-02-25,17.916666666666664,0
2020-02-26,21.119999999999997,0
2020-02-27,21.432432432432435,0
2020-02-28,32.34,0
2020-02-29,36.6375,0
2020-03-01,39.80833333333334,0
2020-03-02,29.704166666666666,0
2020-03-03,11.439999999999998,0
2020-03-04,16.785714285714285,0
2020-03-05,21.666666666666664,0
2020-03-06,28.426923076923075,0
2020-03-07,27.46923076923077,0
2020-03-08,25.549999999999997,0
2020-03-09,10.416666666666671,0
2020-03-10,5.240000000000002,0
2020-03-11,13.625,0
2020-03-12,26.045833333333334,0
2020-03-13,16.012500000000003,0
2020-03-14,18.840000000000003,0
2020-03-15,22.5,0
2020-03-16,34.13333333333333,0
2020-03-17,26.932258064516127,0
2020-03-18,22.204,0
2020-03-19,22.50625,0
2020-03-20,16.48387096774193,0
2020-03-21,16.45833333333333,0
2020-03-22,33.175,0
2020-03-23,32.29677419354839,0
2020-03-24,26.18181818181818,0
2020-03-25,25.148148148148145,0
2020-03-26,23.657692307692308,0
2020-03-27,12.166666666666664,0
2020-03-28,20.96666666666667,0
2020-03-29,21.809756097560978,0
2020-03-30,24.15151515151515,0
2020-03-31,26.671794871794873,0
2020-04-01,28.258333333333333,0
2020-04-02,21.304347826086953,0
2020-04-03,20.674999999999997,0
2020-04-04,19.82941176470588,0
2020-04-05,17.333333333333336,0
2020-04-06,14.964285714285715,0
2020-04-07,12.666666666666671,0
2020-04-08,17,0
2020-04-09,20.06896551724138,0
2020-04-10,22.04,0
2020-04-11,21.791666666666664,0
2020-04-12,19.299999999999997,0
2020-04-13,8,0
2020-04-14,10.92307692307692,0
2020-04-15,18.083333333333336,0
2020-04-16,26.611111111111114,0
2020-04-17,24.04,0
2020-04-18,27.348837209302324,0
2020-04-19,21.696551724137933,0
2020-04-20,16.791666666666664,0
2020-04-21,23.00333333333333,0
2020-04-22,25.958333333333336,0
2020-04-23,21.754166666666663,0
2020-04-24,20.416666666666664,0
2020-04-25,19.940000000000005,0
2020-04-26,18.240000000000002,0
2020-04-27,23.55238095238095,0
2020-04-28,21.299999999999997,0
2020-04-29,22.48620689655172,0
2020-04-30,17.583333333333336,0
2020-05-01,8.450000000000003,0
2020-05-02,5.92307692307692,0
2020-05-03,0,0.5833333333333286
2020-05-04,2.4583333333333357,0
2020-05-05,14,0
2020-05-06,17.833333333333336,0
2020-05-07,15.5625,0
2020-05-08,14.083333333333336,0
2020-05-09,24.333333333333336,0
2020-05-10,19.41666666666667,0
2020-05-11,15.266666666666666,0
2020-05-12,16.166666666666664,0
2020-05-13,16.54166666666667,0
2020-05-14,10.916666666666671,0
2020-05-15,0.13793103448276156,0
2020-05-16,0.8774193548387075,0
2020-05-17,7.833333333333329,0
2020-05-18,5.75,0
2020-05-19,11.5,0
2020-05-20,11.416666666666671,0
2020-05-21,5.583333333333329,0
2020-05-22,0,3.3333333333333286
2020-05-23,0.0799999999999983,0
2020-05-24,12.541666666666671,0
2020-05-25,11.024999999999999,0
2020-05-26,3.696000000000005,0
2020-05-27,0,7.107142857142861
2020-05-28,0,7.851851851851848
2020-05-29,0,10.151515151515156
2020-05-30,0,8.165714285714287
2020-05-31,2.375,0
2020-06-01,11.916666666666671,0
2020-06-02,8.399999999999999,0
2020-06-03,0,2.25
2020-06-04,0,1.9297297297297291
2020-06-05,0,9.807692307692307
2020-06-06,0,11.331034482758625
2020-06-07,0.961538461538467,0
2020-06-08,0,0.041666666666671404
2020-06-09,0,0.3333333333333286
2020-06-10,0,2.7083333333333286
2020-06-11,0,2.682926829268297
2020-06-12,0,6.673684210526318
2020-06-13,0,0.7083333333333286
2020-06-14,3.4166666666666714,0
2020-06-15,4.56666666666667,0
2020-06-16,1.4166666666666714,0
2020-06-17,0.125,0
2020-06-18,0,7.57692307692308
2020-06-19,0,12.392857142857139
2020-06-20,0,15.25
2020-06-21,0,14.340740740740742
2020-06-22,0,8.407407407407405
2020-06-23,0,9.451612903225808
2020-06-24,0,11.527272727272731
2020-06-25,0,7.875
2020-06-26,0,10.208333333333329
2020-06-27,0,6
2020-06-28,0,4.938888888888883
2020-06-29,0,4.06511627906977
2020-06-30,0,2.299999999999997
2020-07-01,0,3.8842105263157833
2020-07-02,0,4.072340425531905
2020-07-03,0,5.377142857142857
2020-07-04,0,4.566666666666663
2020-07-05,0,8.13333333333334
2020-07-06,0,5.066666666666663
2020-07-07,0,6
2020-07-08,0,9.78125
2020-07-09,0,15.461538461538467
2020-07-10,0,12.07142857142857
2020-07-11,0,14.714285714285708
2020-07-12,0,15.544827586206893
2020-07-13,0,12.310344827586206
2020-07-14,0,5.057142857142864
2020-07-15,0,3.0250000000000057
2020-07-16,0,0.8333333333333286
2020-07-17,0,0.35625000000000284
2020-07-18,0,4.891304347826093
2020-07-19,0,16.95833333333333
2020-07-20,0,19.20833333333333
2020-07-21,0,15.916666666666671
2020-07-22,0,8.583333333333329
2020-07-23,0,9.424489795918362
2020-07-24,0,11.233333333333334
2020-07-25,0,8.099999999999994
2020-07-26,0,14.458333333333329
2020-07-27,0,18.83333333333333
2020-07-28,0,20.375
2020-07-29,0,12.875
2020-07-30,0,13.93103448275862
2020-07-31,0,11.083333333333329
2020-08-01,0,10.458333333333329
2020-08-02,0,11.962962962962962
2020-08-03,0,16
2020-08-04,0,12.379310344827587
2020-08-05,0,13.666666666666671
2020-08-06,0,7.791666666666671
2020-08-07,0,4.666666666666671
2020-08-08,0,8.041666666666671
2020-08-09,0,12.958333333333329
2020-08-10,0,16.75
2020-08-11,0,17.875
2020-08-12,0,17.538461538461533
2020-08-13,0,12.708333333333329
2020-08-14,0,9.791666666666671
2020-08-15,0,2.3461538461538396
2020-08-16,0,2.5
2020-08-17,0,1.8888888888888857
2020-08-18,0,7.096774193548384
2020-08-19,0,1.5259259259259323
2020-08-20,3.060869565217395,0
2020-08-21,0,8
2020-08-22,0,9.482758620689651
2020-08-23,0,3.3370370370370352
2020-08-24,0,10.615384615384613
2020-08-25,0,11.900000000000006
2020-08-26,0,2.8333333333333286
2020-08-27,4.678571428571431,0
2020-08-28,0,0.9393939393939377
2020-08-29,0,3.4545454545454533
2020-08-30,0,5.75
2020-08-31,3,0
2020-09-01,0,1.3333333333333286
2020-09-02,0.7666666666666657,0
2020-09-03,0,7.794285714285721
2020-09-04,0,8.75
2020-09-05,0,0.2916666666666714
2020-09-06,0,1.6400000000000006
2020-09-07,0,4.958333333333329
