period,respondent,respondent-name,fueltype,type-name,value,value-units
2022-12-24T19,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,1075,megawatthours
2022-12-24T19,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1223,megawatthours
2022-12-24T19,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,16069,megawatthours
2022-12-24T18,ISNE,ISO New England,COL,Coal,112,megawatthours
2022-12-24T18,ISNE,ISO New England,NG,Natural Gas,2193,megawatthours
2022-12-24T18,ISNE,ISO New England,NUC,Nuclear,3366,megawatthours
2022-12-24T18,ISNE,ISO New England,OIL,Petroleum,4123,megawatthours
2022-12-24T18,ISNE,ISO New England,OTH,Other,601,megawatthours
2022-12-24T18,ISNE,ISO New England,SUN,Solar,325,megawatthours
2022-12-24T18,ISNE,ISO New England,WAT,Hydro,1042,megawatthours
2022-12-24T18,ISNE,ISO New England,WND,Wind,367,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,32713,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35246,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10573,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1142,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,1028,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1421,megawatthours
2022-12-24T18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,16341,megawatthours
2022-12-24T17,ISNE,ISO New England,COL,Coal,123,megawatthours
2022-12-24T17,ISNE,ISO New England,NG,Natural Gas,2097,megawatthours
2022-12-24T17,ISNE,ISO New England,NUC,Nuclear,3347,megawatthours
2022-12-24T17,ISNE,ISO New England,OIL,Petroleum,4185,megawatthours
2022-12-24T17,ISNE,ISO New England,OTH,Other,622,megawatthours
2022-12-24T17,ISNE,ISO New England,SUN,Solar,365,megawatthours
2022-12-24T17,ISNE,ISO New England,WAT,Hydro,1000,megawatthours
2022-12-24T17,ISNE,ISO New England,WND,Wind,340,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,33050,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36493,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10572,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1130,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,982,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2085,megawatthours
2022-12-24T17,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,16468,megawatthours
2022-12-24T16,ISNE,ISO New England,COL,Coal,117,megawatthours
2022-12-24T16,ISNE,ISO New England,NG,Natural Gas,2254,megawatthours
2022-12-24T16,ISNE,ISO New England,NUC,Nuclear,3338,megawatthours
2022-12-24T16,ISNE,ISO New England,OIL,Petroleum,4326,megawatthours
2022-12-24T16,ISNE,ISO New England,OTH,Other,630,megawatthours
2022-12-24T16,ISNE,ISO New England,SUN,Solar,329,megawatthours
2022-12-24T16,ISNE,ISO New England,WAT,Hydro,1151,megawatthours
2022-12-24T16,ISNE,ISO New England,WND,Wind,381,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,33102,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36454,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10575,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1111,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,845,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2860,megawatthours
2022-12-24T16,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,16836,megawatthours
2022-12-24T15,ISNE,ISO New England,COL,Coal,112,megawatthours
2022-12-24T15,ISNE,ISO New England,NG,Natural Gas,2438,megawatthours
2022-12-24T15,ISNE,ISO New England,NUC,Nuclear,3348,megawatthours
2022-12-24T15,ISNE,ISO New England,OIL,Petroleum,4442,megawatthours
2022-12-24T15,ISNE,ISO New England,OTH,Other,624,megawatthours
2022-12-24T15,ISNE,ISO New England,SUN,Solar,221,megawatthours
2022-12-24T15,ISNE,ISO New England,WAT,Hydro,1220,megawatthours
2022-12-24T15,ISNE,ISO New England,WND,Wind,381,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,33306,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36356,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10566,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1095,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,480,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,3501,megawatthours
2022-12-24T15,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17109,megawatthours
2022-12-24T14,ISNE,ISO New England,COL,Coal,108,megawatthours
2022-12-24T14,ISNE,ISO New England,NG,Natural Gas,2510,megawatthours
2022-12-24T14,ISNE,ISO New England,NUC,Nuclear,3363,megawatthours
2022-12-24T14,ISNE,ISO New England,OIL,Petroleum,4382,megawatthours
2022-12-24T14,ISNE,ISO New England,OTH,Other,623,megawatthours
2022-12-24T14,ISNE,ISO New England,SUN,Solar,95,megawatthours
2022-12-24T14,ISNE,ISO New England,WAT,Hydro,1514,megawatthours
2022-12-24T14,ISNE,ISO New England,WND,Wind,513,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,32746,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36656,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10572,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1050,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,45,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,3277,megawatthours
2022-12-24T14,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17818,megawatthours
2022-12-24T13,ISNE,ISO New England,COL,Coal,115,megawatthours
2022-12-24T13,ISNE,ISO New England,NG,Natural Gas,2622,megawatthours
2022-12-24T13,ISNE,ISO New England,NUC,Nuclear,3376,megawatthours
2022-12-24T13,ISNE,ISO New England,OIL,Petroleum,4029,megawatthours
2022-12-24T13,ISNE,ISO New England,OTH,Other,626,megawatthours
2022-12-24T13,ISNE,ISO New England,SUN,Solar,10,megawatthours
2022-12-24T13,ISNE,ISO New England,WAT,Hydro,1403,megawatthours
2022-12-24T13,ISNE,ISO New England,WND,Wind,535,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,31744,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36020,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10574,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1071,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2384,megawatthours
2022-12-24T13,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,18001,megawatthours
2022-12-24T12,ISNE,ISO New England,COL,Coal,107,megawatthours
2022-12-24T12,ISNE,ISO New England,NG,Natural Gas,2393,megawatthours
2022-12-24T12,ISNE,ISO New England,NUC,Nuclear,3376,megawatthours
2022-12-24T12,ISNE,ISO New England,OIL,Petroleum,3647,megawatthours
2022-12-24T12,ISNE,ISO New England,OTH,Other,633,megawatthours
2022-12-24T12,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T12,ISNE,ISO New England,WAT,Hydro,811,megawatthours
2022-12-24T12,ISNE,ISO New England,WND,Wind,533,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,31886,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35223,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10578,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,978,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1377,megawatthours
2022-12-24T12,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17762,megawatthours
2022-12-24T11,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T11,ISNE,ISO New England,NG,Natural Gas,2327,megawatthours
2022-12-24T11,ISNE,ISO New England,NUC,Nuclear,3363,megawatthours
2022-12-24T11,ISNE,ISO New England,OIL,Petroleum,3283,megawatthours
2022-12-24T11,ISNE,ISO New England,OTH,Other,625,megawatthours
2022-12-24T11,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T11,ISNE,ISO New England,WAT,Hydro,801,megawatthours
2022-12-24T11,ISNE,ISO New England,WND,Wind,476,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,31923,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35111,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10582,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,833,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1327,megawatthours
2022-12-24T11,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17271,megawatthours
2022-12-24T10,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T10,ISNE,ISO New England,NG,Natural Gas,2331,megawatthours
2022-12-24T10,ISNE,ISO New England,NUC,Nuclear,3364,megawatthours
2022-12-24T10,ISNE,ISO New England,OIL,Petroleum,3221,megawatthours
2022-12-24T10,ISNE,ISO New England,OTH,Other,616,megawatthours
2022-12-24T10,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T10,ISNE,ISO New England,WAT,Hydro,842,megawatthours
2022-12-24T10,ISNE,ISO New England,WND,Wind,535,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,32447,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35157,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10567,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,723,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1141,megawatthours
2022-12-24T10,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,16860,megawatthours
2022-12-24T09,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T09,ISNE,ISO New England,NG,Natural Gas,2265,megawatthours
2022-12-24T09,ISNE,ISO New England,NUC,Nuclear,3348,megawatthours
2022-12-24T09,ISNE,ISO New England,OIL,Petroleum,3102,megawatthours
2022-12-24T09,ISNE,ISO New England,OTH,Other,619,megawatthours
2022-12-24T09,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T09,ISNE,ISO New England,WAT,Hydro,845,megawatthours
2022-12-24T09,ISNE,ISO New England,WND,Wind,646,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,32902,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35112,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10557,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,714,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1087,megawatthours
2022-12-24T09,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,16862,megawatthours
2022-12-24T08,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T08,ISNE,ISO New England,NG,Natural Gas,2365,megawatthours
2022-12-24T08,ISNE,ISO New England,NUC,Nuclear,3371,megawatthours
2022-12-24T08,ISNE,ISO New England,OIL,Petroleum,2897,megawatthours
2022-12-24T08,ISNE,ISO New England,OTH,Other,628,megawatthours
2022-12-24T08,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T08,ISNE,ISO New England,WAT,Hydro,855,megawatthours
2022-12-24T08,ISNE,ISO New England,WND,Wind,711,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,33135,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35360,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10553,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,718,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1135,megawatthours
2022-12-24T08,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17165,megawatthours
2022-12-24T07,ISNE,ISO New England,COL,Coal,107,megawatthours
2022-12-24T07,ISNE,ISO New England,NG,Natural Gas,2182,megawatthours
2022-12-24T07,ISNE,ISO New England,NUC,Nuclear,3361,megawatthours
2022-12-24T07,ISNE,ISO New England,OIL,Petroleum,2757,megawatthours
2022-12-24T07,ISNE,ISO New England,OTH,Other,625,megawatthours
2022-12-24T07,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T07,ISNE,ISO New England,WAT,Hydro,854,megawatthours
2022-12-24T07,ISNE,ISO New England,WND,Wind,640,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,33524,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,35720,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10554,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,750,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1167,megawatthours
2022-12-24T07,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17981,megawatthours
2022-12-24T06,ISNE,ISO New England,COL,Coal,109,megawatthours
2022-12-24T06,ISNE,ISO New England,NG,Natural Gas,2204,megawatthours
2022-12-24T06,ISNE,ISO New England,NUC,Nuclear,3339,megawatthours
2022-12-24T06,ISNE,ISO New England,OIL,Petroleum,2804,megawatthours
2022-12-24T06,ISNE,ISO New England,OTH,Other,625,megawatthours
2022-12-24T06,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T06,ISNE,ISO New England,WAT,Hydro,891,megawatthours
2022-12-24T06,ISNE,ISO New England,WND,Wind,627,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,34476,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36183,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10555,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,799,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1217,megawatthours
2022-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17179,megawatthours
2022-12-24T05,ISNE,ISO New England,COL,Coal,107,megawatthours
2022-12-24T05,ISNE,ISO New England,NG,Natural Gas,2514,megawatthours
2022-12-24T05,ISNE,ISO New England,NUC,Nuclear,3312,megawatthours
2022-12-24T05,ISNE,ISO New England,OIL,Petroleum,3079,megawatthours
2022-12-24T05,ISNE,ISO New England,OTH,Other,610,megawatthours
2022-12-24T05,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T05,ISNE,ISO New England,WAT,Hydro,1079,megawatthours
2022-12-24T05,ISNE,ISO New England,WND,Wind,634,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,35484,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,37344,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10558,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1028,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1352,megawatthours
2022-12-24T05,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,17286,megawatthours
2022-12-24T04,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T04,ISNE,ISO New England,NG,Natural Gas,3076,megawatthours
2022-12-24T04,ISNE,ISO New England,NUC,Nuclear,3339,megawatthours
2022-12-24T04,ISNE,ISO New England,OIL,Petroleum,3195,megawatthours
2022-12-24T04,ISNE,ISO New England,OTH,Other,612,megawatthours
2022-12-24T04,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T04,ISNE,ISO New England,WAT,Hydro,1174,megawatthours
2022-12-24T04,ISNE,ISO New England,WND,Wind,676,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36239,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,38073,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10563,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1115,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1358,megawatthours
2022-12-24T04,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,18626,megawatthours
2022-12-24T03,ISNE,ISO New England,COL,Coal,105,megawatthours
2022-12-24T03,ISNE,ISO New England,NG,Natural Gas,3476,megawatthours
2022-12-24T03,ISNE,ISO New England,NUC,Nuclear,3343,megawatthours
2022-12-24T03,ISNE,ISO New England,OIL,Petroleum,3015,megawatthours
2022-12-24T03,ISNE,ISO New England,OTH,Other,605,megawatthours
2022-12-24T03,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T03,ISNE,ISO New England,WAT,Hydro,1387,megawatthours
2022-12-24T03,ISNE,ISO New England,WND,Wind,580,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36036,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,37387,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10594,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1197,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2362,megawatthours
2022-12-24T03,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,18870,megawatthours
2022-12-24T02,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T02,ISNE,ISO New England,NG,Natural Gas,3600,megawatthours
2022-12-24T02,ISNE,ISO New England,NUC,Nuclear,3343,megawatthours
2022-12-24T02,ISNE,ISO New England,OIL,Petroleum,3146,megawatthours
2022-12-24T02,ISNE,ISO New England,OTH,Other,604,megawatthours
2022-12-24T02,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T02,ISNE,ISO New England,WAT,Hydro,1490,megawatthours
2022-12-24T02,ISNE,ISO New England,WND,Wind,628,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36045,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,37198,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10590,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1123,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,3322,megawatthours
2022-12-24T02,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,18371,megawatthours
2022-12-24T01,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-24T01,ISNE,ISO New England,NG,Natural Gas,3735,megawatthours
2022-12-24T01,ISNE,ISO New England,NUC,Nuclear,3351,megawatthours
2022-12-24T01,ISNE,ISO New England,OIL,Petroleum,3054,megawatthours
2022-12-24T01,ISNE,ISO New England,OTH,Other,594,megawatthours
2022-12-24T01,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T01,ISNE,ISO New England,WAT,Hydro,1692,megawatthours
2022-12-24T01,ISNE,ISO New England,WND,Wind,610,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36750,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,37561,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10599,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1132,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,3493,megawatthours
2022-12-24T01,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,19131,megawatthours
2022-12-24T00,ISNE,ISO New England,COL,Coal,105,megawatthours
2022-12-24T00,ISNE,ISO New England,NG,Natural Gas,3713,megawatthours
2022-12-24T00,ISNE,ISO New England,NUC,Nuclear,3339,megawatthours
2022-12-24T00,ISNE,ISO New England,OIL,Petroleum,3129,megawatthours
2022-12-24T00,ISNE,ISO New England,OTH,Other,592,megawatthours
2022-12-24T00,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-24T00,ISNE,ISO New England,WAT,Hydro,1899,megawatthours
2022-12-24T00,ISNE,ISO New England,WND,Wind,649,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36867,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,37872,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10602,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1196,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,3386,megawatthours
2022-12-24T00,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,19965,megawatthours
2022-12-23T23,ISNE,ISO New England,COL,Coal,105,megawatthours
2022-12-23T23,ISNE,ISO New England,NG,Natural Gas,3746,megawatthours
2022-12-23T23,ISNE,ISO New England,NUC,Nuclear,3360,megawatthours
2022-12-23T23,ISNE,ISO New England,OIL,Petroleum,3254,megawatthours
2022-12-23T23,ISNE,ISO New England,OTH,Other,596,megawatthours
2022-12-23T23,ISNE,ISO New England,SUN,Solar,0,megawatthours
2022-12-23T23,ISNE,ISO New England,WAT,Hydro,1864,megawatthours
2022-12-23T23,ISNE,ISO New England,WND,Wind,700,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36472,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36422,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10590,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1147,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,93,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2178,megawatthours
2022-12-23T23,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,19614,megawatthours
2022-12-23T22,ISNE,ISO New England,COL,Coal,106,megawatthours
2022-12-23T22,ISNE,ISO New England,NG,Natural Gas,3652,megawatthours
2022-12-23T22,ISNE,ISO New England,NUC,Nuclear,3363,megawatthours
2022-12-23T22,ISNE,ISO New England,OIL,Petroleum,2921,megawatthours
2022-12-23T22,ISNE,ISO New England,OTH,Other,609,megawatthours
2022-12-23T22,ISNE,ISO New England,SUN,Solar,1,megawatthours
2022-12-23T22,ISNE,ISO New England,WAT,Hydro,1527,megawatthours
2022-12-23T22,ISNE,ISO New England,WND,Wind,706,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,36253,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,36127,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,10396,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,1037,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,408,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1230,megawatthours
2022-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,19737,megawatthours
2022-12-23T21,ISNE,ISO New England,COL,Coal,109,megawatthours
2022-12-23T21,ISNE,ISO New England,NG,Natural Gas,3515,megawatthours
2022-12-23T21,ISNE,ISO New England,NUC,Nuclear,3373,megawatthours
2022-12-23T21,ISNE,ISO New England,OIL,Petroleum,2585,megawatthours
2022-12-23T21,ISNE,ISO New England,OTH,Other,609,megawatthours
2022-12-23T21,ISNE,ISO New England,SUN,Solar,11,megawatthours
