period,respondent,respondent-name,fueltype,type-name,value,value-units
2019-12-20T15,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13344,megawatthours
2019-12-20T15,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,515,megawatthours
2019-12-20T15,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,57,megawatthours
2019-12-20T15,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1476,megawatthours
2019-12-20T15,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,9749,megawatthours
2019-12-20T14,ISNE,ISO New England,COL,Coal,407,megawatthours
2019-12-20T14,ISNE,ISO New England,NG,Natural Gas,7726,megawatthours
2019-12-20T14,ISNE,ISO New England,NUC,Nuclear,2091,megawatthours
2019-12-20T14,ISNE,ISO New England,OIL,Petroleum,1026,megawatthours
2019-12-20T14,ISNE,ISO New England,OTH,Other,809,megawatthours
2019-12-20T14,ISNE,ISO New England,SUN,Solar,21,megawatthours
2019-12-20T14,ISNE,ISO New England,WAT,Hydro,1329,megawatthours
2019-12-20T14,ISNE,ISO New England,WND,Wind,744,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,30908,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,30766,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13339,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,559,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,8,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1985,megawatthours
2019-12-20T14,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,9994,megawatthours
2019-12-20T13,ISNE,ISO New England,COL,Coal,417,megawatthours
2019-12-20T13,ISNE,ISO New England,NG,Natural Gas,7700,megawatthours
2019-12-20T13,ISNE,ISO New England,NUC,Nuclear,2117,megawatthours
2019-12-20T13,ISNE,ISO New England,OIL,Petroleum,918,megawatthours
2019-12-20T13,ISNE,ISO New England,OTH,Other,813,megawatthours
2019-12-20T13,ISNE,ISO New England,SUN,Solar,2,megawatthours
2019-12-20T13,ISNE,ISO New England,WAT,Hydro,1862,megawatthours
2019-12-20T13,ISNE,ISO New England,WND,Wind,814,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,29421,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,29880,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13341,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,564,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,2228,megawatthours
2019-12-20T13,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,9693,megawatthours
2019-12-20T12,ISNE,ISO New England,COL,Coal,423,megawatthours
2019-12-20T12,ISNE,ISO New England,NG,Natural Gas,6806,megawatthours
2019-12-20T12,ISNE,ISO New England,NUC,Nuclear,2128,megawatthours
2019-12-20T12,ISNE,ISO New England,OIL,Petroleum,385,megawatthours
2019-12-20T12,ISNE,ISO New England,OTH,Other,818,megawatthours
2019-12-20T12,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T12,ISNE,ISO New England,WAT,Hydro,1628,megawatthours
2019-12-20T12,ISNE,ISO New England,WND,Wind,834,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,26734,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,27491,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13343,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,538,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1310,megawatthours
2019-12-20T12,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,9987,megawatthours
2019-12-20T11,ISNE,ISO New England,COL,Coal,423,megawatthours
2019-12-20T11,ISNE,ISO New England,NG,Natural Gas,5810,megawatthours
2019-12-20T11,ISNE,ISO New England,NUC,Nuclear,2131,megawatthours
2019-12-20T11,ISNE,ISO New England,OIL,Petroleum,260,megawatthours
2019-12-20T11,ISNE,ISO New England,OTH,Other,804,megawatthours
2019-12-20T11,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T11,ISNE,ISO New England,WAT,Hydro,1064,megawatthours
2019-12-20T11,ISNE,ISO New England,WND,Wind,845,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,25120,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,24968,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13348,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,513,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,667,megawatthours
2019-12-20T11,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,10603,megawatthours
2019-12-20T10,ISNE,ISO New England,COL,Coal,414,megawatthours
2019-12-20T10,ISNE,ISO New England,NG,Natural Gas,5102,megawatthours
2019-12-20T10,ISNE,ISO New England,NUC,Nuclear,2117,megawatthours
2019-12-20T10,ISNE,ISO New England,OIL,Petroleum,220,megawatthours
2019-12-20T10,ISNE,ISO New England,OTH,Other,812,megawatthours
2019-12-20T10,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T10,ISNE,ISO New England,WAT,Hydro,685,megawatthours
2019-12-20T10,ISNE,ISO New England,WND,Wind,845,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24828,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,24628,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13349,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,495,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,595,megawatthours
2019-12-20T10,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,10643,megawatthours
2019-12-20T09,ISNE,ISO New England,COL,Coal,419,megawatthours
2019-12-20T09,ISNE,ISO New England,NG,Natural Gas,4691,megawatthours
2019-12-20T09,ISNE,ISO New England,NUC,Nuclear,2134,megawatthours
2019-12-20T09,ISNE,ISO New England,OIL,Petroleum,217,megawatthours
2019-12-20T09,ISNE,ISO New England,OTH,Other,826,megawatthours
2019-12-20T09,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T09,ISNE,ISO New England,WAT,Hydro,653,megawatthours
2019-12-20T09,ISNE,ISO New England,WND,Wind,883,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24463,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,24629,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13350,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,506,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,607,megawatthours
2019-12-20T09,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,10655,megawatthours
2019-12-20T08,ISNE,ISO New England,COL,Coal,413,megawatthours
2019-12-20T08,ISNE,ISO New England,NG,Natural Gas,4818,megawatthours
2019-12-20T08,ISNE,ISO New England,NUC,Nuclear,2107,megawatthours
2019-12-20T08,ISNE,ISO New England,OIL,Petroleum,199,megawatthours
2019-12-20T08,ISNE,ISO New England,OTH,Other,803,megawatthours
2019-12-20T08,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T08,ISNE,ISO New England,WAT,Hydro,617,megawatthours
2019-12-20T08,ISNE,ISO New England,WND,Wind,871,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24542,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,24792,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13351,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,519,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,616,megawatthours
2019-12-20T08,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,10661,megawatthours
2019-12-20T07,ISNE,ISO New England,COL,Coal,410,megawatthours
2019-12-20T07,ISNE,ISO New England,NG,Natural Gas,4976,megawatthours
2019-12-20T07,ISNE,ISO New England,NUC,Nuclear,2090,megawatthours
2019-12-20T07,ISNE,ISO New England,OIL,Petroleum,207,megawatthours
2019-12-20T07,ISNE,ISO New England,OTH,Other,791,megawatthours
2019-12-20T07,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T07,ISNE,ISO New England,WAT,Hydro,675,megawatthours
2019-12-20T07,ISNE,ISO New England,WND,Wind,863,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24957,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,25054,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13352,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,526,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,614,megawatthours
2019-12-20T07,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,10504,megawatthours
2019-12-20T06,ISNE,ISO New England,COL,Coal,411,megawatthours
2019-12-20T06,ISNE,ISO New England,NG,Natural Gas,5358,megawatthours
2019-12-20T06,ISNE,ISO New England,NUC,Nuclear,2092,megawatthours
2019-12-20T06,ISNE,ISO New England,OIL,Petroleum,213,megawatthours
2019-12-20T06,ISNE,ISO New England,OTH,Other,799,megawatthours
2019-12-20T06,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T06,ISNE,ISO New England,WAT,Hydro,777,megawatthours
2019-12-20T06,ISNE,ISO New England,WND,Wind,866,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24826,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,25382,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13346,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,519,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,633,megawatthours
2019-12-20T06,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,11179,megawatthours
2019-12-20T05,ISNE,ISO New England,COL,Coal,413,megawatthours
2019-12-20T05,ISNE,ISO New England,NG,Natural Gas,6009,megawatthours
2019-12-20T05,ISNE,ISO New England,NUC,Nuclear,2095,megawatthours
2019-12-20T05,ISNE,ISO New England,OIL,Petroleum,433,megawatthours
2019-12-20T05,ISNE,ISO New England,OTH,Other,831,megawatthours
2019-12-20T05,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T05,ISNE,ISO New England,WAT,Hydro,739,megawatthours
2019-12-20T05,ISNE,ISO New England,WND,Wind,874,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,26624,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,26783,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13341,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,529,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,661,megawatthours
2019-12-20T05,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,11463,megawatthours
2019-12-20T04,ISNE,ISO New England,COL,Coal,403,megawatthours
2019-12-20T04,ISNE,ISO New England,NG,Natural Gas,7124,megawatthours
2019-12-20T04,ISNE,ISO New England,NUC,Nuclear,2048,megawatthours
2019-12-20T04,ISNE,ISO New England,OIL,Petroleum,526,megawatthours
2019-12-20T04,ISNE,ISO New England,OTH,Other,814,megawatthours
2019-12-20T04,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T04,ISNE,ISO New England,WAT,Hydro,706,megawatthours
2019-12-20T04,ISNE,ISO New England,WND,Wind,897,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,28627,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,27935,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13341,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,530,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,671,megawatthours
2019-12-20T04,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,11464,megawatthours
2019-12-20T03,ISNE,ISO New England,COL,Coal,415,megawatthours
2019-12-20T03,ISNE,ISO New England,NG,Natural Gas,8039,megawatthours
2019-12-20T03,ISNE,ISO New England,NUC,Nuclear,2091,megawatthours
2019-12-20T03,ISNE,ISO New England,OIL,Petroleum,610,megawatthours
2019-12-20T03,ISNE,ISO New England,OTH,Other,839,megawatthours
2019-12-20T03,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T03,ISNE,ISO New England,WAT,Hydro,850,megawatthours
2019-12-20T03,ISNE,ISO New England,WND,Wind,1009,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,30223,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,29132,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13338,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,524,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,775,megawatthours
2019-12-20T03,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,11262,megawatthours
2019-12-20T02,ISNE,ISO New England,COL,Coal,415,megawatthours
2019-12-20T02,ISNE,ISO New England,NG,Natural Gas,8779,megawatthours
2019-12-20T02,ISNE,ISO New England,NUC,Nuclear,2096,megawatthours
2019-12-20T02,ISNE,ISO New England,OIL,Petroleum,605,megawatthours
2019-12-20T02,ISNE,ISO New England,OTH,Other,843,megawatthours
2019-12-20T02,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T02,ISNE,ISO New England,WAT,Hydro,1118,megawatthours
2019-12-20T02,ISNE,ISO New England,WND,Wind,994,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,30102,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,29831,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13340,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,537,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,903,megawatthours
2019-12-20T02,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,11359,megawatthours
2019-12-20T01,ISNE,ISO New England,COL,Coal,416,megawatthours
2019-12-20T01,ISNE,ISO New England,NG,Natural Gas,8991,megawatthours
2019-12-20T01,ISNE,ISO New England,NUC,Nuclear,2096,megawatthours
2019-12-20T01,ISNE,ISO New England,OIL,Petroleum,556,megawatthours
2019-12-20T01,ISNE,ISO New England,OTH,Other,841,megawatthours
2019-12-20T01,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T01,ISNE,ISO New England,WAT,Hydro,1547,megawatthours
2019-12-20T01,ISNE,ISO New England,WND,Wind,959,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,30268,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,30056,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13338,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,534,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1011,megawatthours
2019-12-20T01,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,11006,megawatthours
2019-12-20T00,ISNE,ISO New England,COL,Coal,416,megawatthours
2019-12-20T00,ISNE,ISO New England,NG,Natural Gas,8786,megawatthours
2019-12-20T00,ISNE,ISO New England,NUC,Nuclear,2098,megawatthours
2019-12-20T00,ISNE,ISO New England,OIL,Petroleum,566,megawatthours
2019-12-20T00,ISNE,ISO New England,OTH,Other,841,megawatthours
2019-12-20T00,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-20T00,ISNE,ISO New England,WAT,Hydro,1774,megawatthours
2019-12-20T00,ISNE,ISO New England,WND,Wind,1001,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,30539,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,29736,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13333,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,520,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,0,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1532,megawatthours
2019-12-20T00,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,9422,megawatthours
2019-12-19T23,ISNE,ISO New England,COL,Coal,419,megawatthours
2019-12-19T23,ISNE,ISO New England,NG,Natural Gas,8779,megawatthours
2019-12-19T23,ISNE,ISO New England,NUC,Nuclear,2109,megawatthours
2019-12-19T23,ISNE,ISO New England,OIL,Petroleum,541,megawatthours
2019-12-19T23,ISNE,ISO New England,OTH,Other,835,megawatthours
2019-12-19T23,ISNE,ISO New England,SUN,Solar,0,megawatthours
2019-12-19T23,ISNE,ISO New England,WAT,Hydro,1985,megawatthours
2019-12-19T23,ISNE,ISO New England,WND,Wind,1052,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,30442,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,28389,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13335,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,523,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,17,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1451,megawatthours
2019-12-19T23,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,6668,megawatthours
2019-12-19T22,ISNE,ISO New England,COL,Coal,414,megawatthours
2019-12-19T22,ISNE,ISO New England,NG,Natural Gas,8694,megawatthours
2019-12-19T22,ISNE,ISO New England,NUC,Nuclear,2117,megawatthours
2019-12-19T22,ISNE,ISO New England,OIL,Petroleum,484,megawatthours
2019-12-19T22,ISNE,ISO New England,OTH,Other,841,megawatthours
2019-12-19T22,ISNE,ISO New England,SUN,Solar,1,megawatthours
2019-12-19T22,ISNE,ISO New England,WAT,Hydro,1285,megawatthours
2019-12-19T22,ISNE,ISO New England,WND,Wind,1049,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,31338,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,26909,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13342,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,513,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,84,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,716,megawatthours
2019-12-19T22,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,4330,megawatthours
2019-12-19T21,ISNE,ISO New England,COL,Coal,411,megawatthours
2019-12-19T21,ISNE,ISO New England,NG,Natural Gas,7982,megawatthours
2019-12-19T21,ISNE,ISO New England,NUC,Nuclear,2116,megawatthours
2019-12-19T21,ISNE,ISO New England,OIL,Petroleum,420,megawatthours
2019-12-19T21,ISNE,ISO New England,OTH,Other,827,megawatthours
2019-12-19T21,ISNE,ISO New England,SUN,Solar,15,megawatthours
2019-12-19T21,ISNE,ISO New England,WAT,Hydro,919,megawatthours
2019-12-19T21,ISNE,ISO New England,WND,Wind,1024,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,32194,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,26292,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13337,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,497,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,166,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,669,megawatthours
2019-12-19T21,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,3350,megawatthours
2019-12-19T20,ISNE,ISO New England,COL,Coal,412,megawatthours
2019-12-19T20,ISNE,ISO New England,NG,Natural Gas,7156,megawatthours
2019-12-19T20,ISNE,ISO New England,NUC,Nuclear,2115,megawatthours
2019-12-19T20,ISNE,ISO New England,OIL,Petroleum,603,megawatthours
2019-12-19T20,ISNE,ISO New England,OTH,Other,810,megawatthours
2019-12-19T20,ISNE,ISO New England,SUN,Solar,43,megawatthours
2019-12-19T20,ISNE,ISO New England,WAT,Hydro,870,megawatthours
2019-12-19T20,ISNE,ISO New England,WND,Wind,1033,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,32579,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,27081,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13343,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,507,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,209,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,672,megawatthours
2019-12-19T20,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,3067,megawatthours
2019-12-19T19,ISNE,ISO New England,COL,Coal,418,megawatthours
2019-12-19T19,ISNE,ISO New England,NG,Natural Gas,6594,megawatthours
2019-12-19T19,ISNE,ISO New England,NUC,Nuclear,2106,megawatthours
2019-12-19T19,ISNE,ISO New England,OIL,Petroleum,840,megawatthours
2019-12-19T19,ISNE,ISO New England,OTH,Other,807,megawatthours
2019-12-19T19,ISNE,ISO New England,SUN,Solar,75,megawatthours
2019-12-19T19,ISNE,ISO New England,WAT,Hydro,850,megawatthours
2019-12-19T19,ISNE,ISO New England,WND,Wind,987,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,33350,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,27653,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13349,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,507,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,213,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,652,megawatthours
2019-12-19T19,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,3273,megawatthours
2019-12-19T18,ISNE,ISO New England,COL,Coal,419,megawatthours
2019-12-19T18,ISNE,ISO New England,NG,Natural Gas,6879,megawatthours
2019-12-19T18,ISNE,ISO New England,NUC,Nuclear,2094,megawatthours
2019-12-19T18,ISNE,ISO New England,OIL,Petroleum,557,megawatthours
2019-12-19T18,ISNE,ISO New England,OTH,Other,817,megawatthours
2019-12-19T18,ISNE,ISO New England,SUN,Solar,84,megawatthours
2019-12-19T18,ISNE,ISO New England,WAT,Hydro,833,megawatthours
2019-12-19T18,ISNE,ISO New England,WND,Wind,996,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,34075,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,28825,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,13348,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,507,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,218,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,777,megawatthours
2019-12-19T18,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,3579,megawatthours
2019-12-19T17,ISNE,ISO New England,COL,Coal,425,megawatthours
2019-12-19T17,ISNE,ISO New England,NG,Natural Gas,7326,megawatthours
2019-12-19T17,ISNE,ISO New England,NUC,Nuclear,2088,megawatthours
2019-12-19T17,ISNE,ISO New England,OIL,Petroleum,339,megawatthours
2019-12-19T17,ISNE,ISO New England,OTH,Other,818,megawatthours
