period,subba,subba-name,parent,parent-name,timezone,value,value-units
2021-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,316934,megawatthours
2021-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,315196,megawatthours
2021-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,314417,megawatthours
2021-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,316059,megawatthours
2021-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,316934,megawatthours
2021-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67022,megawatthours
2021-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,67134,megawatthours
2021-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,67215,megawatthours
2021-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,67070,megawatthours
2021-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67022,megawatthours
2021-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,300507,megawatthours
2021-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,299626,megawatthours
2021-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,299123,megawatthours
2021-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,300102,megawatthours
2021-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,300507,megawatthours
2021-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,66298,megawatthours
2021-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,66143,megawatthours
2021-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,66083,megawatthours
2021-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,66211,megawatthours
2021-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,66298,megawatthours
2021-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,287147,megawatthours
2021-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,286058,megawatthours
2021-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,285266,megawatthours
2021-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,286667,megawatthours
2021-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,287147,megawatthours
2021-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67354,megawatthours
2021-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,67320,megawatthours
2021-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,67262,megawatthours
2021-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,67353,megawatthours
2021-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67354,megawatthours
2021-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,268250,megawatthours
2021-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,267466,megawatthours
2021-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,266949,megawatthours
2021-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,267867,megawatthours
2021-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,268250,megawatthours
2021-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,57519,megawatthours
2021-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,57164,megawatthours
2021-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,56991,megawatthours
2021-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,57337,megawatthours
2021-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,57519,megawatthours
2021-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,250494,megawatthours
2021-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,252413,megawatthours
2021-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,253541,megawatthours
2021-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,251398,megawatthours
2021-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,250494,megawatthours
2021-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,55115,megawatthours
2021-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,55194,megawatthours
2021-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,55268,megawatthours
2021-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,55143,megawatthours
2021-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,55115,megawatthours
2021-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,263243,megawatthours
2021-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,262044,megawatthours
2021-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,261367,megawatthours
2021-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,262685,megawatthours
2021-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,263243,megawatthours
2021-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,66072,megawatthours
2021-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,66586,megawatthours
2021-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,66822,megawatthours
2021-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,66329,megawatthours
2021-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,66072,megawatthours
2021-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,275856,megawatthours
2021-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,279256,megawatthours
2021-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,281378,megawatthours
2021-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,277455,megawatthours
2021-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,275856,megawatthours
2021-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67554,megawatthours
2021-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,67345,megawatthours
2021-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,67222,megawatthours
2021-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,67470,megawatthours
2021-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67554,megawatthours
2021-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,358186,megawatthours
2021-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,363824,megawatthours
2021-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,366582,megawatthours
2021-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,361019,megawatthours
2021-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,358186,megawatthours
2021-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67053,megawatthours
2021-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,67616,megawatthours
2021-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,67962,megawatthours
2021-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,67308,megawatthours
2021-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67053,megawatthours
2021-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,378676,megawatthours
2021-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,375774,megawatthours
2021-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,374384,megawatthours
2021-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,377175,megawatthours
2021-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,378676,megawatthours
2021-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,79215,megawatthours
2021-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,79505,megawatthours
2021-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,79686,megawatthours
2021-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,79352,megawatthours
2021-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,79215,megawatthours
2021-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,350610,megawatthours
2021-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,350342,megawatthours
2021-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,350451,megawatthours
2021-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,350409,megawatthours
2021-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,350610,megawatthours
2021-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,80574,megawatthours
2021-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,80153,megawatthours
2021-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,79839,megawatthours
2021-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,80392,megawatthours
2021-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,80574,megawatthours
2021-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,356631,megawatthours
2021-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,354476,megawatthours
2021-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,353113,megawatthours
2021-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,355626,megawatthours
2021-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,356631,megawatthours
2021-07-25,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,62949,megawatthours
2021-07-25,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,62658,megawatthours
2021-07-25,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,62532,megawatthours
2021-07-25,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,62799,megawatthours
2021-07-25,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,62949,megawatthours
2021-07-25,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,321607,megawatthours
2021-07-25,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,323146,megawatthours
2021-07-25,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,324120,megawatthours
2021-07-25,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,322309,megawatthours
2021-07-25,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,321607,megawatthours
2021-07-24,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,61990,megawatthours
2021-07-24,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,61900,megawatthours
2021-07-24,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,61884,megawatthours
2021-07-24,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,61932,megawatthours
2021-07-24,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,61990,megawatthours
2021-07-24,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,347577,megawatthours
2021-07-24,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,348366,megawatthours
2021-07-24,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,348632,megawatthours
2021-07-24,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,348060,megawatthours
2021-07-24,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,347577,megawatthours
2021-07-23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67931,megawatthours
2021-07-23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,68169,megawatthours
2021-07-23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,68294,megawatthours
2021-07-23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,68051,megawatthours
2021-07-23,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67931,megawatthours
2021-07-23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,354338,megawatthours
2021-07-23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,353335,megawatthours
2021-07-23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,352747,megawatthours
2021-07-23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,353836,megawatthours
2021-07-23,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,354338,megawatthours
2021-07-22,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,69009,megawatthours
2021-07-22,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,68931,megawatthours
2021-07-22,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,68907,megawatthours
2021-07-22,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,68970,megawatthours
2021-07-22,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,69009,megawatthours
2021-07-22,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,316716,megawatthours
2021-07-22,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,312342,megawatthours
2021-07-22,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,309931,megawatthours
2021-07-22,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,314619,megawatthours
2021-07-22,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,316716,megawatthours
2021-07-21,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,74825,megawatthours
2021-07-21,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,75409,megawatthours
2021-07-21,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,75857,megawatthours
2021-07-21,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,75094,megawatthours
2021-07-21,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,74825,megawatthours
2021-07-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,280219,megawatthours
2021-07-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,281715,megawatthours
2021-07-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,282780,megawatthours
2021-07-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,280870,megawatthours
2021-07-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,280219,megawatthours
2021-07-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,78339,megawatthours
2021-07-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,77797,megawatthours
2021-07-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,77336,megawatthours
2021-07-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,78096,megawatthours
2021-07-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,78339,megawatthours
2021-07-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,320497,megawatthours
2021-07-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,320292,megawatthours
2021-07-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,320058,megawatthours
2021-07-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,320421,megawatthours
2021-07-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,320497,megawatthours
2021-07-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67568,megawatthours
2021-07-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,67420,megawatthours
2021-07-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,67301,megawatthours
2021-07-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,67511,megawatthours
2021-07-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67568,megawatthours
2021-07-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,309721,megawatthours
2021-07-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,308507,megawatthours
2021-07-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,307698,megawatthours
2021-07-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,309175,megawatthours
2021-07-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,309721,megawatthours
2021-07-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,63373,megawatthours
2021-07-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,63740,megawatthours
2021-07-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,63950,megawatthours
2021-07-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,63543,megawatthours
2021-07-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,63373,megawatthours
2021-07-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,270333,megawatthours
2021-07-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,269701,megawatthours
2021-07-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,269323,megawatthours
2021-07-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,270008,megawatthours
2021-07-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,270333,megawatthours
2021-07-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,71480,megawatthours
2021-07-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,72321,megawatthours
2021-07-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,72821,megawatthours
2021-07-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,71880,megawatthours
2021-07-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,71480,megawatthours
2021-07-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,263526,megawatthours
2021-07-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,263811,megawatthours
2021-07-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,263808,megawatthours
2021-07-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,263737,megawatthours
2021-07-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,263526,megawatthours
2021-07-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,88289,megawatthours
2021-07-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,88101,megawatthours
2021-07-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,87996,megawatthours
2021-07-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,88203,megawatthours
2021-07-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,88289,megawatthours
2021-07-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,269628,megawatthours
2021-07-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,271063,megawatthours
2021-07-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,272089,megawatthours
2021-07-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,270249,megawatthours
2021-07-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,269628,megawatthours
2021-07-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,80715,megawatthours
2021-07-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,80239,megawatthours
2021-07-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,80013,megawatthours
2021-07-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,80468,megawatthours
2021-07-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,80715,megawatthours
2021-07-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,300782,megawatthours
2021-07-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,303589,megawatthours
2021-07-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,305056,megawatthours
2021-07-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,302184,megawatthours
2021-07-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,300782,megawatthours
2021-07-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,71481,megawatthours
2021-07-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,70783,megawatthours
2021-07-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,70327,megawatthours
2021-07-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,71165,megawatthours
2021-07-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,71481,megawatthours
2021-07-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,321411,megawatthours
2021-07-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,318981,megawatthours
2021-07-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,317784,megawatthours
2021-07-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,320206,megawatthours
2021-07-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,321411,megawatthours
2021-07-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,63336,megawatthours
2021-07-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,63244,megawatthours
2021-07-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,63217,megawatthours
2021-07-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,63284,megawatthours
2021-07-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,63336,megawatthours
2021-07-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,291172,megawatthours
2021-07-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,289848,megawatthours
2021-07-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,288894,megawatthours
2021-07-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,290577,megawatthours
2021-07-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,291172,megawatthours
2021-07-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,65326,megawatthours
2021-07-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,65793,megawatthours
2021-07-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,66035,megawatthours
2021-07-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,65561,megawatthours
2021-07-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,65326,megawatthours
2021-07-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,265741,megawatthours
2021-07-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,263695,megawatthours
2021-07-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,262413,megawatthours
2021-07-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,264811,megawatthours
2021-07-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,265741,megawatthours
2021-07-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,62764,megawatthours
2021-07-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,62221,megawatthours
2021-07-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,61937,megawatthours
2021-07-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,62487,megawatthours
2021-07-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,62764,megawatthours
2021-07-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,223501,megawatthours
2021-07-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,224234,megawatthours
2021-07-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,224714,megawatthours
2021-07-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,223787,megawatthours
2021-07-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,223501,megawatthours
2021-07-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,59198,megawatthours
2021-07-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,59732,megawatthours
2021-07-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,60001,megawatthours
2021-07-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,59465,megawatthours
2021-07-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,59198,megawatthours
2021-07-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,240051,megawatthours
2021-07-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,240041,megawatthours
