period,subba,subba-name,parent,parent-name,timezone,value,value-units
2020-08-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,312833,megawatthours
2020-08-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,312122,megawatthours
2020-08-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,311649,megawatthours
2020-08-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,312522,megawatthours
2020-08-21,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,312833,megawatthours
2020-08-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,63697,megawatthours
2020-08-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,63561,megawatthours
2020-08-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,63515,megawatthours
2020-08-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,63617,megawatthours
2020-08-20,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,63697,megawatthours
2020-08-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,298742,megawatthours
2020-08-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,297465,megawatthours
2020-08-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,296728,megawatthours
2020-08-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,298114,megawatthours
2020-08-20,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,298742,megawatthours
2020-08-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,65226,megawatthours
2020-08-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,65531,megawatthours
2020-08-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,65712,megawatthours
2020-08-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,65371,megawatthours
2020-08-19,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,65226,megawatthours
2020-08-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,280210,megawatthours
2020-08-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,279634,megawatthours
2020-08-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,279151,megawatthours
2020-08-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,279988,megawatthours
2020-08-19,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,280210,megawatthours
2020-08-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,70479,megawatthours
2020-08-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,70463,megawatthours
2020-08-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,70379,megawatthours
2020-08-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,70496,megawatthours
2020-08-18,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,70479,megawatthours
2020-08-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,280448,megawatthours
2020-08-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,282122,megawatthours
2020-08-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,283225,megawatthours
2020-08-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,281231,megawatthours
2020-08-18,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,280448,megawatthours
2020-08-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,64018,megawatthours
2020-08-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,63786,megawatthours
2020-08-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,63674,megawatthours
2020-08-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,63898,megawatthours
2020-08-17,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,64018,megawatthours
2020-08-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,299853,megawatthours
2020-08-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,299413,megawatthours
2020-08-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,299105,megawatthours
2020-08-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,299638,megawatthours
2020-08-17,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,299853,megawatthours
2020-08-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,58524,megawatthours
2020-08-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,58576,megawatthours
2020-08-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,58608,megawatthours
2020-08-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,58547,megawatthours
2020-08-16,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,58524,megawatthours
2020-08-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,272467,megawatthours
2020-08-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,272609,megawatthours
2020-08-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,272869,megawatthours
2020-08-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,272493,megawatthours
2020-08-16,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,272467,megawatthours
2020-08-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,60410,megawatthours
2020-08-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,60906,megawatthours
2020-08-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,61217,megawatthours
2020-08-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,60636,megawatthours
2020-08-15,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,60410,megawatthours
2020-08-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,301644,megawatthours
2020-08-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,303647,megawatthours
2020-08-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,304641,megawatthours
2020-08-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,302642,megawatthours
2020-08-15,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,301644,megawatthours
2020-08-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,75609,megawatthours
2020-08-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,76099,megawatthours
2020-08-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,76361,megawatthours
2020-08-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,75856,megawatthours
2020-08-14,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,75609,megawatthours
2020-08-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,328145,megawatthours
2020-08-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,327640,megawatthours
2020-08-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,327364,megawatthours
2020-08-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,327912,megawatthours
2020-08-14,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,328145,megawatthours
2020-08-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,83376,megawatthours
2020-08-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,84013,megawatthours
2020-08-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,84387,megawatthours
2020-08-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,83674,megawatthours
2020-08-13,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,83376,megawatthours
2020-08-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,316625,megawatthours
2020-08-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,316019,megawatthours
2020-08-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,315656,megawatthours
2020-08-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,316341,megawatthours
2020-08-13,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,316625,megawatthours
2020-08-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,94763,megawatthours
2020-08-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,95171,megawatthours
2020-08-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,95317,megawatthours
2020-08-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,94989,megawatthours
2020-08-12,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,94763,megawatthours
2020-08-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,299358,megawatthours
2020-08-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,297819,megawatthours
2020-08-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,297050,megawatthours
2020-08-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,298600,megawatthours
2020-08-12,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,299358,megawatthours
2020-08-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,96515,megawatthours
2020-08-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,96398,megawatthours
2020-08-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,96383,megawatthours
2020-08-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,96442,megawatthours
2020-08-11,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,96515,megawatthours
2020-08-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,291213,megawatthours
2020-08-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,290881,megawatthours
2020-08-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,290586,megawatthours
2020-08-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,291091,megawatthours
2020-08-11,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,291213,megawatthours
2020-08-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,92625,megawatthours
2020-08-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,92128,megawatthours
2020-08-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,91832,megawatthours
2020-08-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,92394,megawatthours
2020-08-10,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,92625,megawatthours
2020-08-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,318748,megawatthours
2020-08-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,323426,megawatthours
2020-08-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,325806,megawatthours
2020-08-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,321051,megawatthours
2020-08-10,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,318748,megawatthours
2020-08-09,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,77982,megawatthours
2020-08-09,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,77212,megawatthours
2020-08-09,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,76796,megawatthours
2020-08-09,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,77600,megawatthours
2020-08-09,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,77982,megawatthours
2020-08-09,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,325608,megawatthours
2020-08-09,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,324871,megawatthours
2020-08-09,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,324678,megawatthours
2020-08-09,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,325177,megawatthours
2020-08-09,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,325608,megawatthours
2020-08-08,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,67125,megawatthours
2020-08-08,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,66839,megawatthours
2020-08-08,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,66685,megawatthours
2020-08-08,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,66986,megawatthours
2020-08-08,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,67125,megawatthours
2020-08-08,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,303138,megawatthours
2020-08-08,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,300763,megawatthours
2020-08-08,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,299446,megawatthours
2020-08-08,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,301975,megawatthours
2020-08-08,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,303138,megawatthours
2020-08-07,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,69446,megawatthours
2020-08-07,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,69683,megawatthours
2020-08-07,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,69838,megawatthours
2020-08-07,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,69555,megawatthours
2020-08-07,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,69446,megawatthours
2020-08-07,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,291594,megawatthours
2020-08-07,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,290328,megawatthours
2020-08-07,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,289521,megawatthours
2020-08-07,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,291026,megawatthours
2020-08-07,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,291594,megawatthours
2020-08-06,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,75267,megawatthours
2020-08-06,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,75541,megawatthours
2020-08-06,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,75738,megawatthours
2020-08-06,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,75387,megawatthours
2020-08-06,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,75267,megawatthours
2020-08-06,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,274809,megawatthours
2020-08-06,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,273878,megawatthours
2020-08-06,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,273301,megawatthours
2020-08-06,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,274384,megawatthours
2020-08-06,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,274809,megawatthours
2020-08-05,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,84597,megawatthours
2020-08-05,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,84681,megawatthours
2020-08-05,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,84652,megawatthours
2020-08-05,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,84663,megawatthours
2020-08-05,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,84597,megawatthours
2020-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,251737,megawatthours
2020-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,250629,megawatthours
2020-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,250007,megawatthours
2020-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,251199,megawatthours
2020-08-05,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,251737,megawatthours
2020-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,83394,megawatthours
2020-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,83975,megawatthours
2020-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,84301,megawatthours
2020-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,83677,megawatthours
2020-08-04,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,83394,megawatthours
2020-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,245189,megawatthours
2020-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,245681,megawatthours
2020-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,245899,megawatthours
2020-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,245448,megawatthours
2020-08-04,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,245189,megawatthours
2020-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,91619,megawatthours
2020-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,91800,megawatthours
2020-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,91805,megawatthours
2020-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,91733,megawatthours
2020-08-03,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,91619,megawatthours
2020-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,254784,megawatthours
2020-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,256012,megawatthours
2020-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,256740,megawatthours
2020-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,255353,megawatthours
2020-08-03,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,254784,megawatthours
2020-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,77547,megawatthours
2020-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,76984,megawatthours
2020-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,76765,megawatthours
2020-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,77239,megawatthours
2020-08-02,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,77547,megawatthours
2020-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,28904,megawatthours
2020-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,10131,megawatthours
2020-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,19722,megawatthours
2020-08-02,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,28904,megawatthours
2020-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,75449,megawatthours
2020-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,75170,megawatthours
2020-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,75039,megawatthours
2020-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,75304,megawatthours
2020-08-01,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,75449,megawatthours
2020-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,233229,megawatthours
2020-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,253276,megawatthours
2020-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,264191,megawatthours
2020-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,242973,megawatthours
2020-08-01,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,233229,megawatthours
2020-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,79103,megawatthours
2020-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,79457,megawatthours
2020-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,79639,megawatthours
2020-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,79284,megawatthours
2020-07-31,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,79103,megawatthours
2020-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,295951,megawatthours
2020-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,296236,megawatthours
2020-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,296320,megawatthours
2020-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,296166,megawatthours
2020-07-31,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,295951,megawatthours
2020-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,86109,megawatthours
2020-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,86399,megawatthours
2020-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,86534,megawatthours
2020-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,86254,megawatthours
2020-07-30,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,86109,megawatthours
2020-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,309637,megawatthours
2020-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,312615,megawatthours
2020-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,314421,megawatthours
2020-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,310993,megawatthours
2020-07-30,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,309637,megawatthours
2020-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,86862,megawatthours
2020-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,86824,megawatthours
2020-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,86875,megawatthours
2020-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,86826,megawatthours
2020-07-29,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,86862,megawatthours
2020-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,348773,megawatthours
2020-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,348946,megawatthours
2020-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,349059,megawatthours
2020-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,348888,megawatthours
2020-07-29,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,348773,megawatthours
2020-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,97789,megawatthours
2020-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,98614,megawatthours
2020-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,98997,megawatthours
2020-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,98214,megawatthours
2020-07-28,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,97789,megawatthours
2020-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,336453,megawatthours
2020-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,334267,megawatthours
2020-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,333160,megawatthours
2020-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,335381,megawatthours
2020-07-28,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,336453,megawatthours
2020-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,96770,megawatthours
2020-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,95983,megawatthours
2020-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,95553,megawatthours
2020-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,96388,megawatthours
2020-07-27,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,96770,megawatthours
2020-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,339408,megawatthours
2020-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,343570,megawatthours
2020-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,345637,megawatthours
2020-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Mountain,341454,megawatthours
2020-07-27,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Pacific,339408,megawatthours
2020-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Arizona,80411,megawatthours
2020-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Central,80005,megawatthours
2020-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Eastern,79778,megawatthours
2020-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Mountain,80207,megawatthours
2020-07-26,4008,ISNE - Northeast Mass.,ISNE,ISO New England,Pacific,80411,megawatthours
2020-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Arizona,361787,megawatthours
2020-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Central,360613,megawatthours
2020-07-26,CE,Commonwealth Edison zone - PJM,PJM,"PJM Interconnection, LLC",Eastern,360139,megawatthours
