period,respondent,respondent-name,fueltype,type-name,value,value-units,date,city,electricity_demand_mw
2019-12-29T09,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31861,megawatthours,2019-12-29,Chicago,31861
2019-12-29T09,PJM,"PJM Interconnection, LLC",OIL,Petroleum,221,megawatthours,2019-12-29,Chicago,221
2019-12-29T09,PJM,"PJM Interconnection, LLC",OTH,Other,585,megawatthours,2019-12-29,Chicago,585
2019-12-29T09,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T09,PJM,"PJM Interconnection, LLC",WAT,Hydro,701,megawatthours,2019-12-29,Chicago,701
2019-12-29T09,PJM,"PJM Interconnection, LLC",WND,Wind,5790,megawatthours,2019-12-29,Chicago,5790
2019-12-29T08,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T08,ISNE,ISO New England,NG,Natural Gas,2828,megawatthours,2019-12-29,Boston,2828
2019-12-29T08,ISNE,ISO New England,NUC,Nuclear,2496,megawatthours,2019-12-29,Boston,2496
2019-12-29T08,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T08,ISNE,ISO New England,OTH,Other,687,megawatthours,2019-12-29,Boston,687
2019-12-29T08,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T08,ISNE,ISO New England,WAT,Hydro,607,megawatthours,2019-12-29,Boston,607
2019-12-29T08,ISNE,ISO New England,WND,Wind,910,megawatthours,2019-12-29,Boston,910
2019-12-29T08,PJM,"PJM Interconnection, LLC",COL,Coal,11013,megawatthours,2019-12-29,Chicago,11013
2019-12-29T08,PJM,"PJM Interconnection, LLC",NG,Natural Gas,25047,megawatthours,2019-12-29,Chicago,25047
2019-12-29T08,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31887,megawatthours,2019-12-29,Chicago,31887
2019-12-29T08,PJM,"PJM Interconnection, LLC",OIL,Petroleum,220,megawatthours,2019-12-29,Chicago,220
2019-12-29T08,PJM,"PJM Interconnection, LLC",OTH,Other,615,megawatthours,2019-12-29,Chicago,615
2019-12-29T08,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T08,PJM,"PJM Interconnection, LLC",WAT,Hydro,613,megawatthours,2019-12-29,Chicago,613
2019-12-29T08,PJM,"PJM Interconnection, LLC",WND,Wind,6456,megawatthours,2019-12-29,Chicago,6456
2019-12-29T07,ISNE,ISO New England,COL,Coal,14,megawatthours,2019-12-29,Boston,14
2019-12-29T07,ISNE,ISO New England,NG,Natural Gas,3023,megawatthours,2019-12-29,Boston,3023
2019-12-29T07,ISNE,ISO New England,NUC,Nuclear,2463,megawatthours,2019-12-29,Boston,2463
2019-12-29T07,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T07,ISNE,ISO New England,OTH,Other,681,megawatthours,2019-12-29,Boston,681
2019-12-29T07,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T07,ISNE,ISO New England,WAT,Hydro,618,megawatthours,2019-12-29,Boston,618
2019-12-29T07,ISNE,ISO New England,WND,Wind,915,megawatthours,2019-12-29,Boston,915
2019-12-29T07,PJM,"PJM Interconnection, LLC",COL,Coal,11101,megawatthours,2019-12-29,Chicago,11101
2019-12-29T07,PJM,"PJM Interconnection, LLC",NG,Natural Gas,25647,megawatthours,2019-12-29,Chicago,25647
2019-12-29T07,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31810,megawatthours,2019-12-29,Chicago,31810
2019-12-29T07,PJM,"PJM Interconnection, LLC",OIL,Petroleum,217,megawatthours,2019-12-29,Chicago,217
2019-12-29T07,PJM,"PJM Interconnection, LLC",OTH,Other,624,megawatthours,2019-12-29,Chicago,624
2019-12-29T07,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T07,PJM,"PJM Interconnection, LLC",WAT,Hydro,639,megawatthours,2019-12-29,Chicago,639
2019-12-29T07,PJM,"PJM Interconnection, LLC",WND,Wind,6066,megawatthours,2019-12-29,Chicago,6066
2019-12-29T06,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T06,ISNE,ISO New England,NG,Natural Gas,3408,megawatthours,2019-12-29,Boston,3408
2019-12-29T06,ISNE,ISO New England,NUC,Nuclear,2465,megawatthours,2019-12-29,Boston,2465
2019-12-29T06,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T06,ISNE,ISO New England,OTH,Other,683,megawatthours,2019-12-29,Boston,683
2019-12-29T06,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T06,ISNE,ISO New England,WAT,Hydro,618,megawatthours,2019-12-29,Boston,618
2019-12-29T06,ISNE,ISO New England,WND,Wind,915,megawatthours,2019-12-29,Boston,915
2019-12-29T06,PJM,"PJM Interconnection, LLC",COL,Coal,11405,megawatthours,2019-12-29,Chicago,11405
2019-12-29T06,PJM,"PJM Interconnection, LLC",NG,Natural Gas,26167,megawatthours,2019-12-29,Chicago,26167
2019-12-29T06,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31713,megawatthours,2019-12-29,Chicago,31713
2019-12-29T06,PJM,"PJM Interconnection, LLC",OIL,Petroleum,212,megawatthours,2019-12-29,Chicago,212
2019-12-29T06,PJM,"PJM Interconnection, LLC",OTH,Other,606,megawatthours,2019-12-29,Chicago,606
2019-12-29T06,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T06,PJM,"PJM Interconnection, LLC",WAT,Hydro,642,megawatthours,2019-12-29,Chicago,642
2019-12-29T06,PJM,"PJM Interconnection, LLC",WND,Wind,6374,megawatthours,2019-12-29,Chicago,6374
2019-12-29T05,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T05,ISNE,ISO New England,NG,Natural Gas,3902,megawatthours,2019-12-29,Boston,3902
2019-12-29T05,ISNE,ISO New England,NUC,Nuclear,2468,megawatthours,2019-12-29,Boston,2468
2019-12-29T05,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T05,ISNE,ISO New England,OTH,Other,694,megawatthours,2019-12-29,Boston,694
2019-12-29T05,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T05,ISNE,ISO New England,WAT,Hydro,661,megawatthours,2019-12-29,Boston,661
2019-12-29T05,ISNE,ISO New England,WND,Wind,938,megawatthours,2019-12-29,Boston,938
2019-12-29T05,PJM,"PJM Interconnection, LLC",COL,Coal,15954,megawatthours,2019-12-29,Chicago,15954
2019-12-29T05,PJM,"PJM Interconnection, LLC",NG,Natural Gas,30310,megawatthours,2019-12-29,Chicago,30310
2019-12-29T05,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31866,megawatthours,2019-12-29,Chicago,31866
2019-12-29T05,PJM,"PJM Interconnection, LLC",OIL,Petroleum,218,megawatthours,2019-12-29,Chicago,218
2019-12-29T05,PJM,"PJM Interconnection, LLC",OTH,Other,680,megawatthours,2019-12-29,Chicago,680
2019-12-29T05,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T05,PJM,"PJM Interconnection, LLC",WAT,Hydro,556,megawatthours,2019-12-29,Chicago,556
2019-12-29T05,PJM,"PJM Interconnection, LLC",WND,Wind,1311,megawatthours,2019-12-29,Chicago,1311
2019-12-29T04,ISNE,ISO New England,COL,Coal,13,megawatthours,2019-12-29,Boston,13
2019-12-29T04,ISNE,ISO New England,NG,Natural Gas,4595,megawatthours,2019-12-29,Boston,4595
2019-12-29T04,ISNE,ISO New England,NUC,Nuclear,2462,megawatthours,2019-12-29,Boston,2462
2019-12-29T04,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T04,ISNE,ISO New England,OTH,Other,700,megawatthours,2019-12-29,Boston,700
2019-12-29T04,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T04,ISNE,ISO New England,WAT,Hydro,669,megawatthours,2019-12-29,Boston,669
2019-12-29T04,ISNE,ISO New England,WND,Wind,908,megawatthours,2019-12-29,Boston,908
2019-12-29T04,PJM,"PJM Interconnection, LLC",COL,Coal,11876,megawatthours,2019-12-29,Chicago,11876
2019-12-29T04,PJM,"PJM Interconnection, LLC",NG,Natural Gas,30642,megawatthours,2019-12-29,Chicago,30642
2019-12-29T04,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31697,megawatthours,2019-12-29,Chicago,31697
2019-12-29T04,PJM,"PJM Interconnection, LLC",OIL,Petroleum,209,megawatthours,2019-12-29,Chicago,209
2019-12-29T04,PJM,"PJM Interconnection, LLC",OTH,Other,665,megawatthours,2019-12-29,Chicago,665
2019-12-29T04,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T04,PJM,"PJM Interconnection, LLC",WAT,Hydro,922,megawatthours,2019-12-29,Chicago,922
2019-12-29T04,PJM,"PJM Interconnection, LLC",WND,Wind,5995,megawatthours,2019-12-29,Chicago,5995
2019-12-29T03,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T03,ISNE,ISO New England,NG,Natural Gas,5273,megawatthours,2019-12-29,Boston,5273
2019-12-29T03,ISNE,ISO New England,NUC,Nuclear,2467,megawatthours,2019-12-29,Boston,2467
2019-12-29T03,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T03,ISNE,ISO New England,OTH,Other,725,megawatthours,2019-12-29,Boston,725
2019-12-29T03,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T03,ISNE,ISO New England,WAT,Hydro,715,megawatthours,2019-12-29,Boston,715
2019-12-29T03,ISNE,ISO New England,WND,Wind,862,megawatthours,2019-12-29,Boston,862
2019-12-29T03,PJM,"PJM Interconnection, LLC",COL,Coal,12418,megawatthours,2019-12-29,Chicago,12418
2019-12-29T03,PJM,"PJM Interconnection, LLC",NG,Natural Gas,32779,megawatthours,2019-12-29,Chicago,32779
2019-12-29T03,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31856,megawatthours,2019-12-29,Chicago,31856
2019-12-29T03,PJM,"PJM Interconnection, LLC",OIL,Petroleum,207,megawatthours,2019-12-29,Chicago,207
2019-12-29T03,PJM,"PJM Interconnection, LLC",OTH,Other,673,megawatthours,2019-12-29,Chicago,673
2019-12-29T03,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T03,PJM,"PJM Interconnection, LLC",WAT,Hydro,1103,megawatthours,2019-12-29,Chicago,1103
2019-12-29T03,PJM,"PJM Interconnection, LLC",WND,Wind,5823,megawatthours,2019-12-29,Chicago,5823
2019-12-29T02,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T02,ISNE,ISO New England,NG,Natural Gas,5790,megawatthours,2019-12-29,Boston,5790
2019-12-29T02,ISNE,ISO New England,NUC,Nuclear,2467,megawatthours,2019-12-29,Boston,2467
2019-12-29T02,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T02,ISNE,ISO New England,OTH,Other,740,megawatthours,2019-12-29,Boston,740
2019-12-29T02,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T02,ISNE,ISO New England,WAT,Hydro,798,megawatthours,2019-12-29,Boston,798
2019-12-29T02,ISNE,ISO New England,WND,Wind,825,megawatthours,2019-12-29,Boston,825
2019-12-29T02,PJM,"PJM Interconnection, LLC",COL,Coal,12915,megawatthours,2019-12-29,Chicago,12915
2019-12-29T02,PJM,"PJM Interconnection, LLC",NG,Natural Gas,33980,megawatthours,2019-12-29,Chicago,33980
2019-12-29T02,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31873,megawatthours,2019-12-29,Chicago,31873
2019-12-29T02,PJM,"PJM Interconnection, LLC",OIL,Petroleum,206,megawatthours,2019-12-29,Chicago,206
2019-12-29T02,PJM,"PJM Interconnection, LLC",OTH,Other,709,megawatthours,2019-12-29,Chicago,709
2019-12-29T02,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T02,PJM,"PJM Interconnection, LLC",WAT,Hydro,1205,megawatthours,2019-12-29,Chicago,1205
2019-12-29T02,PJM,"PJM Interconnection, LLC",WND,Wind,5908,megawatthours,2019-12-29,Chicago,5908
2019-12-29T01,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T01,ISNE,ISO New England,NG,Natural Gas,5934,megawatthours,2019-12-29,Boston,5934
2019-12-29T01,ISNE,ISO New England,NUC,Nuclear,2465,megawatthours,2019-12-29,Boston,2465
2019-12-29T01,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T01,ISNE,ISO New England,OTH,Other,735,megawatthours,2019-12-29,Boston,735
2019-12-29T01,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T01,ISNE,ISO New England,WAT,Hydro,919,megawatthours,2019-12-29,Boston,919
2019-12-29T01,ISNE,ISO New England,WND,Wind,856,megawatthours,2019-12-29,Boston,856
2019-12-29T01,PJM,"PJM Interconnection, LLC",COL,Coal,13072,megawatthours,2019-12-29,Chicago,13072
2019-12-29T01,PJM,"PJM Interconnection, LLC",NG,Natural Gas,35082,megawatthours,2019-12-29,Chicago,35082
2019-12-29T01,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31863,megawatthours,2019-12-29,Chicago,31863
2019-12-29T01,PJM,"PJM Interconnection, LLC",OIL,Petroleum,202,megawatthours,2019-12-29,Chicago,202
2019-12-29T01,PJM,"PJM Interconnection, LLC",OTH,Other,709,megawatthours,2019-12-29,Chicago,709
2019-12-29T01,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T01,PJM,"PJM Interconnection, LLC",WAT,Hydro,1841,megawatthours,2019-12-29,Chicago,1841
2019-12-29T01,PJM,"PJM Interconnection, LLC",WND,Wind,5744,megawatthours,2019-12-29,Chicago,5744
2019-12-29T00,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-29,Boston,12
2019-12-29T00,ISNE,ISO New England,NG,Natural Gas,5902,megawatthours,2019-12-29,Boston,5902
2019-12-29T00,ISNE,ISO New England,NUC,Nuclear,2475,megawatthours,2019-12-29,Boston,2475
2019-12-29T00,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-29,Boston,0
2019-12-29T00,ISNE,ISO New England,OTH,Other,751,megawatthours,2019-12-29,Boston,751
2019-12-29T00,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-29,Boston,0
2019-12-29T00,ISNE,ISO New England,WAT,Hydro,1178,megawatthours,2019-12-29,Boston,1178
2019-12-29T00,ISNE,ISO New England,WND,Wind,848,megawatthours,2019-12-29,Boston,848
2019-12-29T00,PJM,"PJM Interconnection, LLC",COL,Coal,14138,megawatthours,2019-12-29,Chicago,14138
2019-12-29T00,PJM,"PJM Interconnection, LLC",NG,Natural Gas,35053,megawatthours,2019-12-29,Chicago,35053
2019-12-29T00,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31863,megawatthours,2019-12-29,Chicago,31863
2019-12-29T00,PJM,"PJM Interconnection, LLC",OIL,Petroleum,201,megawatthours,2019-12-29,Chicago,201
2019-12-29T00,PJM,"PJM Interconnection, LLC",OTH,Other,706,megawatthours,2019-12-29,Chicago,706
2019-12-29T00,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-29,Chicago,0
2019-12-29T00,PJM,"PJM Interconnection, LLC",WAT,Hydro,2735,megawatthours,2019-12-29,Chicago,2735
2019-12-29T00,PJM,"PJM Interconnection, LLC",WND,Wind,5298,megawatthours,2019-12-29,Chicago,5298
2019-12-28T23,ISNE,ISO New England,COL,Coal,14,megawatthours,2019-12-28,Boston,14
2019-12-28T23,ISNE,ISO New England,NG,Natural Gas,5934,megawatthours,2019-12-28,Boston,5934
2019-12-28T23,ISNE,ISO New England,NUC,Nuclear,2473,megawatthours,2019-12-28,Boston,2473
2019-12-28T23,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T23,ISNE,ISO New England,OTH,Other,747,megawatthours,2019-12-28,Boston,747
2019-12-28T23,ISNE,ISO New England,SUN,Solar,0,megawatthours,2019-12-28,Boston,0
2019-12-28T23,ISNE,ISO New England,WAT,Hydro,1255,megawatthours,2019-12-28,Boston,1255
2019-12-28T23,ISNE,ISO New England,WND,Wind,806,megawatthours,2019-12-28,Boston,806
2019-12-28T23,PJM,"PJM Interconnection, LLC",COL,Coal,14772,megawatthours,2019-12-28,Chicago,14772
2019-12-28T23,PJM,"PJM Interconnection, LLC",NG,Natural Gas,34932,megawatthours,2019-12-28,Chicago,34932
2019-12-28T23,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31860,megawatthours,2019-12-28,Chicago,31860
2019-12-28T23,PJM,"PJM Interconnection, LLC",OIL,Petroleum,202,megawatthours,2019-12-28,Chicago,202
2019-12-28T23,PJM,"PJM Interconnection, LLC",OTH,Other,682,megawatthours,2019-12-28,Chicago,682
2019-12-28T23,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-28,Chicago,0
2019-12-28T23,PJM,"PJM Interconnection, LLC",WAT,Hydro,3085,megawatthours,2019-12-28,Chicago,3085
2019-12-28T23,PJM,"PJM Interconnection, LLC",WND,Wind,4865,megawatthours,2019-12-28,Chicago,4865
2019-12-28T22,ISNE,ISO New England,COL,Coal,13,megawatthours,2019-12-28,Boston,13
2019-12-28T22,ISNE,ISO New England,NG,Natural Gas,5496,megawatthours,2019-12-28,Boston,5496
2019-12-28T22,ISNE,ISO New England,NUC,Nuclear,2478,megawatthours,2019-12-28,Boston,2478
2019-12-28T22,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T22,ISNE,ISO New England,OTH,Other,748,megawatthours,2019-12-28,Boston,748
2019-12-28T22,ISNE,ISO New England,SUN,Solar,1,megawatthours,2019-12-28,Boston,1
2019-12-28T22,ISNE,ISO New England,WAT,Hydro,1009,megawatthours,2019-12-28,Boston,1009
2019-12-28T22,ISNE,ISO New England,WND,Wind,765,megawatthours,2019-12-28,Boston,765
2019-12-28T22,PJM,"PJM Interconnection, LLC",COL,Coal,14956,megawatthours,2019-12-28,Chicago,14956
2019-12-28T22,PJM,"PJM Interconnection, LLC",NG,Natural Gas,35429,megawatthours,2019-12-28,Chicago,35429
2019-12-28T22,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31858,megawatthours,2019-12-28,Chicago,31858
2019-12-28T22,PJM,"PJM Interconnection, LLC",OIL,Petroleum,205,megawatthours,2019-12-28,Chicago,205
2019-12-28T22,PJM,"PJM Interconnection, LLC",OTH,Other,687,megawatthours,2019-12-28,Chicago,687
2019-12-28T22,PJM,"PJM Interconnection, LLC",SUN,Solar,0,megawatthours,2019-12-28,Chicago,0
2019-12-28T22,PJM,"PJM Interconnection, LLC",WAT,Hydro,2474,megawatthours,2019-12-28,Chicago,2474
2019-12-28T22,PJM,"PJM Interconnection, LLC",WND,Wind,4127,megawatthours,2019-12-28,Chicago,4127
2019-12-28T21,ISNE,ISO New England,COL,Coal,12,megawatthours,2019-12-28,Boston,12
2019-12-28T21,ISNE,ISO New England,NG,Natural Gas,5335,megawatthours,2019-12-28,Boston,5335
2019-12-28T21,ISNE,ISO New England,NUC,Nuclear,2479,megawatthours,2019-12-28,Boston,2479
2019-12-28T21,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T21,ISNE,ISO New England,OTH,Other,745,megawatthours,2019-12-28,Boston,745
2019-12-28T21,ISNE,ISO New England,SUN,Solar,24,megawatthours,2019-12-28,Boston,24
2019-12-28T21,ISNE,ISO New England,WAT,Hydro,704,megawatthours,2019-12-28,Boston,704
2019-12-28T21,ISNE,ISO New England,WND,Wind,685,megawatthours,2019-12-28,Boston,685
2019-12-28T21,PJM,"PJM Interconnection, LLC",COL,Coal,12765,megawatthours,2019-12-28,Chicago,12765
2019-12-28T21,PJM,"PJM Interconnection, LLC",NG,Natural Gas,33054,megawatthours,2019-12-28,Chicago,33054
2019-12-28T21,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31854,megawatthours,2019-12-28,Chicago,31854
2019-12-28T21,PJM,"PJM Interconnection, LLC",OIL,Petroleum,204,megawatthours,2019-12-28,Chicago,204
2019-12-28T21,PJM,"PJM Interconnection, LLC",OTH,Other,677,megawatthours,2019-12-28,Chicago,677
2019-12-28T21,PJM,"PJM Interconnection, LLC",SUN,Solar,43,megawatthours,2019-12-28,Chicago,43
2019-12-28T21,PJM,"PJM Interconnection, LLC",WAT,Hydro,1213,megawatthours,2019-12-28,Chicago,1213
2019-12-28T21,PJM,"PJM Interconnection, LLC",WND,Wind,3587,megawatthours,2019-12-28,Chicago,3587
2019-12-28T20,ISNE,ISO New England,COL,Coal,10,megawatthours,2019-12-28,Boston,10
2019-12-28T20,ISNE,ISO New England,NG,Natural Gas,4311,megawatthours,2019-12-28,Boston,4311
2019-12-28T20,ISNE,ISO New England,NUC,Nuclear,2485,megawatthours,2019-12-28,Boston,2485
2019-12-28T20,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T20,ISNE,ISO New England,OTH,Other,744,megawatthours,2019-12-28,Boston,744
2019-12-28T20,ISNE,ISO New England,SUN,Solar,65,megawatthours,2019-12-28,Boston,65
2019-12-28T20,ISNE,ISO New England,WAT,Hydro,734,megawatthours,2019-12-28,Boston,734
2019-12-28T20,ISNE,ISO New England,WND,Wind,706,megawatthours,2019-12-28,Boston,706
2019-12-28T20,PJM,"PJM Interconnection, LLC",COL,Coal,12754,megawatthours,2019-12-28,Chicago,12754
2019-12-28T20,PJM,"PJM Interconnection, LLC",NG,Natural Gas,31627,megawatthours,2019-12-28,Chicago,31627
2019-12-28T20,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31856,megawatthours,2019-12-28,Chicago,31856
2019-12-28T20,PJM,"PJM Interconnection, LLC",OIL,Petroleum,207,megawatthours,2019-12-28,Chicago,207
2019-12-28T20,PJM,"PJM Interconnection, LLC",OTH,Other,672,megawatthours,2019-12-28,Chicago,672
2019-12-28T20,PJM,"PJM Interconnection, LLC",SUN,Solar,463,megawatthours,2019-12-28,Chicago,463
2019-12-28T20,PJM,"PJM Interconnection, LLC",WAT,Hydro,1190,megawatthours,2019-12-28,Chicago,1190
2019-12-28T20,PJM,"PJM Interconnection, LLC",WND,Wind,3254,megawatthours,2019-12-28,Chicago,3254
2019-12-28T19,ISNE,ISO New England,COL,Coal,9,megawatthours,2019-12-28,Boston,9
2019-12-28T19,ISNE,ISO New England,NG,Natural Gas,3937,megawatthours,2019-12-28,Boston,3937
2019-12-28T19,ISNE,ISO New England,NUC,Nuclear,2471,megawatthours,2019-12-28,Boston,2471
2019-12-28T19,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T19,ISNE,ISO New England,OTH,Other,731,megawatthours,2019-12-28,Boston,731
2019-12-28T19,ISNE,ISO New England,SUN,Solar,102,megawatthours,2019-12-28,Boston,102
2019-12-28T19,ISNE,ISO New England,WAT,Hydro,732,megawatthours,2019-12-28,Boston,732
2019-12-28T19,ISNE,ISO New England,WND,Wind,786,megawatthours,2019-12-28,Boston,786
2019-12-28T19,PJM,"PJM Interconnection, LLC",COL,Coal,12760,megawatthours,2019-12-28,Chicago,12760
2019-12-28T19,PJM,"PJM Interconnection, LLC",NG,Natural Gas,31722,megawatthours,2019-12-28,Chicago,31722
2019-12-28T19,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31859,megawatthours,2019-12-28,Chicago,31859
2019-12-28T19,PJM,"PJM Interconnection, LLC",OIL,Petroleum,206,megawatthours,2019-12-28,Chicago,206
2019-12-28T19,PJM,"PJM Interconnection, LLC",OTH,Other,678,megawatthours,2019-12-28,Chicago,678
2019-12-28T19,PJM,"PJM Interconnection, LLC",SUN,Solar,718,megawatthours,2019-12-28,Chicago,718
2019-12-28T19,PJM,"PJM Interconnection, LLC",WAT,Hydro,1014,megawatthours,2019-12-28,Chicago,1014
2019-12-28T19,PJM,"PJM Interconnection, LLC",WND,Wind,2874,megawatthours,2019-12-28,Chicago,2874
2019-12-28T18,ISNE,ISO New England,COL,Coal,19,megawatthours,2019-12-28,Boston,19
2019-12-28T18,ISNE,ISO New England,NG,Natural Gas,4029,megawatthours,2019-12-28,Boston,4029
2019-12-28T18,ISNE,ISO New England,NUC,Nuclear,2478,megawatthours,2019-12-28,Boston,2478
2019-12-28T18,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T18,ISNE,ISO New England,OTH,Other,726,megawatthours,2019-12-28,Boston,726
2019-12-28T18,ISNE,ISO New England,SUN,Solar,136,megawatthours,2019-12-28,Boston,136
2019-12-28T18,ISNE,ISO New England,WAT,Hydro,740,megawatthours,2019-12-28,Boston,740
2019-12-28T18,ISNE,ISO New England,WND,Wind,830,megawatthours,2019-12-28,Boston,830
2019-12-28T18,PJM,"PJM Interconnection, LLC",COL,Coal,12790,megawatthours,2019-12-28,Chicago,12790
2019-12-28T18,PJM,"PJM Interconnection, LLC",NG,Natural Gas,31591,megawatthours,2019-12-28,Chicago,31591
2019-12-28T18,PJM,"PJM Interconnection, LLC",NUC,Nuclear,31868,megawatthours,2019-12-28,Chicago,31868
2019-12-28T18,PJM,"PJM Interconnection, LLC",OIL,Petroleum,205,megawatthours,2019-12-28,Chicago,205
2019-12-28T18,PJM,"PJM Interconnection, LLC",OTH,Other,676,megawatthours,2019-12-28,Chicago,676
2019-12-28T18,PJM,"PJM Interconnection, LLC",SUN,Solar,898,megawatthours,2019-12-28,Chicago,898
2019-12-28T18,PJM,"PJM Interconnection, LLC",WAT,Hydro,960,megawatthours,2019-12-28,Chicago,960
2019-12-28T18,PJM,"PJM Interconnection, LLC",WND,Wind,2987,megawatthours,2019-12-28,Chicago,2987
2019-12-28T17,ISNE,ISO New England,COL,Coal,15,megawatthours,2019-12-28,Boston,15
2019-12-28T17,ISNE,ISO New England,NG,Natural Gas,3946,megawatthours,2019-12-28,Boston,3946
2019-12-28T17,ISNE,ISO New England,NUC,Nuclear,2469,megawatthours,2019-12-28,Boston,2469
2019-12-28T17,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2019-12-28,Boston,0
2019-12-28T17,ISNE,ISO New England,OTH,Other,722,megawatthours,2019-12-28,Boston,722
2019-12-28T17,ISNE,ISO New England,SUN,Solar,139,megawatthours,2019-12-28,Boston,139
2019-12-28T17,ISNE,ISO New England,WAT,Hydro,718,megawatthours,2019-12-28,Boston,718
2019-12-28T17,ISNE,ISO New England,WND,Wind,858,megawatthours,2019-12-28,Boston,858
2019-12-28T17,PJM,"PJM Interconnection, LLC",COL,Coal,13570,megawatthours,2019-12-28,Chicago,13570
2019-12-28T17,PJM,"PJM Interconnection, LLC",NG,Natural Gas,32574,megawatthours,2019-12-28,Chicago,32574
