date,respondent,type-name,daily_mwh
2020-09-11,ISNE,Wind,6833
2020-09-11,PJM,Coal,469526
2020-09-11,PJM,Hydro,39911
2020-09-11,PJM,Natural Gas,964394
2020-09-11,PJM,Nuclear,785940
2020-09-11,PJM,Other,31501
2020-09-11,PJM,Petroleum,2765
2020-09-11,PJM,Solar,7247
2020-09-11,PJM,Wind,33419
2020-09-14,ISNE,Coal,1
2020-09-14,ISNE,Hydro,7364
2020-09-14,ISNE,Natural Gas,142223
2020-09-14,ISNE,Nuclear,79504
2020-09-14,ISNE,Other,13141
2020-09-14,ISNE,Petroleum,18
2020-09-14,ISNE,Solar,1299
2020-09-14,ISNE,Wind,18980
2020-09-14,PJM,Coal,439321
2020-09-14,PJM,Hydro,36670
2020-09-14,PJM,Natural Gas,890716
2020-09-14,PJM,Nuclear,765962
2020-09-14,PJM,Other,33866
2020-09-14,PJM,Petroleum,1453
2020-09-14,PJM,Solar,8261
2020-09-14,PJM,Wind,29541
2020-09-15,ISNE,Coal,31
2020-09-15,ISNE,Hydro,6760
2020-09-15,ISNE,Natural Gas,137994
2020-09-15,ISNE,Nuclear,79855
2020-09-15,ISNE,Other,12676
2020-09-15,ISNE,Petroleum,0
2020-09-15,ISNE,Solar,1568
2020-09-15,ISNE,Wind,6344
2020-09-15,PJM,Coal,391204
2020-09-15,PJM,Hydro,31111
2020-09-15,PJM,Natural Gas,770798
2020-09-15,PJM,Nuclear,767874
2020-09-15,PJM,Other,26925
2020-09-15,PJM,Petroleum,2165
2020-09-15,PJM,Solar,13053
2020-09-15,PJM,Wind,32306
2020-09-16,ISNE,Coal,85
2020-09-16,ISNE,Hydro,7788
2020-09-16,ISNE,Natural Gas,126906
2020-09-16,ISNE,Nuclear,79678
2020-09-16,ISNE,Other,12693
2020-09-16,ISNE,Petroleum,63
2020-09-16,ISNE,Solar,1388
2020-09-16,ISNE,Wind,14929
2020-09-16,PJM,Coal,402356
2020-09-16,PJM,Hydro,30826
2020-09-16,PJM,Natural Gas,787121
2020-09-16,PJM,Nuclear,764979
2020-09-16,PJM,Other,24766
2020-09-16,PJM,Petroleum,2754
2020-09-16,PJM,Solar,9165
2020-09-16,PJM,Wind,40634
2020-09-17,ISNE,Coal,7
2020-09-17,ISNE,Hydro,7367
2020-09-17,ISNE,Natural Gas,159848
2020-09-17,ISNE,Nuclear,79607
2020-09-17,ISNE,Other,13082
2020-09-17,ISNE,Petroleum,74
2020-09-17,ISNE,Solar,1085
2020-09-17,ISNE,Wind,7140
2020-09-17,PJM,Coal,382208
2020-09-17,PJM,Hydro,28306
2020-09-17,PJM,Natural Gas,841394
2020-09-17,PJM,Nuclear,753487
2020-09-17,PJM,Other,28328
2020-09-17,PJM,Petroleum,4755
2020-09-17,PJM,Solar,3149
2020-09-17,PJM,Wind,47904
2020-09-18,ISNE,Coal,0
2020-09-18,ISNE,Hydro,9201
2020-09-18,ISNE,Natural Gas,143397
2020-09-18,ISNE,Nuclear,79582
2020-09-18,ISNE,Other,13172
2020-09-18,ISNE,Petroleum,65
2020-09-18,ISNE,Solar,1050
2020-09-18,ISNE,Wind,6908
2020-09-18,PJM,Coal,320870
2020-09-18,PJM,Hydro,28427
2020-09-18,PJM,Natural Gas,826523
2020-09-18,PJM,Nuclear,754142
2020-09-18,PJM,Other,19057
2020-09-18,PJM,Petroleum,4022
2020-09-18,PJM,Solar,6735
2020-09-18,PJM,Wind,68444
2020-09-21,ISNE,Coal,7
2020-09-21,ISNE,Hydro,8155
2020-09-21,ISNE,Natural Gas,146743
2020-09-21,ISNE,Nuclear,79813
2020-09-21,ISNE,Other,14626
2020-09-21,ISNE,Petroleum,37
2020-09-21,ISNE,Solar,1586
2020-09-21,ISNE,Wind,1368
2020-09-21,PJM,Coal,303042
2020-09-21,PJM,Hydro,35681
2020-09-21,PJM,Natural Gas,775068
2020-09-21,PJM,Nuclear,745175
2020-09-21,PJM,Other,30328
2020-09-21,PJM,Petroleum,4134
2020-09-21,PJM,Solar,11070
2020-09-21,PJM,Wind,53124
2020-09-22,ISNE,Coal,47
2020-09-22,ISNE,Hydro,7961
2020-09-22,ISNE,Natural Gas,139114
2020-09-22,ISNE,Nuclear,79771
2020-09-22,ISNE,Other,14776
2020-09-22,ISNE,Petroleum,49
2020-09-22,ISNE,Solar,1128
2020-09-22,ISNE,Wind,12939
2020-09-22,PJM,Coal,293220
2020-09-22,PJM,Hydro,31997
2020-09-22,PJM,Natural Gas,833082
2020-09-22,PJM,Nuclear,744791
2020-09-22,PJM,Other,32182
2020-09-22,PJM,Petroleum,4338
2020-09-22,PJM,Solar,14954
2020-09-22,PJM,Wind,34897
2020-09-23,ISNE,Coal,18
2020-09-23,ISNE,Hydro,7055
2020-09-23,ISNE,Natural Gas,133940
2020-09-23,ISNE,Nuclear,79827
2020-09-23,ISNE,Other,14096
2020-09-23,ISNE,Petroleum,41
2020-09-23,ISNE,Solar,1443
2020-09-23,ISNE,Wind,20799
2020-09-23,PJM,Coal,310078
2020-09-23,PJM,Hydro,30833
2020-09-23,PJM,Natural Gas,874425
2020-09-23,PJM,Nuclear,743438
2020-09-23,PJM,Other,28089
2020-09-23,PJM,Petroleum,4472
2020-09-23,PJM,Solar,11974
2020-09-23,PJM,Wind,38806
2020-09-24,ISNE,Coal,2
2020-09-24,ISNE,Hydro,7786
2020-09-24,ISNE,Natural Gas,156674
2020-09-24,ISNE,Nuclear,79781
2020-09-24,ISNE,Other,14489
2020-09-24,ISNE,Petroleum,23
2020-09-24,ISNE,Solar,1086
2020-09-24,ISNE,Wind,10979
2020-09-24,PJM,Coal,340636
2020-09-24,PJM,Hydro,31294
2020-09-24,PJM,Natural Gas,887440
2020-09-24,PJM,Nuclear,742076
2020-09-24,PJM,Other,29407
2020-09-24,PJM,Petroleum,4431
2020-09-24,PJM,Solar,3697
2020-09-24,PJM,Wind,28160
2020-09-25,ISNE,Coal,19
2020-09-25,ISNE,Hydro,6491
2020-09-25,ISNE,Natural Gas,169761
2020-09-25,ISNE,Nuclear,79527
2020-09-25,ISNE,Other,13592
2020-09-25,ISNE,Petroleum,46
2020-09-25,ISNE,Solar,1311
2020-09-25,ISNE,Wind,2467
2020-09-25,PJM,Coal,339381
2020-09-25,PJM,Hydro,32623
2020-09-25,PJM,Natural Gas,877078
2020-09-25,PJM,Nuclear,740384
2020-09-25,PJM,Other,28276
2020-09-25,PJM,Petroleum,4511
2020-09-25,PJM,Solar,4626
2020-09-25,PJM,Wind,35776
2020-09-28,ISNE,Coal,40
2020-09-28,ISNE,Hydro,9382
2020-09-28,ISNE,Natural Gas,165493
2020-09-28,ISNE,Nuclear,80008
2020-09-28,ISNE,Other,13406
2020-09-28,ISNE,Petroleum,125
2020-09-28,ISNE,Solar,658
2020-09-28,ISNE,Wind,9688
2020-09-28,PJM,Coal,331581
2020-09-28,PJM,Hydro,41298
2020-09-28,PJM,Natural Gas,955802
2020-09-28,PJM,Nuclear,724707
2020-09-28,PJM,Other,34635
2020-09-28,PJM,Petroleum,12139
2020-09-28,PJM,Solar,10785
2020-09-28,PJM,Wind,55168
2020-09-29,ISNE,Coal,15
2020-09-29,ISNE,Hydro,6632
2020-09-29,ISNE,Natural Gas,166847
2020-09-29,ISNE,Nuclear,79871
2020-09-29,ISNE,Other,13331
2020-09-29,ISNE,Petroleum,270
2020-09-29,ISNE,Solar,640
2020-09-29,ISNE,Wind,8638
2020-09-29,PJM,Coal,310859
2020-09-29,PJM,Hydro,33219
2020-09-29,PJM,Natural Gas,936055
2020-09-29,PJM,Nuclear,738785
2020-09-29,PJM,Other,33948
2020-09-29,PJM,Petroleum,12254
2020-09-29,PJM,Solar,4251
2020-09-29,PJM,Wind,41340
2020-09-30,ISNE,Coal,12
2020-09-30,ISNE,Hydro,6556
2020-09-30,ISNE,Natural Gas,133928
2020-09-30,ISNE,Nuclear,79625
2020-09-30,ISNE,Other,13426
2020-09-30,ISNE,Petroleum,168
2020-09-30,ISNE,Solar,760
2020-09-30,ISNE,Wind,17526
2020-09-30,PJM,Coal,245949
2020-09-30,PJM,Hydro,30222
2020-09-30,PJM,Natural Gas,787302
2020-09-30,PJM,Nuclear,736795
2020-09-30,PJM,Other,30002
2020-09-30,PJM,Petroleum,11703
2020-09-30,PJM,Solar,14264
2020-09-30,PJM,Wind,129333
2020-10-01,ISNE,Coal,11
2020-10-01,ISNE,Hydro,11603
2020-10-01,ISNE,Natural Gas,121082
2020-10-01,ISNE,Nuclear,69953
2020-10-01,ISNE,Other,13057
2020-10-01,ISNE,Petroleum,489
2020-10-01,ISNE,Solar,1233
2020-10-01,ISNE,Wind,10039
2020-10-01,PJM,Coal,255560
2020-10-01,PJM,Hydro,27733
2020-10-01,PJM,Natural Gas,833794
2020-10-01,PJM,Nuclear,739980
2020-10-01,PJM,Other,30520
2020-10-01,PJM,Petroleum,12517
2020-10-01,PJM,Solar,13777
2020-10-01,PJM,Wind,77602
2020-10-02,ISNE,Coal,9
2020-10-02,ISNE,Hydro,10752
2020-10-02,ISNE,Natural Gas,141318
2020-10-02,ISNE,Nuclear,50647
2020-10-02,ISNE,Other,14404
2020-10-02,ISNE,Petroleum,94
2020-10-02,ISNE,Solar,350
2020-10-02,ISNE,Wind,3510
2020-10-02,PJM,Coal,223805
2020-10-02,PJM,Hydro,31518
2020-10-02,PJM,Natural Gas,861793
2020-10-02,PJM,Nuclear,737391
2020-10-02,PJM,Other,39884
2020-10-02,PJM,Petroleum,9497
2020-10-02,PJM,Solar,10802
2020-10-02,PJM,Wind,30145
2020-10-05,ISNE,Coal,26
2020-10-05,ISNE,Hydro,10791
2020-10-05,ISNE,Natural Gas,129471
2020-10-05,ISNE,Nuclear,50687
2020-10-05,ISNE,Other,14597
2020-10-05,ISNE,Petroleum,99
2020-10-05,ISNE,Solar,817
2020-10-05,ISNE,Wind,2264
2020-10-05,PJM,Coal,245145
2020-10-05,PJM,Hydro,27608
2020-10-05,PJM,Natural Gas,862212
2020-10-05,PJM,Nuclear,691846
2020-10-05,PJM,Other,39842
2020-10-05,PJM,Petroleum,3766
2020-10-05,PJM,Solar,12530
2020-10-05,PJM,Wind,54753
2020-10-06,ISNE,Coal,76
2020-10-06,ISNE,Hydro,11561
2020-10-06,ISNE,Natural Gas,123968
2020-10-06,ISNE,Nuclear,50559
2020-10-06,ISNE,Other,14340
2020-10-06,ISNE,Petroleum,186
2020-10-06,ISNE,Solar,916
2020-10-06,ISNE,Wind,10552
2020-10-06,PJM,Coal,272151
2020-10-06,PJM,Hydro,29082
2020-10-06,PJM,Natural Gas,811352
2020-10-06,PJM,Nuclear,683561
2020-10-06,PJM,Other,38953
2020-10-06,PJM,Petroleum,3805
2020-10-06,PJM,Solar,12825
2020-10-06,PJM,Wind,109268
2020-10-07,ISNE,Coal,21
2020-10-07,ISNE,Hydro,10102
2020-10-07,ISNE,Natural Gas,135302
2020-10-07,ISNE,Nuclear,50716
2020-10-07,ISNE,Other,12159
2020-10-07,ISNE,Petroleum,535
2020-10-07,ISNE,Solar,853
2020-10-07,ISNE,Wind,12838
2020-10-07,PJM,Coal,304491
2020-10-07,PJM,Hydro,31111
2020-10-07,PJM,Natural Gas,824867
2020-10-07,PJM,Nuclear,677532
2020-10-07,PJM,Other,32212
2020-10-07,PJM,Petroleum,3905
2020-10-07,PJM,Solar,12609
2020-10-07,PJM,Wind,123984
2020-10-08,ISNE,Coal,68
2020-10-08,ISNE,Hydro,9517
2020-10-08,ISNE,Natural Gas,119007
2020-10-08,ISNE,Nuclear,50575
2020-10-08,ISNE,Other,11861
2020-10-08,ISNE,Petroleum,24
2020-10-08,ISNE,Solar,1471
2020-10-08,ISNE,Wind,24741
2020-10-08,PJM,Coal,324322
2020-10-08,PJM,Hydro,28553
2020-10-08,PJM,Natural Gas,823445
2020-10-08,PJM,Nuclear,687462
2020-10-08,PJM,Other,33895
2020-10-08,PJM,Petroleum,3885
2020-10-08,PJM,Solar,12777
2020-10-08,PJM,Wind,31092
2020-10-09,ISNE,Coal,14
2020-10-09,ISNE,Hydro,7519
2020-10-09,ISNE,Natural Gas,122261
2020-10-09,ISNE,Nuclear,50601
2020-10-09,ISNE,Other,12936
2020-10-09,ISNE,Petroleum,65
2020-10-09,ISNE,Solar,1438
2020-10-09,ISNE,Wind,16771
2020-10-09,PJM,Coal,261475
2020-10-09,PJM,Hydro,29897
2020-10-09,PJM,Natural Gas,812463
2020-10-09,PJM,Nuclear,687711
2020-10-09,PJM,Other,38061
2020-10-09,PJM,Petroleum,3860
2020-10-09,PJM,Solar,10327
2020-10-09,PJM,Wind,104919
2020-10-12,ISNE,Coal,16
2020-10-12,ISNE,Hydro,16011
2020-10-12,ISNE,Natural Gas,127928
2020-10-12,ISNE,Nuclear,50722
2020-10-12,ISNE,Other,14173
2020-10-12,ISNE,Petroleum,997
2020-10-12,ISNE,Solar,489
2020-10-12,ISNE,Wind,7235
2020-10-12,PJM,Coal,312760
2020-10-12,PJM,Hydro,27330
2020-10-12,PJM,Natural Gas,820217
2020-10-12,PJM,Nuclear,660999
2020-10-12,PJM,Other,39534
2020-10-12,PJM,Petroleum,3860
2020-10-12,PJM,Solar,2770
2020-10-12,PJM,Wind,126609
2020-10-13,ISNE,Coal,36
2020-10-13,ISNE,Hydro,12415
2020-10-13,ISNE,Natural Gas,147118
2020-10-13,ISNE,Nuclear,50664
2020-10-13,ISNE,Other,14019
2020-10-13,ISNE,Petroleum,409
2020-10-13,ISNE,Solar,204
2020-10-13,ISNE,Wind,10932
2020-10-13,PJM,Coal,321090
2020-10-13,PJM,Hydro,29474
2020-10-13,PJM,Natural Gas,818893
2020-10-13,PJM,Nuclear,658311
2020-10-13,PJM,Other,39238
2020-10-13,PJM,Petroleum,3908
2020-10-13,PJM,Solar,5998
2020-10-13,PJM,Wind,94564
2020-10-14,ISNE,Coal,1
2020-10-14,ISNE,Hydro,11640
2020-10-14,ISNE,Natural Gas,122751
2020-10-14,ISNE,Nuclear,50612
2020-10-14,ISNE,Other,13323
2020-10-14,ISNE,Petroleum,0
2020-10-14,ISNE,Solar,1442
2020-10-14,ISNE,Wind,12812
2020-10-14,PJM,Coal,316586
2020-10-14,PJM,Hydro,25208
2020-10-14,PJM,Natural Gas,767968
2020-10-14,PJM,Nuclear,666026
2020-10-14,PJM,Other,36908
2020-10-14,PJM,Petroleum,3929
2020-10-14,PJM,Solar,13124
2020-10-14,PJM,Wind,110905
2020-10-15,ISNE,Coal,0
2020-10-15,ISNE,Hydro,12030
2020-10-15,ISNE,Natural Gas,122201
2020-10-15,ISNE,Nuclear,50739
2020-10-15,ISNE,Other,13893
2020-10-15,ISNE,Petroleum,40
2020-10-15,ISNE,Solar,1398
2020-10-15,ISNE,Wind,12272
2020-10-15,PJM,Coal,304944
2020-10-15,PJM,Hydro,26676
2020-10-15,PJM,Natural Gas,760179
2020-10-15,PJM,Nuclear,682807
2020-10-15,PJM,Other,36840
2020-10-15,PJM,Petroleum,3752
2020-10-15,PJM,Solar,12886
2020-10-15,PJM,Wind,124544
2020-10-16,ISNE,Coal,0
2020-10-16,ISNE,Hydro,14874
2020-10-16,ISNE,Natural Gas,135736
2020-10-16,ISNE,Nuclear,50549
2020-10-16,ISNE,Other,14587
2020-10-16,ISNE,Petroleum,98
2020-10-16,ISNE,Solar,136
2020-10-16,ISNE,Wind,8126
2020-10-16,PJM,Coal,315780
2020-10-16,PJM,Hydro,27336
2020-10-16,PJM,Natural Gas,777445
2020-10-16,PJM,Nuclear,690651
2020-10-16,PJM,Other,38739
2020-10-16,PJM,Petroleum,3743
2020-10-16,PJM,Solar,1907
2020-10-16,PJM,Wind,73122
2020-10-19,ISNE,Coal,0
2020-10-19,ISNE,Hydro,20773
2020-10-19,ISNE,Natural Gas,139202
2020-10-19,ISNE,Nuclear,50755
2020-10-19,ISNE,Other,15913
2020-10-19,ISNE,Petroleum,154
2020-10-19,ISNE,Solar,1010
2020-10-19,ISNE,Wind,5023
2020-10-19,PJM,Coal,370431
2020-10-19,PJM,Hydro,32077
2020-10-19,PJM,Natural Gas,819874
2020-10-19,PJM,Nuclear,676941
2020-10-19,PJM,Other,37827
2020-10-19,PJM,Petroleum,3686
2020-10-19,PJM,Solar,9574
2020-10-19,PJM,Wind,37294
2020-10-20,ISNE,Coal,0
2020-10-20,ISNE,Hydro,20868
2020-10-20,ISNE,Natural Gas,147139
2020-10-20,ISNE,Nuclear,50651
2020-10-20,ISNE,Other,15885
2020-10-20,ISNE,Petroleum,0
2020-10-20,ISNE,Solar,407
2020-10-20,ISNE,Wind,7081
2020-10-20,PJM,Coal,391324
2020-10-20,PJM,Hydro,33001
2020-10-20,PJM,Natural Gas,786160
2020-10-20,PJM,Nuclear,704665
2020-10-20,PJM,Other,31592
2020-10-20,PJM,Petroleum,3814
2020-10-20,PJM,Solar,8080
2020-10-20,PJM,Wind,52507
2020-10-21,ISNE,Coal,0
2020-10-21,ISNE,Hydro,20838
2020-10-21,ISNE,Natural Gas,147420
2020-10-21,ISNE,Nuclear,50665
2020-10-21,ISNE,Other,15811
2020-10-21,ISNE,Petroleum,327
2020-10-21,ISNE,Solar,631
2020-10-21,ISNE,Wind,8905
2020-10-21,PJM,Coal,412719
2020-10-21,PJM,Hydro,34247
2020-10-21,PJM,Natural Gas,773608
2020-10-21,PJM,Nuclear,721625
2020-10-21,PJM,Other,41496
2020-10-21,PJM,Petroleum,3774
2020-10-21,PJM,Solar,8160
2020-10-21,PJM,Wind,51514
2020-10-22,ISNE,Coal,0
2020-10-22,ISNE,Hydro,21025
2020-10-22,ISNE,Natural Gas,135809
2020-10-22,ISNE,Nuclear,50664
2020-10-22,ISNE,Other,14681
2020-10-22,ISNE,Petroleum,1
2020-10-22,ISNE,Solar,1135
2020-10-22,ISNE,Wind,6092
2020-10-22,PJM,Coal,399984
2020-10-22,PJM,Hydro,35365
2020-10-22,PJM,Natural Gas,788506
2020-10-22,PJM,Nuclear,731282
2020-10-22,PJM,Other,41686
2020-10-22,PJM,Petroleum,4987
2020-10-22,PJM,Solar,7852
2020-10-22,PJM,Wind,80411
2020-10-23,ISNE,Coal,0
2020-10-23,ISNE,Hydro,19972
2020-10-23,ISNE,Natural Gas,132672
2020-10-23,ISNE,Nuclear,50656
2020-10-23,ISNE,Other,14449
2020-10-23,ISNE,Petroleum,15
2020-10-23,ISNE,Solar,474
2020-10-23,ISNE,Wind,7305
2020-10-23,PJM,Coal,337381
2020-10-23,PJM,Hydro,37381
2020-10-23,PJM,Natural Gas,756969
2020-10-23,PJM,Nuclear,737727
2020-10-23,PJM,Other,38570
2020-10-23,PJM,Petroleum,3768
2020-10-23,PJM,Solar,8257
2020-10-23,PJM,Wind,128650
2020-10-26,ISNE,Coal,0
2020-10-26,ISNE,Hydro,16440
2020-10-26,ISNE,Natural Gas,153201
2020-10-26,ISNE,Nuclear,50677
2020-10-26,ISNE,Other,16775
2020-10-26,ISNE,Petroleum,0
2020-10-26,ISNE,Solar,182
2020-10-26,ISNE,Wind,7005
2020-10-26,PJM,Coal,393834
2020-10-26,PJM,Hydro,34915
2020-10-26,PJM,Natural Gas,807801
2020-10-26,PJM,Nuclear,729066
2020-10-26,PJM,Other,39475
2020-10-26,PJM,Petroleum,11813
2020-10-26,PJM,Solar,3949
2020-10-26,PJM,Wind,42181
2020-10-27,ISNE,Coal,0
2020-10-27,ISNE,Hydro,15409
2020-10-27,ISNE,Natural Gas,142549
2020-10-27,ISNE,Nuclear,50586
2020-10-27,ISNE,Other,16641
2020-10-27,ISNE,Petroleum,2
2020-10-27,ISNE,Solar,630
2020-10-27,ISNE,Wind,8808
2020-10-27,PJM,Coal,416015
2020-10-27,PJM,Hydro,30254
2020-10-27,PJM,Natural Gas,816667
2020-10-27,PJM,Nuclear,729269
2020-10-27,PJM,Other,44290
2020-10-27,PJM,Petroleum,5166
2020-10-27,PJM,Solar,4099
2020-10-27,PJM,Wind,8218
2020-10-28,ISNE,Coal,3
2020-10-28,ISNE,Hydro,18277
2020-10-28,ISNE,Natural Gas,165382
2020-10-28,ISNE,Nuclear,50590
2020-10-28,ISNE,Other,16816
2020-10-28,ISNE,Petroleum,67
2020-10-28,ISNE,Solar,174
2020-10-28,ISNE,Wind,3093
2020-10-28,PJM,Coal,459992
2020-10-28,PJM,Hydro,27541
2020-10-28,PJM,Natural Gas,765702
2020-10-28,PJM,Nuclear,729268
2020-10-28,PJM,Other,38349
2020-10-28,PJM,Petroleum,3898
2020-10-28,PJM,Solar,4190
2020-10-28,PJM,Wind,24516
2020-10-29,ISNE,Coal,8
2020-10-29,ISNE,Hydro,16155
2020-10-29,ISNE,Natural Gas,163698
2020-10-29,ISNE,Nuclear,50656
2020-10-29,ISNE,Other,16986
2020-10-29,ISNE,Petroleum,48
2020-10-29,ISNE,Solar,129
2020-10-29,ISNE,Wind,5677
2020-10-29,PJM,Coal,442363
2020-10-29,PJM,Hydro,31528
2020-10-29,PJM,Natural Gas,734436
2020-10-29,PJM,Nuclear,729372
2020-10-29,PJM,Other,43263
2020-10-29,PJM,Petroleum,3772
2020-10-29,PJM,Solar,2003
2020-10-29,PJM,Wind,94784
2020-11-02,ISNE,Coal,1437
2020-11-02,ISNE,Hydro,16910
2020-11-02,ISNE,Natural Gas,146135
2020-11-02,ISNE,Nuclear,50689
2020-11-02,ISNE,Other,15619
2020-11-02,ISNE,Petroleum,0
2020-11-02,ISNE,Solar,769
2020-11-02,ISNE,Wind,18956
2020-11-02,PJM,Coal,531069
2020-11-02,PJM,Hydro,44109
2020-11-02,PJM,Natural Gas,666579
2020-11-02,PJM,Nuclear,732943
2020-11-02,PJM,Other,39038
2020-11-02,PJM,Petroleum,3895
2020-11-02,PJM,Solar,12979
2020-11-02,PJM,Wind,129773
2020-11-03,ISNE,Coal,2237
2020-11-03,ISNE,Hydro,20304
2020-11-03,ISNE,Natural Gas,152341
2020-11-03,ISNE,Nuclear,50634
2020-11-03,ISNE,Other,15559
2020-11-03,ISNE,Petroleum,0
2020-11-03,ISNE,Solar,946
2020-11-03,ISNE,Wind,12393
2020-11-03,PJM,Coal,513315
2020-11-03,PJM,Hydro,39587
2020-11-03,PJM,Natural Gas,631128
2020-11-03,PJM,Nuclear,732221
2020-11-03,PJM,Other,40872
2020-11-03,PJM,Petroleum,3788
2020-11-03,PJM,Solar,12620
2020-11-03,PJM,Wind,122007
2020-11-04,ISNE,Coal,3
2020-11-04,ISNE,Hydro,17489
2020-11-04,ISNE,Natural Gas,160558
2020-11-04,ISNE,Nuclear,50664
2020-11-04,ISNE,Other,14892
2020-11-04,ISNE,Petroleum,39
2020-11-04,ISNE,Solar,1171
2020-11-04,ISNE,Wind,7147
2020-11-04,PJM,Coal,496776
2020-11-04,PJM,Hydro,34106
2020-11-04,PJM,Natural Gas,594564
2020-11-04,PJM,Nuclear,731081
2020-11-04,PJM,Other,37314
2020-11-04,PJM,Petroleum,4514
2020-11-04,PJM,Solar,12381
2020-11-04,PJM,Wind,142733
2020-11-05,ISNE,Coal,0
2020-11-05,ISNE,Hydro,13570
2020-11-05,ISNE,Natural Gas,134698
2020-11-05,ISNE,Nuclear,50693
2020-11-05,ISNE,Other,15670
2020-11-05,ISNE,Petroleum,275
2020-11-05,ISNE,Solar,1300
2020-11-05,ISNE,Wind,13606
2020-11-05,PJM,Coal,448683
2020-11-05,PJM,Hydro,31885
2020-11-05,PJM,Natural Gas,631083
2020-11-05,PJM,Nuclear,730148
2020-11-05,PJM,Other,39425
2020-11-05,PJM,Petroleum,5229
2020-11-05,PJM,Solar,11104
2020-11-05,PJM,Wind,108401
2020-11-06,ISNE,Coal,0
2020-11-06,ISNE,Hydro,13162
2020-11-06,ISNE,Natural Gas,125778
2020-11-06,ISNE,Nuclear,50632
2020-11-06,ISNE,Other,16409
2020-11-06,ISNE,Petroleum,0
2020-11-06,ISNE,Solar,1126
2020-11-06,ISNE,Wind,13844
2020-11-06,PJM,Coal,417421
2020-11-06,PJM,Hydro,33245
2020-11-06,PJM,Natural Gas,633164
2020-11-06,PJM,Nuclear,729100
2020-11-06,PJM,Other,40857
2020-11-06,PJM,Petroleum,4373
2020-11-06,PJM,Solar,7727
2020-11-06,PJM,Wind,88125
2020-11-09,ISNE,Coal,0
2020-11-09,ISNE,Hydro,15169
2020-11-09,ISNE,Natural Gas,138438
2020-11-09,ISNE,Nuclear,50662
2020-11-09,ISNE,Other,14907
2020-11-09,ISNE,Petroleum,19
2020-11-09,ISNE,Solar,1258
2020-11-09,ISNE,Wind,7359
2020-11-09,PJM,Coal,407893
2020-11-09,PJM,Hydro,33104
2020-11-09,PJM,Natural Gas,627018
2020-11-09,PJM,Nuclear,747423
2020-11-09,PJM,Other,42249
2020-11-09,PJM,Petroleum,4248
2020-11-09,PJM,Solar,10100
2020-11-09,PJM,Wind,122010
2020-11-10,ISNE,Coal,0
2020-11-10,ISNE,Hydro,14813
2020-11-10,ISNE,Natural Gas,131908
2020-11-10,ISNE,Nuclear,50658
2020-11-10,ISNE,Other,13811
2020-11-10,ISNE,Petroleum,618
2020-11-10,ISNE,Solar,1296
2020-11-10,ISNE,Wind,9734
2020-11-10,PJM,Coal,418344
2020-11-10,PJM,Hydro,31282
2020-11-10,PJM,Natural Gas,623799
2020-11-10,PJM,Nuclear,748364
2020-11-10,PJM,Other,43524
2020-11-10,PJM,Petroleum,5720
2020-11-10,PJM,Solar,8915
2020-11-10,PJM,Wind,154201
2020-11-11,ISNE,Coal,0
2020-11-11,ISNE,Hydro,13551
2020-11-11,ISNE,Natural Gas,132041
2020-11-11,ISNE,Nuclear,50623
2020-11-11,ISNE,Other,13929
2020-11-11,ISNE,Petroleum,130
2020-11-11,ISNE,Solar,376
2020-11-11,ISNE,Wind,15368
2020-11-11,PJM,Coal,463226
2020-11-11,PJM,Hydro,36964
2020-11-11,PJM,Natural Gas,693011
2020-11-11,PJM,Nuclear,749682
2020-11-11,PJM,Other,42253
2020-11-11,PJM,Petroleum,5439
2020-11-11,PJM,Solar,3525
2020-11-11,PJM,Wind,64051
2020-11-12,ISNE,Coal,0
2020-11-12,ISNE,Hydro,13690
2020-11-12,ISNE,Natural Gas,134857
2020-11-12,ISNE,Nuclear,53165
2020-11-12,ISNE,Other,14456
2020-11-12,ISNE,Petroleum,46
2020-11-12,ISNE,Solar,123
2020-11-12,ISNE,Wind,14376
2020-11-12,PJM,Coal,511862
2020-11-12,PJM,Hydro,43361
2020-11-12,PJM,Natural Gas,673714
2020-11-12,PJM,Nuclear,752537
2020-11-12,PJM,Other,30929
2020-11-12,PJM,Petroleum,4529
2020-11-12,PJM,Solar,430
2020-11-12,PJM,Wind,33833
2020-11-13,ISNE,Coal,0
2020-11-13,ISNE,Hydro,15661
2020-11-13,ISNE,Natural Gas,133908
2020-11-13,ISNE,Nuclear,64081
2020-11-13,ISNE,Other,14559
2020-11-13,ISNE,Petroleum,506
2020-11-13,ISNE,Solar,130
2020-11-13,ISNE,Wind,7957
2020-11-13,PJM,Coal,515810
2020-11-13,PJM,Hydro,41679
2020-11-13,PJM,Natural Gas,660602
2020-11-13,PJM,Nuclear,728959
2020-11-13,PJM,Other,30359
2020-11-13,PJM,Petroleum,4581
2020-11-13,PJM,Solar,3434
2020-11-13,PJM,Wind,65752
2020-11-16,ISNE,Coal,0
2020-11-16,ISNE,Hydro,14775
2020-11-16,ISNE,Natural Gas,105002
2020-11-16,ISNE,Nuclear,78473
2020-11-16,ISNE,Other,14546
2020-11-16,ISNE,Petroleum,1724
2020-11-16,ISNE,Solar,1071
2020-11-16,ISNE,Wind,20603
2020-11-16,PJM,Coal,457607
2020-11-16,PJM,Hydro,47776
2020-11-16,PJM,Natural Gas,687109
2020-11-16,PJM,Nuclear,733445
2020-11-16,PJM,Other,30428
2020-11-16,PJM,Petroleum,4823
