date,respondent,type-name,daily_mwh
2019-12-01,ISNE,Other,16556
2019-12-01,ISNE,Petroleum,0
2019-12-01,ISNE,Solar,229
2019-12-01,ISNE,Wind,8699
2019-12-01,PJM,Coal,419449
2019-12-01,PJM,Hydro,32112
2019-12-01,PJM,Natural Gas,712282
2019-12-01,PJM,Nuclear,810832
2019-12-01,PJM,Other,15697
2019-12-01,PJM,Petroleum,880
2019-12-01,PJM,Solar,582
2019-12-01,PJM,Wind,97987
2019-12-02,ISNE,Coal,75
2019-12-02,ISNE,Hydro,19791
2019-12-02,ISNE,Natural Gas,150185
2019-12-02,ISNE,Nuclear,80060
2019-12-02,ISNE,Other,15051
2019-12-02,ISNE,Petroleum,0
2019-12-02,ISNE,Solar,41
2019-12-02,ISNE,Wind,14322
2019-12-02,PJM,Coal,540405
2019-12-02,PJM,Hydro,38157
2019-12-02,PJM,Natural Gas,806256
2019-12-02,PJM,Nuclear,816213
2019-12-02,PJM,Other,19375
2019-12-02,PJM,Petroleum,1075
2019-12-02,PJM,Solar,2669
2019-12-02,PJM,Wind,84496
2019-12-03,ISNE,Coal,75
2019-12-03,ISNE,Hydro,21685
2019-12-03,ISNE,Natural Gas,148480
2019-12-03,ISNE,Nuclear,80040
2019-12-03,ISNE,Other,14382
2019-12-03,ISNE,Petroleum,0
2019-12-03,ISNE,Solar,4
2019-12-03,ISNE,Wind,18955
2019-12-03,PJM,Coal,547469
2019-12-03,PJM,Hydro,43129
2019-12-03,PJM,Natural Gas,840180
2019-12-03,PJM,Nuclear,815999
2019-12-03,PJM,Other,21214
2019-12-03,PJM,Petroleum,1670
2019-12-03,PJM,Solar,5977
2019-12-03,PJM,Wind,89421
2019-12-04,ISNE,Coal,71
2019-12-04,ISNE,Hydro,22854
2019-12-04,ISNE,Natural Gas,153359
2019-12-04,ISNE,Nuclear,80029
2019-12-04,ISNE,Other,14014
2019-12-04,ISNE,Petroleum,18
2019-12-04,ISNE,Solar,30
2019-12-04,ISNE,Wind,6972
2019-12-04,PJM,Coal,514458
2019-12-04,PJM,Hydro,39866
2019-12-04,PJM,Natural Gas,814309
2019-12-04,PJM,Nuclear,813565
2019-12-04,PJM,Other,21531
2019-12-04,PJM,Petroleum,2425
2019-12-04,PJM,Solar,4880
2019-12-04,PJM,Wind,137747
2019-12-05,ISNE,Coal,67
2019-12-05,ISNE,Hydro,21981
2019-12-05,ISNE,Natural Gas,148958
2019-12-05,ISNE,Nuclear,80138
2019-12-05,ISNE,Other,15338
2019-12-05,ISNE,Petroleum,1
2019-12-05,ISNE,Solar,403
2019-12-05,ISNE,Wind,9209
2019-12-05,PJM,Coal,504723
2019-12-05,PJM,Hydro,42882
2019-12-05,PJM,Natural Gas,872029
2019-12-05,PJM,Nuclear,814425
2019-12-05,PJM,Other,21614
2019-12-05,PJM,Petroleum,3104
2019-12-05,PJM,Solar,5837
2019-12-05,PJM,Wind,64859
2019-12-06,ISNE,Coal,131
2019-12-06,ISNE,Hydro,19491
2019-12-06,ISNE,Natural Gas,159000
2019-12-06,ISNE,Nuclear,79999
2019-12-06,ISNE,Other,15545
2019-12-06,ISNE,Petroleum,2
2019-12-06,ISNE,Solar,152
2019-12-06,ISNE,Wind,11148
2019-12-06,PJM,Coal,470073
2019-12-06,PJM,Hydro,41446
2019-12-06,PJM,Natural Gas,860272
2019-12-06,PJM,Nuclear,813720
2019-12-06,PJM,Other,18502
2019-12-06,PJM,Petroleum,1886
2019-12-06,PJM,Solar,3061
2019-12-06,PJM,Wind,97642
2019-12-07,ISNE,Coal,115
2019-12-07,ISNE,Hydro,18573
2019-12-07,ISNE,Natural Gas,136192
2019-12-07,ISNE,Nuclear,80134
2019-12-07,ISNE,Other,16388
2019-12-07,ISNE,Petroleum,0
2019-12-07,ISNE,Solar,527
2019-12-07,ISNE,Wind,11235
2019-12-07,PJM,Coal,474660
2019-12-07,PJM,Hydro,37931
2019-12-07,PJM,Natural Gas,801312
2019-12-07,PJM,Nuclear,810727
2019-12-07,PJM,Other,14731
2019-12-07,PJM,Petroleum,1922
2019-12-07,PJM,Solar,6425
2019-12-07,PJM,Wind,46633
2019-12-08,ISNE,Coal,27
2019-12-08,ISNE,Hydro,17176
2019-12-08,ISNE,Natural Gas,140701
2019-12-08,ISNE,Nuclear,80047
2019-12-08,ISNE,Other,17111
2019-12-08,ISNE,Petroleum,2
2019-12-08,ISNE,Solar,513
2019-12-08,ISNE,Wind,13371
2019-12-08,PJM,Coal,430897
2019-12-08,PJM,Hydro,35700
2019-12-08,PJM,Natural Gas,765564
2019-12-08,PJM,Nuclear,814666
2019-12-08,PJM,Other,15509
2019-12-08,PJM,Petroleum,1164
2019-12-08,PJM,Solar,5446
2019-12-08,PJM,Wind,135741
2019-12-09,ISNE,Coal,14
2019-12-09,ISNE,Hydro,17643
2019-12-09,ISNE,Natural Gas,132999
2019-12-09,ISNE,Nuclear,80099
2019-12-09,ISNE,Other,17211
2019-12-09,ISNE,Petroleum,154
2019-12-09,ISNE,Solar,47
2019-12-09,ISNE,Wind,17152
2019-12-09,PJM,Coal,438052
2019-12-09,PJM,Hydro,37301
2019-12-09,PJM,Natural Gas,821305
2019-12-09,PJM,Nuclear,799719
2019-12-09,PJM,Other,20234
2019-12-09,PJM,Petroleum,1417
2019-12-09,PJM,Solar,855
2019-12-09,PJM,Wind,135212
2019-12-10,ISNE,Coal,50
2019-12-10,ISNE,Hydro,22697
2019-12-10,ISNE,Natural Gas,113931
2019-12-10,ISNE,Nuclear,80151
2019-12-10,ISNE,Other,16814
2019-12-10,ISNE,Petroleum,37
2019-12-10,ISNE,Solar,84
2019-12-10,ISNE,Wind,20108
2019-12-10,PJM,Coal,450096
2019-12-10,PJM,Hydro,37079
2019-12-10,PJM,Natural Gas,847423
2019-12-10,PJM,Nuclear,801166
2019-12-10,PJM,Other,17291
2019-12-10,PJM,Petroleum,6074
2019-12-10,PJM,Solar,1875
2019-12-10,PJM,Wind,124227
2019-12-11,ISNE,Coal,118
2019-12-11,ISNE,Hydro,28972
2019-12-11,ISNE,Natural Gas,141084
2019-12-11,ISNE,Nuclear,80092
2019-12-11,ISNE,Other,17114
2019-12-11,ISNE,Petroleum,100
2019-12-11,ISNE,Solar,100
2019-12-11,ISNE,Wind,10007
2019-12-11,PJM,Coal,518008
2019-12-11,PJM,Hydro,39868
2019-12-11,PJM,Natural Gas,982951
2019-12-11,PJM,Nuclear,799227
2019-12-11,PJM,Other,25753
2019-12-11,PJM,Petroleum,5968
2019-12-11,PJM,Solar,2910
2019-12-11,PJM,Wind,50690
2019-12-12,ISNE,Coal,129
2019-12-12,ISNE,Hydro,32131
2019-12-12,ISNE,Natural Gas,143328
2019-12-12,ISNE,Nuclear,79962
2019-12-12,ISNE,Other,17223
2019-12-12,ISNE,Petroleum,92
2019-12-12,ISNE,Solar,268
2019-12-12,ISNE,Wind,15106
2019-12-12,PJM,Coal,552201
2019-12-12,PJM,Hydro,42843
2019-12-12,PJM,Natural Gas,928927
2019-12-12,PJM,Nuclear,807588
2019-12-12,PJM,Other,25599
2019-12-12,PJM,Petroleum,5787
2019-12-12,PJM,Solar,6270
2019-12-12,PJM,Wind,135793
2019-12-13,ISNE,Coal,224
2019-12-13,ISNE,Hydro,27312
2019-12-13,ISNE,Natural Gas,152473
2019-12-13,ISNE,Nuclear,80053
2019-12-13,ISNE,Other,17550
2019-12-13,ISNE,Petroleum,80
2019-12-13,ISNE,Solar,90
2019-12-13,ISNE,Wind,11724
2019-12-13,PJM,Coal,542800
2019-12-13,PJM,Hydro,55965
2019-12-13,PJM,Natural Gas,855670
2019-12-13,PJM,Nuclear,814197
2019-12-13,PJM,Other,24045
2019-12-13,PJM,Petroleum,5221
2019-12-13,PJM,Solar,602
2019-12-13,PJM,Wind,62123
2019-12-14,ISNE,Coal,201
2019-12-14,ISNE,Hydro,23972
2019-12-14,ISNE,Natural Gas,97428
2019-12-14,ISNE,Nuclear,79880
2019-12-14,ISNE,Other,17199
2019-12-14,ISNE,Petroleum,45
2019-12-14,ISNE,Solar,121
2019-12-14,ISNE,Wind,20643
2019-12-14,PJM,Coal,447919
2019-12-14,PJM,Hydro,43767
2019-12-14,PJM,Natural Gas,726957
2019-12-14,PJM,Nuclear,807779
2019-12-14,PJM,Other,18073
2019-12-14,PJM,Petroleum,3838
2019-12-14,PJM,Solar,1428
2019-12-14,PJM,Wind,85074
2019-12-15,ISNE,Coal,89
2019-12-15,ISNE,Hydro,25530
2019-12-15,ISNE,Natural Gas,90106
2019-12-15,ISNE,Nuclear,80108
2019-12-15,ISNE,Other,17347
2019-12-15,ISNE,Petroleum,0
2019-12-15,ISNE,Solar,372
2019-12-15,ISNE,Wind,23314
2019-12-15,PJM,Coal,450178
2019-12-15,PJM,Hydro,42598
2019-12-15,PJM,Natural Gas,781328
2019-12-15,PJM,Nuclear,808495
2019-12-15,PJM,Other,19365
2019-12-15,PJM,Petroleum,1935
2019-12-15,PJM,Solar,5442
2019-12-15,PJM,Wind,52012
2019-12-16,ISNE,Coal,60
2019-12-16,ISNE,Hydro,29243
2019-12-16,ISNE,Natural Gas,137209
2019-12-16,ISNE,Nuclear,80079
2019-12-16,ISNE,Other,17556
2019-12-16,ISNE,Petroleum,223
2019-12-16,ISNE,Solar,254
2019-12-16,ISNE,Wind,19985
2019-12-16,PJM,Coal,582966
2019-12-16,PJM,Hydro,51152
2019-12-16,PJM,Natural Gas,905236
2019-12-16,PJM,Nuclear,814474
2019-12-16,PJM,Other,22026
2019-12-16,PJM,Petroleum,2160
2019-12-16,PJM,Solar,3158
2019-12-16,PJM,Wind,40537
2019-12-17,ISNE,Coal,187
2019-12-17,ISNE,Hydro,27753
2019-12-17,ISNE,Natural Gas,168591
2019-12-17,ISNE,Nuclear,75996
2019-12-17,ISNE,Other,17952
2019-12-17,ISNE,Petroleum,193
2019-12-17,ISNE,Solar,13
2019-12-17,ISNE,Wind,4386
2019-12-17,PJM,Coal,590765
2019-12-17,PJM,Hydro,48336
2019-12-17,PJM,Natural Gas,898295
2019-12-17,PJM,Nuclear,816384
2019-12-17,PJM,Other,23635
2019-12-17,PJM,Petroleum,3053
2019-12-17,PJM,Solar,559
2019-12-17,PJM,Wind,76925
2019-12-18,ISNE,Coal,7568
2019-12-18,ISNE,Hydro,27267
2019-12-18,ISNE,Natural Gas,180830
2019-12-18,ISNE,Nuclear,50491
2019-12-18,ISNE,Other,18750
2019-12-18,ISNE,Petroleum,219
2019-12-18,ISNE,Solar,197
2019-12-18,ISNE,Wind,4413
2019-12-18,PJM,Coal,659016
2019-12-18,PJM,Hydro,56713
2019-12-18,PJM,Natural Gas,922076
2019-12-18,PJM,Nuclear,816560
2019-12-18,PJM,Other,19405
2019-12-18,PJM,Petroleum,5786
2019-12-18,PJM,Solar,5534
2019-12-18,PJM,Wind,70807
2019-12-19,ISNE,Coal,9974
2019-12-19,ISNE,Hydro,24257
2019-12-19,ISNE,Natural Gas,173773
2019-12-19,ISNE,Nuclear,50458
2019-12-19,ISNE,Other,19662
2019-12-19,ISNE,Petroleum,8514
2019-12-19,ISNE,Solar,428
2019-12-19,ISNE,Wind,22786
2019-12-19,PJM,Coal,695138
2019-12-19,PJM,Hydro,50511
2019-12-19,PJM,Natural Gas,885007
2019-12-19,PJM,Nuclear,816734
2019-12-19,PJM,Other,40506
2019-12-19,PJM,Petroleum,7748
2019-12-19,PJM,Solar,11198
2019-12-19,PJM,Wind,107501
2019-12-20,ISNE,Coal,9850
2019-12-20,ISNE,Hydro,23707
2019-12-20,ISNE,Natural Gas,169526
2019-12-20,ISNE,Nuclear,50474
2019-12-20,ISNE,Other,19186
2019-12-20,ISNE,Petroleum,7626
2019-12-20,ISNE,Solar,518
2019-12-20,ISNE,Wind,16597
2019-12-20,PJM,Coal,658382
2019-12-20,PJM,Hydro,52569
2019-12-20,PJM,Natural Gas,936543
2019-12-20,PJM,Nuclear,816035
2019-12-20,PJM,Other,36193
2019-12-20,PJM,Petroleum,5402
2019-12-20,PJM,Solar,6501
2019-12-20,PJM,Wind,45881
2019-12-21,ISNE,Coal,9273
2019-12-21,ISNE,Hydro,20020
2019-12-21,ISNE,Natural Gas,175358
2019-12-21,ISNE,Nuclear,50471
2019-12-21,ISNE,Other,19449
2019-12-21,ISNE,Petroleum,902
2019-12-21,ISNE,Solar,304
2019-12-21,ISNE,Wind,5570
2019-12-21,PJM,Coal,521643
2019-12-21,PJM,Hydro,46921
2019-12-21,PJM,Natural Gas,890824
2019-12-21,PJM,Nuclear,812614
2019-12-21,PJM,Other,20395
2019-12-21,PJM,Petroleum,5331
2019-12-21,PJM,Solar,2722
2019-12-21,PJM,Wind,63600
2019-12-22,ISNE,Coal,7346
2019-12-22,ISNE,Hydro,21341
2019-12-22,ISNE,Natural Gas,139218
2019-12-22,ISNE,Nuclear,50490
2019-12-22,ISNE,Other,19741
2019-12-22,ISNE,Petroleum,30
2019-12-22,ISNE,Solar,459
2019-12-22,ISNE,Wind,10652
2019-12-22,PJM,Coal,451136
2019-12-22,PJM,Hydro,33830
2019-12-22,PJM,Natural Gas,823469
2019-12-22,PJM,Nuclear,809508
2019-12-22,PJM,Other,16389
2019-12-22,PJM,Petroleum,5232
2019-12-22,PJM,Solar,4153
2019-12-22,PJM,Wind,92615
2019-12-23,ISNE,Coal,4928
2019-12-23,ISNE,Hydro,19427
2019-12-23,ISNE,Natural Gas,130964
2019-12-23,ISNE,Nuclear,54878
2019-12-23,ISNE,Other,19625
2019-12-23,ISNE,Petroleum,2267
2019-12-23,ISNE,Solar,675
2019-12-23,ISNE,Wind,14717
2019-12-23,PJM,Coal,408422
2019-12-23,PJM,Hydro,49586
2019-12-23,PJM,Natural Gas,859844
2019-12-23,PJM,Nuclear,814462
2019-12-23,PJM,Other,17230
2019-12-23,PJM,Petroleum,5320
2019-12-23,PJM,Solar,2305
2019-12-23,PJM,Wind,71327
2019-12-24,ISNE,Coal,94
2019-12-24,ISNE,Hydro,17679
2019-12-24,ISNE,Natural Gas,104937
2019-12-24,ISNE,Nuclear,76208
2019-12-24,ISNE,Other,19130
2019-12-24,ISNE,Petroleum,3002
2019-12-24,ISNE,Solar,756
2019-12-24,ISNE,Wind,17993
2019-12-24,PJM,Coal,376569
2019-12-24,PJM,Hydro,36502
2019-12-24,PJM,Natural Gas,768828
2019-12-24,PJM,Nuclear,815291
2019-12-24,PJM,Other,16619
2019-12-24,PJM,Petroleum,5223
2019-12-24,PJM,Solar,5949
2019-12-24,PJM,Wind,62364
2019-12-25,ISNE,Coal,32
2019-12-25,ISNE,Hydro,17608
2019-12-25,ISNE,Natural Gas,94994
2019-12-25,ISNE,Nuclear,79809
2019-12-25,ISNE,Other,18785
2019-12-25,ISNE,Petroleum,3246
2019-12-25,ISNE,Solar,622
2019-12-25,ISNE,Wind,4057
2019-12-25,PJM,Coal,366915
2019-12-25,PJM,Hydro,31287
2019-12-25,PJM,Natural Gas,671914
2019-12-25,PJM,Nuclear,815138
2019-12-25,PJM,Other,15541
2019-12-25,PJM,Petroleum,5292
2019-12-25,PJM,Solar,5491
2019-12-25,PJM,Wind,116348
2019-12-26,ISNE,Coal,180
2019-12-26,ISNE,Hydro,20892
2019-12-26,ISNE,Natural Gas,123242
2019-12-26,ISNE,Nuclear,80045
2019-12-26,ISNE,Other,18145
2019-12-26,ISNE,Petroleum,3005
2019-12-26,ISNE,Solar,291
2019-12-26,ISNE,Wind,6310
2019-12-26,PJM,Coal,364579
2019-12-26,PJM,Hydro,46621
2019-12-26,PJM,Natural Gas,765397
2019-12-26,PJM,Nuclear,809748
2019-12-26,PJM,Other,15225
2019-12-26,PJM,Petroleum,5257
2019-12-26,PJM,Solar,4999
2019-12-26,PJM,Wind,103273
2019-12-27,ISNE,Coal,314
2019-12-27,ISNE,Hydro,23399
2019-12-27,ISNE,Natural Gas,130478
2019-12-27,ISNE,Nuclear,65677
2019-12-27,ISNE,Other,17244
2019-12-27,ISNE,Petroleum,497
2019-12-27,ISNE,Solar,136
2019-12-27,ISNE,Wind,13248
2019-12-27,PJM,Coal,384467
2019-12-27,PJM,Hydro,45456
2019-12-27,PJM,Natural Gas,821996
2019-12-27,PJM,Nuclear,759209
2019-12-27,PJM,Other,15034
2019-12-27,PJM,Petroleum,5305
2019-12-27,PJM,Solar,3311
2019-12-27,PJM,Wind,49812
2019-12-28,ISNE,Coal,230
2019-12-28,ISNE,Hydro,18184
2019-12-28,ISNE,Natural Gas,106521
2019-12-28,ISNE,Nuclear,59381
2019-12-28,ISNE,Other,17298
2019-12-28,ISNE,Petroleum,4
2019-12-28,ISNE,Solar,703
2019-12-28,ISNE,Wind,19937
2019-12-28,PJM,Coal,324661
2019-12-28,PJM,Hydro,30848
2019-12-28,PJM,Natural Gas,765368
2019-12-28,PJM,Nuclear,764575
2019-12-28,PJM,Other,16474
2019-12-28,PJM,Petroleum,5055
2019-12-28,PJM,Solar,5595
2019-12-28,PJM,Wind,85168
2019-12-29,ISNE,Coal,109
2019-12-29,ISNE,Hydro,19538
2019-12-29,ISNE,Natural Gas,104400
2019-12-29,ISNE,Nuclear,67552
2019-12-29,ISNE,Other,16795
2019-12-29,ISNE,Petroleum,0
2019-12-29,ISNE,Solar,601
2019-12-29,ISNE,Wind,9948
2019-12-29,PJM,Coal,290815
2019-12-29,PJM,Hydro,31263
2019-12-29,PJM,Natural Gas,732333
2019-12-29,PJM,Nuclear,763693
2019-12-29,PJM,Other,15003
2019-12-29,PJM,Petroleum,5220
2019-12-29,PJM,Solar,1330
2019-12-29,PJM,Wind,124493
2019-12-30,ISNE,Coal,24
2019-12-30,ISNE,Hydro,23241
2019-12-30,ISNE,Natural Gas,132517
2019-12-30,ISNE,Nuclear,79415
2019-12-30,ISNE,Other,17564
2019-12-30,ISNE,Petroleum,0
2019-12-30,ISNE,Solar,39
2019-12-30,ISNE,Wind,10722
2019-12-30,PJM,Coal,330984
2019-12-30,PJM,Hydro,38182
2019-12-30,PJM,Natural Gas,788161
2019-12-30,PJM,Nuclear,770699
2019-12-30,PJM,Other,15337
2019-12-30,PJM,Petroleum,5183
2019-12-30,PJM,Solar,2213
2019-12-30,PJM,Wind,163481
2019-12-31,ISNE,Coal,63
2019-12-31,ISNE,Hydro,21378
2019-12-31,ISNE,Natural Gas,118071
2019-12-31,ISNE,Nuclear,79892
2019-12-31,ISNE,Other,16419
2019-12-31,ISNE,Petroleum,1751
2019-12-31,ISNE,Solar,113
2019-12-31,ISNE,Wind,10821
2019-12-31,PJM,Coal,293194
2019-12-31,PJM,Hydro,40390
2019-12-31,PJM,Natural Gas,752847
2019-12-31,PJM,Nuclear,691726
2019-12-31,PJM,Other,16085
2019-12-31,PJM,Petroleum,5278
2019-12-31,PJM,Solar,1397
2019-12-31,PJM,Wind,59454
2020-04-20,ISNE,Coal,1
2020-04-20,ISNE,Natural Gas,94801
2020-04-20,ISNE,Nuclear,49836
2020-04-21,ISNE,Coal,15
2020-04-21,ISNE,Hydro,27893
2020-04-21,ISNE,Natural Gas,103718
2020-04-21,ISNE,Nuclear,50020
2020-04-21,ISNE,Other,15225
2020-04-21,ISNE,Petroleum,93
2020-04-21,ISNE,Solar,504
2020-04-21,ISNE,Wind,13620
2020-04-21,PJM,Coal,253653
2020-04-21,PJM,Hydro,49981
2020-04-21,PJM,Natural Gas,686449
2020-04-21,PJM,Nuclear,689225
2020-04-21,PJM,Other,25205
2020-04-21,PJM,Petroleum,5360
2020-04-21,PJM,Solar,11796
2020-04-21,PJM,Wind,151415
2020-04-22,ISNE,Coal,0
2020-04-22,ISNE,Hydro,27672
2020-04-22,ISNE,Natural Gas,93135
2020-04-22,ISNE,Nuclear,50051
2020-04-22,ISNE,Other,14576
2020-04-22,ISNE,Petroleum,13
2020-04-22,ISNE,Solar,1373
2020-04-22,ISNE,Wind,23055
2020-04-22,PJM,Coal,290872
2020-04-22,PJM,Hydro,53095
2020-04-22,PJM,Natural Gas,755574
2020-04-22,PJM,Nuclear,696086
2020-04-22,PJM,Other,20323
2020-04-22,PJM,Petroleum,5355
2020-04-22,PJM,Solar,17451
2020-04-22,PJM,Wind,91152
2020-04-23,ISNE,Coal,11
2020-04-23,ISNE,Hydro,27448
2020-04-23,ISNE,Natural Gas,95053
2020-04-23,ISNE,Nuclear,45453
2020-04-23,ISNE,Other,14316
2020-04-23,ISNE,Petroleum,22
2020-04-23,ISNE,Solar,1461
2020-04-23,ISNE,Wind,19509
2020-04-23,PJM,Coal,308606
2020-04-23,PJM,Hydro,51321
2020-04-23,PJM,Natural Gas,756135
2020-04-23,PJM,Nuclear,700033
2020-04-23,PJM,Other,19742
2020-04-23,PJM,Petroleum,5271
2020-04-23,PJM,Solar,4951
2020-04-23,PJM,Wind,42336
2020-04-24,ISNE,Coal,1
2020-04-24,ISNE,Hydro,29965
2020-04-24,ISNE,Natural Gas,131698
2020-04-24,ISNE,Nuclear,29555
2020-04-24,ISNE,Other,15895
2020-04-24,ISNE,Petroleum,31
2020-04-24,ISNE,Solar,580
2020-04-24,ISNE,Wind,3734
2020-04-24,PJM,Coal,296012
2020-04-24,PJM,Hydro,51019
2020-04-24,PJM,Natural Gas,734731
2020-04-24,PJM,Nuclear,699572
2020-04-24,PJM,Other,21517
2020-04-24,PJM,Petroleum,5177
2020-04-24,PJM,Solar,8051
2020-04-24,PJM,Wind,25469
2020-04-25,ISNE,Coal,0
2020-04-25,ISNE,Hydro,26904
2020-04-25,ISNE,Natural Gas,96993
2020-04-25,ISNE,Nuclear,29517
2020-04-25,ISNE,Other,15984
2020-04-25,ISNE,Petroleum,0
2020-04-25,ISNE,Solar,1569
2020-04-25,ISNE,Wind,4326
2020-04-25,PJM,Coal,220759
2020-04-25,PJM,Hydro,39244
2020-04-25,PJM,Natural Gas,625785
2020-04-25,PJM,Nuclear,702299
2020-04-25,PJM,Other,17892
2020-04-25,PJM,Petroleum,5319
2020-04-25,PJM,Solar,7078
2020-04-25,PJM,Wind,110541
2020-04-26,ISNE,Coal,0
2020-04-26,ISNE,Hydro,28018
2020-04-26,ISNE,Natural Gas,111754
2020-04-26,ISNE,Nuclear,29495
2020-04-26,ISNE,Other,16039
2020-04-26,ISNE,Petroleum,0
2020-04-26,ISNE,Solar,451
2020-04-26,ISNE,Wind,6690
2020-04-26,PJM,Coal,249514
2020-04-26,PJM,Hydro,36825
2020-04-26,PJM,Natural Gas,639344
2020-04-26,PJM,Nuclear,697411
2020-04-26,PJM,Other,19778
2020-04-26,PJM,Petroleum,5223
2020-04-26,PJM,Solar,7261
2020-04-26,PJM,Wind,105113
2020-04-27,ISNE,Coal,19
2020-04-27,ISNE,Hydro,27981
2020-04-27,ISNE,Natural Gas,123620
2020-04-27,ISNE,Nuclear,29569
2020-04-27,ISNE,Other,15057
2020-04-27,ISNE,Petroleum,0
2020-04-27,ISNE,Solar,450
2020-04-27,ISNE,Wind,19737
2020-04-27,PJM,Coal,297914
2020-04-27,PJM,Hydro,48943
2020-04-27,PJM,Natural Gas,707729
2020-04-27,PJM,Nuclear,677816
2020-04-27,PJM,Other,28428
2020-04-27,PJM,Petroleum,5220
2020-04-27,PJM,Solar,8879
2020-04-27,PJM,Wind,104496
2020-04-28,ISNE,Coal,0
2020-04-28,ISNE,Hydro,28707
2020-04-28,ISNE,Natural Gas,101209
2020-04-28,ISNE,Nuclear,40205
2020-04-28,ISNE,Other,14771
2020-04-28,ISNE,Petroleum,5
2020-04-28,ISNE,Solar,1339
2020-04-28,ISNE,Wind,9107
2020-04-28,PJM,Coal,274466
2020-04-28,PJM,Hydro,45265
2020-04-28,PJM,Natural Gas,706872
2020-04-28,PJM,Nuclear,687979
2020-04-28,PJM,Other,29613
2020-04-28,PJM,Petroleum,5388
2020-04-28,PJM,Solar,12999
2020-04-28,PJM,Wind,84469
2020-04-29,ISNE,Coal,0
2020-04-29,ISNE,Hydro,30985
2020-04-29,ISNE,Natural Gas,88564
2020-04-29,ISNE,Nuclear,47355
2020-04-29,ISNE,Other,14160
2020-04-29,ISNE,Petroleum,0
2020-04-29,ISNE,Solar,1445
2020-04-29,ISNE,Wind,6956
2020-04-29,PJM,Coal,249654
2020-04-29,PJM,Hydro,50121
2020-04-29,PJM,Natural Gas,682297
2020-04-29,PJM,Nuclear,696824
2020-04-29,PJM,Other,24978
2020-04-29,PJM,Petroleum,5247
2020-04-29,PJM,Solar,12640
2020-04-29,PJM,Wind,129897
2020-04-30,ISNE,Coal,0
2020-04-30,ISNE,Hydro,29835
2020-04-30,ISNE,Natural Gas,94463
2020-04-30,ISNE,Nuclear,56759
2020-04-30,ISNE,Other,14345
2020-04-30,ISNE,Petroleum,124
2020-04-30,ISNE,Solar,251
2020-04-30,ISNE,Wind,16147
2020-04-30,PJM,Coal,241529
2020-04-30,PJM,Hydro,58415
2020-04-30,PJM,Natural Gas,690335
2020-04-30,PJM,Nuclear,695832
2020-04-30,PJM,Other,26224
2020-04-30,PJM,Petroleum,5182
2020-04-30,PJM,Solar,3066
2020-04-30,PJM,Wind,129299
2020-05-01,ISNE,Coal,39
2020-05-01,ISNE,Hydro,28099
2020-05-01,ISNE,Natural Gas,87575
2020-05-01,ISNE,Nuclear,59415
2020-05-01,ISNE,Other,15141
2020-05-01,ISNE,Petroleum,45
2020-05-01,ISNE,Solar,668
2020-05-01,ISNE,Wind,14565
2020-05-01,PJM,Coal,249411
2020-05-01,PJM,Hydro,56848
2020-05-01,PJM,Natural Gas,706045
2020-05-01,PJM,Nuclear,682594
2020-05-01,PJM,Other,26565
2020-05-01,PJM,Petroleum,5120
2020-05-01,PJM,Solar,9539
2020-05-01,PJM,Wind,57690
2020-05-02,ISNE,Coal,0
2020-05-02,ISNE,Hydro,29614
2020-05-02,ISNE,Natural Gas,53911
2020-05-02,ISNE,Nuclear,59431
2020-05-02,ISNE,Other,15146
2020-05-02,ISNE,Petroleum,23
2020-05-02,ISNE,Solar,1676
2020-05-02,ISNE,Wind,19022
2020-05-02,PJM,Coal,226475
2020-05-02,PJM,Hydro,52498
2020-05-02,PJM,Natural Gas,593377
2020-05-02,PJM,Nuclear,667843
2020-05-02,PJM,Other,25866
2020-05-02,PJM,Petroleum,5091
2020-05-02,PJM,Solar,17361
2020-05-02,PJM,Wind,97119
2020-05-03,ISNE,Coal,0
2020-05-03,ISNE,Hydro,31559
2020-05-03,ISNE,Natural Gas,55756
2020-05-03,ISNE,Nuclear,59319
2020-05-03,ISNE,Other,15207
2020-05-03,ISNE,Petroleum,1
2020-05-03,ISNE,Solar,1678
2020-05-03,ISNE,Wind,7699
2020-05-03,PJM,Coal,262154
2020-05-03,PJM,Hydro,59109
2020-05-03,PJM,Natural Gas,613739
2020-05-03,PJM,Nuclear,653791
2020-05-03,PJM,Other,24086
2020-05-03,PJM,Petroleum,5026
2020-05-03,PJM,Solar,14529
2020-05-03,PJM,Wind,64181
2020-05-04,ISNE,Coal,3
2020-05-04,ISNE,Hydro,29535
2020-05-04,ISNE,Natural Gas,78276
2020-05-04,ISNE,Nuclear,59512
2020-05-04,ISNE,Other,14193
2020-05-04,ISNE,Petroleum,0
2020-05-04,ISNE,Solar,1342
2020-05-04,ISNE,Wind,13840
2020-05-04,PJM,Coal,288575
2020-05-04,PJM,Hydro,61112
2020-05-04,PJM,Natural Gas,657947
2020-05-04,PJM,Nuclear,648409
2020-05-04,PJM,Other,27300
2020-05-04,PJM,Petroleum,5138
2020-05-04,PJM,Solar,16238
2020-05-04,PJM,Wind,97577
2020-05-05,ISNE,Coal,3
2020-05-05,ISNE,Hydro,29349
2020-05-05,ISNE,Natural Gas,74020
2020-05-05,ISNE,Nuclear,59449
2020-05-05,ISNE,Other,14581
2020-05-05,ISNE,Petroleum,138
2020-05-05,ISNE,Solar,1903
2020-05-05,ISNE,Wind,16176
