date,respondent,class,total_renewable,total_mwh,pct_of_total
2023-03-27,ISNE,green,40243,260377,15.455666207076662
2023-03-27,ISNE,traditional,220134,260377,84.54433379292334
2023-03-27,PJM,green,118650,2076560,5.7137766305813456
2023-03-27,PJM,traditional,1957910,2076560,94.28622336941865
2023-03-28,ISNE,green,31465,277531,11.337472210311642
2023-03-28,ISNE,traditional,246066,277531,88.66252778968835
2023-03-28,PJM,green,93440,2095063,4.460009078485945
2023-03-28,PJM,traditional,2001623,2095063,95.53999092151405
2023-03-29,ISNE,green,38455,252399,15.235797289212716
2023-03-29,ISNE,traditional,213944,252399,84.76420271078729
2023-03-29,PJM,green,173651,2110156,8.229296791327275
2023-03-29,PJM,traditional,1936505,2110156,91.77070320867273
2023-03-30,ISNE,green,56441,263633,21.40892832080961
2023-03-30,ISNE,traditional,207192,263633,78.59107167919039
2023-03-30,PJM,green,192998,2145194,8.996762064410026
2023-03-30,PJM,traditional,1952196,2145194,91.00323793558998
2023-03-31,ISNE,green,40917,274175,14.923680131303
2023-03-31,ISNE,traditional,233258,274175,85.076319868697
2023-03-31,PJM,green,248683,2114520,11.76073056769385
2023-03-31,PJM,traditional,1865837,2114520,88.23926943230614
2023-04-03,ISNE,green,43287,240414,18.005191045446605
2023-04-03,ISNE,traditional,197127,240414,81.9948089545534
2023-04-03,PJM,green,169071,2010278,8.410329317636664
2023-04-03,PJM,traditional,1841207,2010278,91.58967068236333
2023-04-04,ISNE,green,36253,233623,15.517735839365132
2023-04-04,ISNE,traditional,197370,233623,84.48226416063487
2023-04-04,PJM,green,194571,1975222,9.850588946457664
2023-04-04,PJM,traditional,1780651,1975222,90.14941105354234
2023-04-05,ISNE,green,33950,261734,12.9711844850115
2023-04-05,ISNE,traditional,227784,261734,87.0288155149885
2023-04-05,PJM,green,227831,2058786,11.066278865311888
2023-04-05,PJM,traditional,1830955,2058786,88.93372113468811
2023-04-06,ISNE,green,36252,246264,14.720787447617193
2023-04-06,ISNE,traditional,210012,246264,85.27921255238282
2023-04-06,PJM,green,137184,2031545,6.75269314733368
2023-04-06,PJM,traditional,1894361,2031545,93.24730685266633
2023-04-10,ISNE,green,44388,222083,19.98712193189033
2023-04-10,ISNE,traditional,177695,222083,80.01287806810967
2023-04-10,PJM,green,136304,1992293,6.841563966745855
2023-04-10,PJM,traditional,1855989,1992293,93.15843603325415
2023-04-11,ISNE,green,51150,224946,22.738790643087675
2023-04-11,ISNE,traditional,173796,224946,77.26120935691233
2023-04-11,PJM,green,179162,1956212,9.15861880000736
2023-04-11,PJM,traditional,1777050,1956212,90.84138119999264
2023-04-12,ISNE,green,58019,221015,26.251159423568538
2023-04-12,ISNE,traditional,162996,221015,73.74884057643146
2023-04-12,PJM,green,234989,1967939,11.940868085850221
2023-04-12,PJM,traditional,1732950,1967939,88.05913191414977
2023-04-13,ISNE,green,44316,227445,19.48427092264064
2023-04-13,ISNE,traditional,183129,227445,80.51572907735937
2023-04-13,PJM,green,164785,2032229,8.108584219593363
2023-04-13,PJM,traditional,1867444,2032229,91.89141578040663
2023-04-14,ISNE,green,40835,241551,16.905332621268386
2023-04-14,ISNE,traditional,200716,241551,83.09466737873161
2023-04-14,PJM,green,112158,2054224,5.4598719516469485
2023-04-14,PJM,traditional,1942066,2054224,94.54012804835305
2023-04-17,ISNE,green,39183,248486,15.768695218241671
2023-04-17,ISNE,traditional,209303,248486,84.23130478175833
2023-04-17,PJM,green,246981,2019457,12.230069766278758
2023-04-17,PJM,traditional,1772476,2019457,87.76993023372124
2023-04-18,ISNE,green,39701,229963,17.26408161312907
2023-04-18,ISNE,traditional,190262,229963,82.73591838687094
2023-04-18,PJM,green,152791,1993686,7.663744441200872
2023-04-18,PJM,traditional,1840895,1993686,92.33625555879912
2023-04-19,ISNE,green,41788,236295,17.68467381874352
2023-04-19,ISNE,traditional,194507,236295,82.31532618125648
2023-04-19,PJM,green,209785,1997268,10.50359791475155
2023-04-19,PJM,traditional,1787483,1997268,89.49640208524845
2023-04-20,ISNE,green,44927,224957,19.971372306707504
2023-04-20,ISNE,traditional,180030,224957,80.02862769329249
2023-04-20,PJM,green,234593,2032432,11.542477189888764
2023-04-20,PJM,traditional,1797839,2032432,88.45752281011123
2023-04-21,ISNE,green,35831,211641,16.93008443543548
2023-04-21,ISNE,traditional,175810,211641,83.06991556456452
2023-04-21,PJM,green,150863,1969257,7.660909673039121
2023-04-21,PJM,traditional,1818394,1969257,92.33909032696089
2023-04-24,ISNE,green,34337,235534,14.578362359574415
2023-04-24,ISNE,traditional,201197,235534,85.42163764042559
2023-04-24,PJM,green,112548,1961983,5.736441141437005
2023-04-24,PJM,traditional,1849435,1961983,94.26355885856299
2023-04-25,ISNE,green,28775,227241,12.662767722374044
2023-04-25,ISNE,traditional,198466,227241,87.33723227762596
2023-04-25,PJM,green,114575,1956757,5.855351482069567
2023-04-25,PJM,traditional,1842182,1956757,94.14464851793043
2023-04-26,ISNE,green,30844,227509,13.557265866405285
2023-04-26,ISNE,traditional,196665,227509,86.44273413359471
2023-04-26,PJM,green,105610,1951937,5.4105229830675885
2023-04-26,PJM,traditional,1846327,1951937,94.5894770169324
2023-04-27,ISNE,green,29013,235613,12.31383667284912
2023-04-27,ISNE,traditional,206600,235613,87.68616332715088
2023-04-27,PJM,green,120508,1923106,6.266321253222651
2023-04-27,PJM,traditional,1802598,1923106,93.73367874677734
2023-04-28,ISNE,green,34209,220773,15.495101303148484
2023-04-28,ISNE,traditional,186564,220773,84.50489869685151
2023-04-28,PJM,green,126986,1936916,6.5560922621321724
2023-04-28,PJM,traditional,1809930,1936916,93.44390773786783
2023-05-01,ISNE,green,49829,220340,22.61459562494327
2023-05-01,ISNE,traditional,170511,220340,77.38540437505674
2023-05-01,PJM,green,280130,1975008,14.183740015230317
2023-05-01,PJM,traditional,1694878,1975008,85.81625998476969
2023-05-02,ISNE,green,38219,225764,16.928739745929377
2023-05-02,ISNE,traditional,187545,225764,83.07126025407062
2023-05-02,PJM,green,248259,2020222,12.288698964767239
2023-05-02,PJM,traditional,1771963,2020222,87.71130103523276
2023-05-03,ISNE,green,44949,232097,19.36647177688639
2023-05-03,ISNE,traditional,187148,232097,80.63352822311361
2023-05-03,PJM,green,175318,2013032,8.70915117096996
2023-05-03,PJM,traditional,1837714,2013032,91.29084882903004
2023-05-04,ISNE,green,42056,239102,17.589146054821793
2023-05-04,ISNE,traditional,197046,239102,82.4108539451782
2023-05-04,PJM,green,125644,1967108,6.3872446251044686
2023-05-04,PJM,traditional,1841464,1967108,93.61275537489553
2023-05-05,ISNE,green,40079,215874,18.565922714175862
2023-05-05,ISNE,traditional,175795,215874,81.43407728582413
2023-05-05,PJM,green,190957,1961409,9.735705301647949
2023-05-05,PJM,traditional,1770452,1961409,90.26429469835206
2023-05-08,ISNE,green,48112,231490,20.78361916281481
2023-05-08,ISNE,traditional,183378,231490,79.2163808371852
2023-05-08,PJM,green,179788,2036590,8.827893685032333
2023-05-08,PJM,traditional,1856802,2036590,91.17210631496768
2023-05-09,ISNE,green,39755,218156,18.22319807843928
2023-05-09,ISNE,traditional,178401,218156,81.77680192156072
2023-05-09,PJM,green,115908,1958823,5.917226824475718
2023-05-09,PJM,traditional,1842915,1958823,94.08277317552428
2023-05-10,ISNE,green,43132,213656,20.187591268206837
2023-05-10,ISNE,traditional,170524,213656,79.81240873179316
2023-05-10,PJM,green,133650,1947561,6.862429469474897
2023-05-10,PJM,traditional,1813911,1947561,93.13757053052511
2023-05-11,ISNE,green,38875,231760,16.773817742492234
2023-05-11,ISNE,traditional,192885,231760,83.22618225750776
2023-05-11,PJM,green,139513,2014451,6.925609012083194
2023-05-11,PJM,traditional,1874938,2014451,93.07439098791681
2023-05-12,ISNE,green,34851,241070,14.45679678101796
2023-05-12,ISNE,traditional,206219,241070,85.54320321898203
2023-05-12,PJM,green,129426,2113924,6.122547452037065
2023-05-12,PJM,traditional,1984498,2113924,93.87745254796293
2023-05-15,ISNE,green,45910,229757,19.981980962495157
2023-05-15,ISNE,traditional,183847,229757,80.01801903750484
2023-05-15,PJM,green,112122,1961354,5.716561110335004
2023-05-15,PJM,traditional,1849232,1961354,94.28343888966499
2023-05-16,ISNE,green,39500,243020,16.2538062710888
2023-05-16,ISNE,traditional,203520,243020,83.7461937289112
2023-05-16,PJM,green,106792,2007565,5.3194790704161505
2023-05-16,PJM,traditional,1900773,2007565,94.68052092958385
2023-05-17,ISNE,green,42772,222412,19.230976745859035
2023-05-17,ISNE,traditional,179640,222412,80.76902325414096
2023-05-17,PJM,green,151150,1979662,7.635141756522073
2023-05-17,PJM,traditional,1828512,1979662,92.36485824347793
2023-05-18,ISNE,green,34232,224387,15.255785762989834
2023-05-18,ISNE,traditional,190155,224387,84.74421423701017
2023-05-18,PJM,green,140086,1964682,7.130212421144999
2023-05-18,PJM,traditional,1824596,1964682,92.869787578855
2023-05-19,ISNE,green,36864,231010,15.957750746720922
2023-05-19,ISNE,traditional,194146,231010,84.04224925327908
2023-05-19,PJM,green,185007,1978195,9.352313599013241
2023-05-19,PJM,traditional,1793188,1978195,90.64768640098676
2023-05-22,ISNE,green,34485,236447,14.584663793577418
2023-05-22,ISNE,traditional,201962,236447,85.41533620642258
2023-05-22,PJM,green,103426,2040364,5.068997492604261
2023-05-22,PJM,traditional,1936938,2040364,94.93100250739573
2023-05-23,ISNE,green,36034,216263,16.66211973384259
2023-05-23,ISNE,traditional,180229,216263,83.3378802661574
2023-05-23,PJM,green,107318,2100070,5.110210612027219
2023-05-23,PJM,traditional,1992752,2100070,94.88978938797278
2023-05-24,ISNE,green,34187,225399,15.167325498338503
2023-05-24,ISNE,traditional,191212,225399,84.8326745016615
2023-05-24,PJM,green,139973,2087734,6.7045418621337785
2023-05-24,PJM,traditional,1947761,2087734,93.29545813786623
2023-05-25,ISNE,green,41413,224089,18.480603688712964
2023-05-25,ISNE,traditional,182676,224089,81.51939631128703
2023-05-25,PJM,green,178126,1975719,9.015755783084538
2023-05-25,PJM,traditional,1797593,1975719,90.98424421691547
2023-05-26,ISNE,green,34583,219202,15.776772109743526
2023-05-26,ISNE,traditional,184619,219202,84.22322789025648
2023-05-26,PJM,green,148958,1982397,7.514034777090563
2023-05-26,PJM,traditional,1833439,1982397,92.48596522290944
2023-05-30,ISNE,green,29964,223239,13.422385873436093
2023-05-30,ISNE,traditional,193275,223239,86.5776141265639
2023-05-30,PJM,green,93008,2220464,4.188674078931251
2023-05-30,PJM,traditional,2127456,2220464,95.81132592106874
2023-05-31,ISNE,green,25224,235775,10.698335277277065
2023-05-31,ISNE,traditional,210551,235775,89.30166472272293
2023-05-31,PJM,green,113223,2291901,4.940134848756556
2023-05-31,PJM,traditional,2178678,2291901,95.05986515124344
2023-06-01,ISNE,green,26861,261565,10.269340316938429
2023-06-01,ISNE,traditional,234704,261565,89.73065968306157
2023-06-01,PJM,green,98926,2424976,4.079463054479715
2023-06-01,PJM,traditional,2326050,2424976,95.92053694552028
2023-06-02,ISNE,green,25772,269765,9.553500268752432
2023-06-02,ISNE,traditional,243993,269765,90.44649973124757
2023-06-02,PJM,green,124568,2477575,5.0278195412853295
2023-06-02,PJM,traditional,2353007,2477575,94.97218045871467
2023-06-05,ISNE,green,26307,230399,11.418018307371126
2023-06-05,ISNE,traditional,204092,230399,88.58198169262887
2023-06-05,PJM,green,115063,2198004,5.234885832782834
2023-06-05,PJM,traditional,2082941,2198004,94.76511416721716
2023-06-06,ISNE,green,37204,236919,15.703257231374437
2023-06-06,ISNE,traditional,199715,236919,84.29674276862556
2023-06-06,PJM,green,121981,2211984,5.514551642326527
2023-06-06,PJM,traditional,2090003,2211984,94.48544835767348
2023-06-07,ISNE,green,25545,233465,10.941682907502196
2023-06-07,ISNE,traditional,207920,233465,89.0583170924978
2023-06-07,PJM,green,97465,2121210,4.594783166211737
2023-06-07,PJM,traditional,2023745,2121210,95.40521683378826
2023-06-08,ISNE,green,19808,232856,8.506544817397877
2023-06-08,ISNE,traditional,213048,232856,91.49345518260212
2023-06-08,PJM,green,100868,2107102,4.7870487522673315
2023-06-08,PJM,traditional,2006234,2107102,95.21295124773268
2023-06-09,ISNE,green,20028,233066,8.593274008220847
2023-06-09,ISNE,traditional,213038,233066,91.40672599177915
2023-06-09,PJM,green,97525,2103098,4.637206635163935
2023-06-09,PJM,traditional,2005573,2103098,95.36279336483607
2023-06-12,ISNE,green,27972,266544,10.494327390599675
2023-06-12,ISNE,traditional,238572,266544,89.50567260940032
2023-06-12,PJM,green,145270,2229155,6.516819153446036
2023-06-12,PJM,traditional,2083885,2229155,93.48318084655396
2023-06-13,ISNE,green,30054,267949,11.216313552205829
2023-06-13,ISNE,traditional,237895,267949,88.78368644779417
2023-06-13,PJM,green,174853,2212964,7.901303410267858
2023-06-13,PJM,traditional,2038111,2212964,92.09869658973214
2023-06-14,ISNE,green,25608,249619,10.258834463722714
2023-06-14,ISNE,traditional,224011,249619,89.7411655362773
2023-06-14,PJM,green,123414,2250066,5.484905776097235
2023-06-14,PJM,traditional,2126652,2250066,94.51509422390276
2023-06-15,ISNE,green,27926,250363,11.154204095653112
2023-06-15,ISNE,traditional,222437,250363,88.84579590434689
2023-06-15,PJM,green,131801,2239054,5.886459192140967
2023-06-15,PJM,traditional,2107253,2239054,94.11354080785902
2023-06-16,ISNE,green,27809,258871,10.742416106864036
2023-06-16,ISNE,traditional,231062,258871,89.25758389313596
2023-06-16,PJM,green,120613,2209079,5.459877170531248
2023-06-16,PJM,traditional,2088466,2209079,94.54012282946876
2023-06-20,ISNE,green,32879,253883,12.950453555377873
2023-06-20,ISNE,traditional,221004,253883,87.04954644462212
2023-06-20,PJM,green,153915,2416544,6.369219844538315
2023-06-20,PJM,traditional,2262629,2416544,93.63078015546168
2023-06-21,ISNE,green,30579,248801,12.29054545600701
2023-06-21,ISNE,traditional,218222,248801,87.70945454399299
2023-06-21,PJM,green,151439,2378423,6.367202133514518
2023-06-21,PJM,traditional,2226984,2378423,93.63279786648549
2023-06-22,ISNE,green,31267,258768,12.083024176095963
2023-06-22,ISNE,traditional,227501,258768,87.91697582390404
2023-06-22,PJM,green,107407,2277357,4.716300518539693
2023-06-22,PJM,traditional,2169950,2277357,95.2836994814603
2023-06-23,ISNE,green,32781,269628,12.157861943121635
2023-06-23,ISNE,traditional,236847,269628,87.84213805687835
2023-06-23,PJM,green,76065,2322731,3.2748088349447264
2023-06-23,PJM,traditional,2246666,2322731,96.72519116505526
2023-06-26,ISNE,green,37923,294622,12.871747527340116
2023-06-26,ISNE,traditional,256699,294622,87.12825247265988
2023-06-26,PJM,green,212460,2542091,8.357686644577239
2023-06-26,PJM,traditional,2329631,2542091,91.64231335542276
2023-06-27,ISNE,green,36695,270507,13.565268181599738
2023-06-27,ISNE,traditional,233812,270507,86.43473181840027
2023-06-27,PJM,green,131958,2457647,5.369282081600816
2023-06-27,PJM,traditional,2325689,2457647,94.63071791839918
2023-06-28,ISNE,green,34265,267482,12.810207789683044
2023-06-28,ISNE,traditional,233217,267482,87.18979221031695
2023-06-28,PJM,green,126104,2458697,5.128895508474611
2023-06-28,PJM,traditional,2332593,2458697,94.87110449152539
2023-06-29,ISNE,green,33679,260745,12.916450938656542
2023-06-29,ISNE,traditional,227066,260745,87.08354906134346
2023-06-29,PJM,green,161484,2611189,6.184309140395429
2023-06-29,PJM,traditional,2449705,2611189,93.81569085960457
2023-06-30,ISNE,green,34009,284769,11.942662298213639
2023-06-30,ISNE,traditional,250760,284769,88.05733770178637
2023-06-30,PJM,green,112621,2687440,4.190642395737207
2023-06-30,PJM,traditional,2574819,2687440,95.80935760426279
2023-07-05,ISNE,green,39027,346158,11.27433137469017
2023-07-05,ISNE,traditional,307131,346158,88.72566862530982
2023-07-05,PJM,green,126087,2844714,4.432326061600569
2023-07-05,PJM,traditional,2718627,2844714,95.56767393839944
2023-07-06,ISNE,green,39560,366867,10.783199361076358
2023-07-06,ISNE,traditional,327307,366867,89.21680063892364
2023-07-06,PJM,green,116256,2855120,4.071842864748241
2023-07-06,PJM,traditional,2738864,2855120,95.92815713525175
2023-07-07,ISNE,green,36643,339405,10.796246372328044
2023-07-07,ISNE,traditional,302762,339405,89.20375362767196
2023-07-07,PJM,green,108081,2773613,3.8967584879361326
2023-07-07,PJM,traditional,2665532,2773613,96.10324151206386
2023-07-10,ISNE,green,31490,338534,9.301872190090213
2023-07-10,ISNE,traditional,307044,338534,90.69812780990979
2023-07-10,PJM,green,114290,2594590,4.404934883738856
2023-07-10,PJM,traditional,2480300,2594590,95.59506511626114
2023-07-11,ISNE,green,37600,336643,11.16910198637726
2023-07-11,ISNE,traditional,299043,336643,88.83089801362274
2023-07-11,PJM,green,158780,2685872,5.911674122966396
2023-07-11,PJM,traditional,2527092,2685872,94.08832587703361
2023-07-12,ISNE,green,36805,382855,9.613300074440716
2023-07-12,ISNE,traditional,346050,382855,90.38669992555928
2023-07-12,PJM,green,169282,2750614,6.154334995750039
2023-07-12,PJM,traditional,2581332,2750614,93.84566500424995
2023-07-13,ISNE,green,39729,388909,10.215500284128163
2023-07-13,ISNE,traditional,349180,388909,89.78449971587183
2023-07-13,PJM,green,122864,2845176,4.318326880305472
2023-07-13,PJM,traditional,2722312,2845176,95.68167311969454
2023-07-14,ISNE,green,37271,362714,10.2755890315786
2023-07-14,ISNE,traditional,325443,362714,89.7244109684214
2023-07-14,PJM,green,116580,2864868,4.069297433599035
2023-07-14,PJM,traditional,2748288,2864868,95.93070256640097
2023-07-17,ISNE,green,36111,370953,9.734656411998285
2023-07-17,ISNE,traditional,334842,370953,90.26534358800171
2023-07-17,PJM,green,132505,2724945,4.862666952910976
2023-07-17,PJM,traditional,2592440,2724945,95.13733304708903
2023-07-18,ISNE,green,32663,366715,8.906916815510682
2023-07-18,ISNE,traditional,334052,366715,91.09308318448932
2023-07-18,PJM,green,109324,2722629,4.015383660425273
2023-07-18,PJM,traditional,2613305,2722629,95.98461633957473
2023-07-19,ISNE,green,36731,359842,10.207535529482383
2023-07-19,ISNE,traditional,323111,359842,89.79246447051761
2023-07-19,PJM,green,94728,2731761,3.4676532829921802
2023-07-19,PJM,traditional,2637033,2731761,96.53234671700783
2023-07-20,ISNE,green,40092,353959,11.32673558236971
2023-07-20,ISNE,traditional,313867,353959,88.67326441763029
2023-07-20,PJM,green,153908,2833947,5.430870796101692
2023-07-20,PJM,traditional,2680039,2833947,94.5691292038983
2023-07-21,ISNE,green,36118,347372,10.397498934859458
2023-07-21,ISNE,traditional,311254,347372,89.60250106514054
2023-07-21,PJM,green,135657,2683477,5.055269711646495
2023-07-21,PJM,traditional,2547820,2683477,94.94473028835351
2023-07-24,ISNE,green,37973,363230,10.45425763290477
2023-07-24,ISNE,traditional,325257,363230,89.54574236709523
2023-07-24,PJM,green,90371,2762496,3.2713531530905384
2023-07-24,PJM,traditional,2672125,2762496,96.72864684690946
2023-07-25,ISNE,green,35393,357811,9.891534916478252
2023-07-25,ISNE,traditional,322418,357811,90.10846508352175
2023-07-25,PJM,green,106188,2783677,3.8146667160018923
2023-07-25,PJM,traditional,2677489,2783677,96.1853332839981
2023-07-26,ISNE,green,37350,339705,10.994833752814943
2023-07-26,ISNE,traditional,302355,339705,89.00516624718506
2023-07-26,PJM,green,182415,2902533,6.284683068202843
2023-07-26,PJM,traditional,2720118,2902533,93.71531693179716
2023-07-27,ISNE,green,41131,362487,11.346889681560993
2023-07-27,ISNE,traditional,321356,362487,88.653110318439
2023-07-27,PJM,green,127979,3097917,4.131130692010148
2023-07-27,PJM,traditional,2969938,3097917,95.86886930798985
2023-07-28,ISNE,green,43294,380761,11.37038719826873
2023-07-28,ISNE,traditional,337467,380761,88.62961280173127
2023-07-28,PJM,green,158825,3009658,5.277177672679088
2023-07-28,PJM,traditional,2850833,3009658,94.72282232732091
2023-07-31,ISNE,green,38424,278298,13.806782657439149
2023-07-31,ISNE,traditional,239874,278298,86.19321734256086
2023-07-31,PJM,green,101437,2604490,3.894697234391378
2023-07-31,PJM,traditional,2503053,2604490,96.10530276560863
2023-08-01,ISNE,green,34627,287409,12.047987362956624
2023-08-01,ISNE,traditional,252782,287409,87.95201263704338
2023-08-01,PJM,green,106053,2551063,4.157208191252039
2023-08-01,PJM,traditional,2445010,2551063,95.84279180874796
2023-08-02,ISNE,green,27891,273612,10.19363185825183
2023-08-02,ISNE,traditional,245721,273612,89.80636814174817
2023-08-02,PJM,green,115130,2541197,4.530542102796438
2023-08-02,PJM,traditional,2426067,2541197,95.46945789720355
2023-08-03,ISNE,green,34645,289164,11.981090315530288
2023-08-03,ISNE,traditional,254519,289164,88.01890968446972
2023-08-03,PJM,green,80663,2611114,3.089217858737688
2023-08-03,PJM,traditional,2530451,2611114,96.9107821412623
2023-08-04,ISNE,green,34560,307687,11.23219375534228
2023-08-04,ISNE,traditional,273127,307687,88.76780624465772
2023-08-04,PJM,green,88790,2660345,3.3375370487662313
2023-08-04,PJM,traditional,2571555,2660345,96.66246295123378
2023-08-07,ISNE,green,28356,316055,8.971856164275206
2023-08-07,ISNE,traditional,287699,316055,91.02814383572479
2023-08-07,PJM,green,122577,2646429,4.6317887235969675
2023-08-07,PJM,traditional,2523852,2646429,95.36821127640303
2023-08-08,ISNE,green,41380,327926,12.618700560492307
2023-08-08,ISNE,traditional,286546,327926,87.3812994395077
2023-08-08,PJM,green,136570,2602121,5.248410815638473
2023-08-08,PJM,traditional,2465551,2602121,94.751589184361535
2023-08-09,ISNE,green,46467,310097,14.984666088352999
2023-08-09,ISNE,traditional,263630,310097,85.01533391164699
2023-08-09,PJM,green,125638,2634353,4.769216578036429
2023-08-09,PJM,traditional,2508715,2634353,95.23078342196357
2023-08-10,ISNE,green,37681,314247,11.990886150066666
2023-08-10,ISNE,traditional,276566,314247,88.00911384993333
2023-08-10,PJM,green,100783,2621928,3.84385078461346
2023-08-10,PJM,traditional,2521145,2621928,96.15614921538655
2023-08-11,ISNE,green,47362,301713,15.697699469363268
2023-08-11,ISNE,traditional,254351,301713,84.30230053063673
2023-08-11,PJM,green,167154,2621538,6.376180700031814
2023-08-11,PJM,traditional,2454384,2621538,93.62381929996819
2023-08-14,ISNE,green,38555,321788,11.981490919487364
2023-08-14,ISNE,traditional,283233,321788,88.01850908051263
2023-08-14,PJM,green,126939,2674547,4.746186924365135
2023-08-14,PJM,traditional,2547608,2674547,95.25381307563487
2023-08-15,ISNE,green,28309,315774,8.964955949508193
2023-08-15,ISNE,traditional,287465,315774,91.0350440504918
2023-08-15,PJM,green,157924,2672793,5.9085757857043175
2023-08-15,PJM,traditional,2514869,2672793,94.09142421429569
2023-08-16,ISNE,green,28511,311563,9.150958233166326
2023-08-16,ISNE,traditional,283052,311563,90.84904176683366
2023-08-16,PJM,green,117678,2562086,4.593054253448167
2023-08-16,PJM,traditional,2444408,2562086,95.40694574655183
2023-08-17,ISNE,green,30259,307169,9.850928967441376
2023-08-17,ISNE,traditional,276910,307169,90.14907103255862
2023-08-17,PJM,green,206429,2646037,7.8014404182556785
2023-08-17,PJM,traditional,2439608,2646037,92.19855958174432
2023-08-18,ISNE,green,37227,303468,12.267191268931157
2023-08-18,ISNE,traditional,266241,303468,87.73280873106884
2023-08-18,PJM,green,139872,2520051,5.550363861683752
2023-08-18,PJM,traditional,2380179,2520051,94.44963613831625
2023-08-21,ISNE,green,40137,318055,12.619515492603481
2023-08-21,ISNE,traditional,277918,318055,87.38048450739652
2023-08-21,PJM,green,129761,2883154,4.5006614284217905
2023-08-21,PJM,traditional,2753393,2883154,95.4993385715782
2023-08-22,ISNE,green,37069,282049,13.142751791355403
2023-08-22,ISNE,traditional,244980,282049,86.8572482086446
2023-08-22,PJM,green,117907,2795928,4.217097149855075
2023-08-22,PJM,traditional,2678021,2795928,95.78290285014492
2023-08-23,ISNE,green,30771,265329,11.597299955903804
2023-08-23,ISNE,traditional,234558,265329,88.40270004409619
2023-08-23,PJM,green,160765,2762826,5.818860833074541
2023-08-23,PJM,traditional,2602061,2762826,94.18113916692546
2023-08-24,ISNE,green,27288,269249,10.134856582568553
2023-08-24,ISNE,traditional,241961,269249,89.86514341743145
2023-08-24,PJM,green,172882,2843442,6.080025546503146
2023-08-24,PJM,traditional,2670560,2843442,93.91997445349686
2023-08-25,ISNE,green,34216,298742,11.453361094188297
2023-08-25,ISNE,traditional,264526,298742,88.5466389058117
2023-08-25,PJM,green,128892,2854317,4.515686239475153
2023-08-25,PJM,traditional,2725425,2854317,95.48431376052486
2023-08-28,ISNE,green,30602,290023,10.551576943897553
2023-08-28,ISNE,traditional,259421,290023,89.44842305610244
2023-08-28,PJM,green,100124,2543752,3.9360755293755054
2023-08-28,PJM,traditional,2443628,2543752,96.0639244706245
2023-08-29,ISNE,green,31692,303525,10.44131455399061
2023-08-29,ISNE,traditional,271833,303525,89.55868544600939
2023-08-29,PJM,green,113678,2555119,4.449029575530533
2023-08-29,PJM,traditional,2441441,2555119,95.55097042446947
2023-08-30,ISNE,green,31685,312872,10.127144647012196
2023-08-30,ISNE,traditional,281187,312872,89.8728553529878
2023-08-30,PJM,green,137228,2537447,5.408112957630248
2023-08-30,PJM,traditional,2400219,2537447,94.59188704236975
2023-08-31,ISNE,green,43857,273549,16.032593794895977
2023-08-31,ISNE,traditional,229692,273549,83.96740620510403
2023-08-31,PJM,green,116890,2368723,4.934726432765672
2023-08-31,PJM,traditional,2251833,2368723,95.06527356723433
2023-09-01,ISNE,green,32316,231061,13.985917138764222
2023-09-01,ISNE,traditional,198745,231061,86.01408286123578
2023-09-01,PJM,green,135588,2348805,5.772637575277641
2023-09-01,PJM,traditional,2213217,2348805,94.22736242472236
2023-09-05,ISNE,green,33351,370819,8.993875718342371
2023-09-05,ISNE,traditional,337468,370819,91.00612428165763
2023-09-05,PJM,green,178746,2979564,5.999065635106344
2023-09-05,PJM,traditional,2800818,2979564,94.00093436489365
2023-09-06,ISNE,green,29731,376492,7.896847741784686
2023-09-06,ISNE,traditional,346761,376492,92.10315225821532
2023-09-06,PJM,green,171006,3006006,5.688811000377244
2023-09-06,PJM,traditional,2835000,3006006,94.31118899962276
2023-09-07,ISNE,green,29070,389533,7.462782357335579
2023-09-07,ISNE,traditional,360463,389533,92.53721764266443
2023-09-07,PJM,green,113399,2803401,4.045050993418352
2023-09-07,PJM,traditional,2690002,2803401,95.95494900658164
2023-09-08,ISNE,green,26987,365256,7.388516547298334
2023-09-08,ISNE,traditional,338269,365256,92.61148345270168
2023-09-08,PJM,green,94367,2594302,3.63747165904355
2023-09-08,PJM,traditional,2499935,2594302,96.36252834095646
2023-09-11,ISNE,green,22424,323050,6.941340349791054
2023-09-11,ISNE,traditional,300626,323050,93.05865965020894
2023-09-11,PJM,green,95620,2447152,3.9073992951806837
2023-09-11,PJM,traditional,2351532,2447152,96.09260070481932
2023-09-12,ISNE,green,25296,314250,8.049642004773268
2023-09-12,ISNE,traditional,288954,314250,91.95035799522672
2023-09-12,PJM,green,99574,2387290,4.171005617248009
2023-09-12,PJM,traditional,2287716,2387290,95.82899438275199
2023-09-13,ISNE,green,26999,311126,8.677834703624898
2023-09-13,ISNE,traditional,284127,311126,91.3221652963751
2023-09-13,PJM,green,92946,2349550,3.9559064501713093
2023-09-13,PJM,traditional,2256604,2349550,96.04409354982869
2023-09-14,ISNE,green,35575,274313,12.968761961700684
2023-09-14,ISNE,traditional,238738,274313,87.03123803829932
2023-09-14,PJM,green,98201,2206667,4.450195702387356
2023-09-14,PJM,traditional,2108466,2206667,95.54980429761264
2023-09-15,ISNE,green,38242,240857,15.877470864454843
2023-09-15,ISNE,traditional,202615,240857,84.12252913554515
2023-09-15,PJM,green,111181,2144220,5.185148911958661
2023-09-15,PJM,traditional,2033039,2144220,94.81485108804134
2023-09-18,ISNE,green,20897,281540,7.422391134474675
