date,respondent,class,total_renewable,total_mwh,pct_of_total
2021-01-08,ISNE,green,43334,290190,14.932974947448225
2021-01-08,ISNE,traditional,246856,290190,85.06702505255178
2021-01-08,PJM,green,132541,2473967,5.357427968926021
2021-01-08,PJM,traditional,2341426,2473967,94.64257203107398
2021-01-11,ISNE,green,34553,294050,11.750722666213228
2021-01-11,ISNE,traditional,259497,294050,88.24927733378676
2021-01-11,PJM,green,123825,2513200,4.926985516473023
2021-01-11,PJM,traditional,2389375,2513200,95.07301448352698
2021-01-12,ISNE,green,27671,277406,9.97491042010627
2021-01-12,ISNE,traditional,249735,277406,90.02508957989373
2021-01-12,PJM,green,178325,2466434,7.230073863723903
2021-01-12,PJM,traditional,2288109,2466434,92.7699261362761
2021-01-13,ISNE,green,28268,272124,10.387911393335392
2021-01-13,ISNE,traditional,243856,272124,89.61208860666461
2021-01-13,PJM,green,191570,2432276,7.87616208029023
2021-01-13,PJM,traditional,2240706,2432276,92.12383791970977
2021-01-14,ISNE,green,24425,266142,9.177431596666441
2021-01-14,ISNE,traditional,241717,266142,90.82256840333356
2021-01-14,PJM,green,168996,2342189,7.215301583262495
2021-01-14,PJM,traditional,2173193,2342189,92.78469841673751
2021-01-15,ISNE,green,26845,256987,10.446053691431862
2021-01-15,ISNE,traditional,230142,256987,89.55394630856813
2021-01-15,PJM,green,123017,2317026,5.309262822255771
2021-01-15,PJM,traditional,2194009,2317026,94.69073717774424
2021-01-19,ISNE,green,35198,270581,13.008304352485947
2021-01-19,ISNE,traditional,235383,270581,86.99169564751405
2021-01-19,PJM,green,181694,2413433,7.528445993735894
2021-01-19,PJM,traditional,2231739,2413433,92.4715540062641
2021-01-20,ISNE,green,33171,283820,11.687337044605735
2021-01-20,ISNE,traditional,250649,283820,88.31266295539426
2021-01-20,PJM,green,204608,2433742,8.407136007021286
2021-01-20,PJM,traditional,2229134,2433742,91.5928639929787
2021-01-21,ISNE,green,33058,308464,10.716971834638727
2021-01-21,ISNE,traditional,275406,308464,89.28302816536127
2021-01-21,PJM,green,239130,2410132,9.92186320085373
2021-01-21,PJM,traditional,2171002,2410132,90.07813679914626
2021-01-22,ISNE,green,24459,292678,8.356965675588873
2021-01-22,ISNE,traditional,268219,292678,91.64303432441113
2021-01-22,PJM,green,187651,2418874,7.757783166878474
2021-01-22,PJM,traditional,2231223,2418874,92.24221683312153
2021-01-25,ISNE,green,40555,294218,13.783996900257634
2021-01-25,ISNE,traditional,253663,294218,86.21600309974237
2021-01-25,PJM,green,136168,2444699,5.5699290587512005
2021-01-25,PJM,traditional,2308531,2444699,94.4300709412488
2021-01-26,ISNE,green,28357,298090,9.512898788956356
2021-01-26,ISNE,traditional,269733,298090,90.48710121104364
2021-01-26,PJM,green,104983,2440685,4.301374409233474
2021-01-26,PJM,traditional,2335702,2440685,95.69862559076653
2021-01-27,ISNE,green,24783,298258,8.309249039422244
2021-01-27,ISNE,traditional,273475,298258,91.69075096057774
2021-01-27,PJM,green,102583,2464411,4.162576777980621
2021-01-27,PJM,traditional,2361828,2464411,95.83742322201938
2021-01-28,ISNE,green,32891,304641,10.796642605558674
2021-01-28,ISNE,traditional,271750,304641,89.20335739444133
2021-01-28,PJM,green,121050,2595407,4.664008380959133
2021-01-28,PJM,traditional,2474357,2595407,95.33599161904087
2021-01-29,ISNE,green,50333,351646,14.313542596816117
2021-01-29,ISNE,traditional,301313,351646,85.68645740318388
2021-01-29,PJM,green,154721,2653716,5.830352607438023
2021-01-29,PJM,traditional,2498995,2653716,94.16964739256197
2021-02-01,ISNE,green,30449,317670,9.585104038782385
2021-02-01,ISNE,traditional,287221,317670,90.41489596121761
2021-02-01,PJM,green,174796,2614447,6.6857733203235705
2021-02-01,PJM,traditional,2439651,2614447,93.31422667967642
2021-02-02,ISNE,green,38097,292088,13.042987045000137
2021-02-02,ISNE,traditional,253991,292088,86.95701295499987
2021-02-02,PJM,green,151586,2631291,5.760898357498277
2021-02-02,PJM,traditional,2479705,2631291,94.23910164250172
2021-02-03,ISNE,green,25308,278716,9.08021068040586
2021-02-03,ISNE,traditional,253408,278716,90.91978931959413
2021-02-03,PJM,green,131585,2582326,5.095599858422213
2021-02-03,PJM,traditional,2450741,2582326,94.90440014157778
2021-02-04,ISNE,green,21031,274946,7.649138376262974
2021-02-04,ISNE,traditional,253915,274946,92.35086162373702
2021-02-04,PJM,green,229540,2535160,9.05426087505325
2021-02-04,PJM,traditional,2305620,2535160,90.94573912494674
2021-02-05,ISNE,green,22400,279560,8.012591214766061
2021-02-05,ISNE,traditional,257160,279560,91.98740878523394
2021-02-05,PJM,green,230439,2451726,9.399051933209503
2021-02-05,PJM,traditional,2221287,2451726,90.6009480667905
2021-02-08,ISNE,green,35858,299462,11.974140291589585
2021-02-08,ISNE,traditional,263604,299462,88.02585970841041
2021-02-08,PJM,green,79897,2714594,2.943239394178282
2021-02-08,PJM,traditional,2634697,2714594,97.05676060582171
2021-02-09,ISNE,green,20969,307009,6.830092928871792
2021-02-09,ISNE,traditional,286040,307009,93.16990707112821
2021-02-09,PJM,green,80704,2600709,3.1031537938308364
2021-02-09,PJM,traditional,2520005,2600709,96.89684620616916
2021-02-10,ISNE,green,31286,314557,9.946051113152784
2021-02-10,ISNE,traditional,283271,314557,90.05394888684721
2021-02-10,PJM,green,91339,2665512,3.426696259480355
2021-02-10,PJM,traditional,2574173,2665512,96.57330374051965
2021-02-11,ISNE,green,33331,301439,11.057295174148003
2021-02-11,ISNE,traditional,268108,301439,88.94270482585199
2021-02-11,PJM,green,105362,2670495,3.9454108695204444
2021-02-11,PJM,traditional,2565133,2670495,96.05458913047956
2021-02-12,ISNE,green,31147,320139,9.729211373809502
2021-02-12,ISNE,traditional,288992,320139,90.2707886261905
2021-02-12,PJM,green,123754,2756435,4.4896396976529465
2021-02-12,PJM,traditional,2632681,2756435,95.51036030234705
2021-02-16,ISNE,green,24040,286977,8.376977945967795
2021-02-16,ISNE,traditional,262937,286977,91.6230220540322
2021-02-16,PJM,green,140558,2732393,5.144135561758502
2021-02-16,PJM,traditional,2591835,2732393,94.8558644382415
2021-02-17,ISNE,green,34090,301819,11.294848899505995
2021-02-17,ISNE,traditional,267729,301819,88.705151100494
2021-02-17,PJM,green,88663,2862748,3.0971290522253443
2021-02-17,PJM,traditional,2774085,2862748,96.90287094777466
2021-02-18,ISNE,green,27226,329511,8.262546622115801
2021-02-18,ISNE,traditional,302285,329511,91.7374533778842
2021-02-18,PJM,green,93915,2778541,3.380011308092988
2021-02-18,PJM,traditional,2684626,2778541,96.61998869190701
2021-02-19,ISNE,green,20651,320016,6.4531148442577875
2021-02-19,ISNE,traditional,299365,320016,93.54688515574222
2021-02-19,PJM,green,105270,2754621,3.8215783586925385
2021-02-19,PJM,traditional,2649351,2754621,96.17842164130747
2021-02-22,ISNE,green,28333,309008,9.16901827784394
2021-02-22,ISNE,traditional,280675,309008,90.83098172215605
2021-02-22,PJM,green,240430,2520079,9.540573926452305
2021-02-22,PJM,traditional,2279649,2520079,90.4594260735477
2021-02-23,ISNE,green,24684,282203,8.746894965680733
2021-02-23,ISNE,traditional,257519,282203,91.25310503431928
2021-02-23,PJM,green,214595,2387473,8.988373899935203
2021-02-23,PJM,traditional,2172878,2387473,91.0116261000648
2021-02-24,ISNE,green,29057,257164,11.299015414288158
2021-02-24,ISNE,traditional,228107,257164,88.70098458571184
2021-02-24,PJM,green,218754,2238783,9.771112251611703
2021-02-24,PJM,traditional,2020029,2238783,90.2288877483883
2021-02-25,ISNE,green,43590,259302,16.810514380914917
2021-02-25,ISNE,traditional,215712,259302,83.18948561908508
2021-02-25,PJM,green,106877,2223919,4.805795534819389
2021-02-25,PJM,traditional,2117042,2223919,95.1942044651806
2021-02-26,ISNE,green,35488,262366,13.52614286912176
2021-02-26,ISNE,traditional,226878,262366,86.47385713087824
2021-02-26,PJM,green,139591,2279262,6.124394650549169
2021-02-26,PJM,traditional,2139671,2279262,93.87560534945084
2021-03-01,ISNE,green,34456,273102,12.616531552313786
2021-03-01,ISNE,traditional,238646,273102,87.38346844768621
2021-03-01,PJM,green,177511,2262732,7.8449856191541905
2021-03-01,PJM,traditional,2085221,2262732,92.15501438084581
2021-03-02,ISNE,green,41948,314390,13.342663570724259
2021-03-02,ISNE,traditional,272442,314390,86.65733642927574
2021-03-02,PJM,green,163885,2384084,6.8741285961400695
2021-03-02,PJM,traditional,2220199,2384084,93.12587140385993
2021-03-03,ISNE,green,39616,294447,13.454373792227464
2021-03-03,ISNE,traditional,254831,294447,86.54562620777254
2021-03-03,PJM,green,178058,2287409,7.784265953312241
2021-03-03,PJM,traditional,2109351,2287409,92.21573404668776
2021-03-04,ISNE,green,39903,289117,13.80167890507995
2021-03-04,ISNE,traditional,249214,289117,86.19832109492005
2021-03-04,PJM,green,164956,2246146,7.3439571603983
2021-03-04,PJM,traditional,2081190,2246146,92.65604283960171
2021-03-05,ISNE,green,40242,291911,13.78570865777583
2021-03-05,ISNE,traditional,251669,291911,86.21429134222417
2021-03-05,PJM,green,154760,2346920,6.594174492526375
2021-03-05,PJM,traditional,2192160,2346920,93.40582550747362
2021-03-08,ISNE,green,25454,277938,9.158157574710907
2021-03-08,ISNE,traditional,252484,277938,90.84184242528909
2021-03-08,PJM,green,226202,2318847,9.75493424102582
2021-03-08,PJM,traditional,2092645,2318847,90.24506575897418
2021-03-09,ISNE,green,29944,262629,11.40163500603513
2021-03-09,ISNE,traditional,232685,262629,88.59836499396488
2021-03-09,PJM,green,197999,2133437,9.280752138450772
2021-03-09,PJM,traditional,1935438,2133437,90.71924786154922
2021-03-10,ISNE,green,24021,245746,9.774726750384543
2021-03-10,ISNE,traditional,221725,245746,90.22527324961546
2021-03-10,PJM,green,239104,2046609,11.682935040352115
2021-03-10,PJM,traditional,1807505,2046609,88.31706495964788
2021-03-11,ISNE,green,35404,235436,15.037632307718447
2021-03-11,ISNE,traditional,200032,235436,84.96236769228156
2021-03-11,PJM,green,197766,1996390,9.906180656084231
2021-03-11,PJM,traditional,1798624,1996390,90.09381934391577
2021-03-12,ISNE,green,43106,219522,19.636300689680304
2021-03-12,ISNE,traditional,176416,219522,80.36369931031969
2021-03-12,PJM,green,124906,1958374,6.3780462771666695
2021-03-12,PJM,traditional,1833468,1958374,93.62195372283333
2021-03-15,ISNE,green,55261,290763,19.005513081100414
2021-03-15,ISNE,traditional,235502,290763,80.99448691889958
2021-03-15,PJM,green,226517,2267329,9.990477782447982
2021-03-15,PJM,traditional,2040812,2267329,90.00952221755202
2021-03-16,ISNE,green,30853,283392,10.887039859981932
2021-03-16,ISNE,traditional,252539,283392,89.11296014001807
2021-03-16,PJM,green,87420,2274614,3.843289454826181
2021-03-16,PJM,traditional,2187194,2274614,96.15671054517382
2021-03-17,ISNE,green,27344,259563,10.534629357805233
2021-03-17,ISNE,traditional,232219,259563,89.46537064219477
2021-03-17,PJM,green,128222,2187582,5.861357425687357
2021-03-17,PJM,traditional,2059360,2187582,94.13864257431264
2021-03-18,ISNE,green,31819,265558,11.981939915197433
2021-03-18,ISNE,traditional,233739,265558,88.01806008480256
2021-03-18,PJM,green,237687,2165846,10.974325967774256
2021-03-18,PJM,traditional,1928159,2165846,89.02567403222574
2021-03-19,ISNE,green,46253,255065,18.13380902907102
2021-03-19,ISNE,traditional,208812,255065,81.86619097092898
2021-03-19,PJM,green,190842,2169620,8.796102543302514
2021-03-19,PJM,traditional,1978778,2169620,91.20389745669749
2021-03-22,ISNE,green,32956,234969,14.02567998331695
2021-03-22,ISNE,traditional,202013,234969,85.97432001668305
2021-03-22,PJM,green,186920,2013376,9.28390921516895
2021-03-22,PJM,traditional,1826456,2013376,90.71609078483105
2021-03-23,ISNE,green,33290,236609,14.06962541577032
2021-03-23,ISNE,traditional,203319,236609,85.93037458422967
2021-03-23,PJM,green,206351,2002679,10.303748129380695
2021-03-23,PJM,traditional,1796328,2002679,89.6962518706193
2021-03-24,ISNE,green,31617,245853,12.860123732474282
2021-03-24,ISNE,traditional,214236,245853,87.13987626752572
2021-03-24,PJM,green,213814,1997079,10.706336604611035
2021-03-24,PJM,traditional,1783265,1997079,89.29366339538896
2021-03-25,ISNE,green,39954,233196,17.13322698502547
2021-03-25,ISNE,traditional,193242,233196,82.86677301497453
2021-03-25,PJM,green,137311,2013086,6.820920715756803
2021-03-25,PJM,traditional,1875775,2013086,93.17907928424319
2021-03-26,ISNE,green,37333,230563,16.19210367665237
2021-03-26,ISNE,traditional,193230,230563,83.80789632334763
2021-03-26,PJM,green,153046,1969311,7.77155055753002
2021-03-26,PJM,traditional,1816265,1969311,92.22844944246998
2021-03-29,ISNE,green,51223,238348,21.490845318609765
2021-03-29,ISNE,traditional,187125,238348,78.50915468139024
2021-03-29,PJM,green,203526,2018887,10.08109914026887
2021-03-29,PJM,traditional,1815361,2018887,89.91890085973114
2021-03-30,ISNE,green,45047,233836,19.264356215467252
2021-03-30,ISNE,traditional,188789,233836,80.73564378453275
2021-03-30,PJM,green,258502,2006863,12.880899194414367
2021-03-30,PJM,traditional,1748361,2006863,87.11910080558563
2021-03-31,ISNE,green,46783,242490,19.29275434038517
2021-03-31,ISNE,traditional,195707,242490,80.70724565961484
2021-03-31,PJM,green,225248,2017022,11.167354644619643
2021-03-31,PJM,traditional,1791774,2017022,88.83264535538035
2021-04-01,ISNE,green,46188,255468,18.079759500211377
2021-04-01,ISNE,traditional,209280,255468,81.92024049978862
2021-04-01,PJM,green,186529,2148102,8.683433095821334
2021-04-01,PJM,traditional,1961573,2148102,91.31656690417867
2021-04-05,ISNE,green,49753,235673,21.111030962392807
2021-04-05,ISNE,traditional,185920,235673,78.8889690376072
2021-04-05,PJM,green,181821,1947438,9.33642046627415
2021-04-05,PJM,traditional,1765617,1947438,90.66357953372585
2021-04-06,ISNE,green,35932,222708,16.134130790092858
2021-04-06,ISNE,traditional,186776,222708,83.86586920990715
2021-04-06,PJM,green,183439,1940896,9.451253441709397
2021-04-06,PJM,traditional,1757457,1940896,90.5487465582906
2021-04-07,ISNE,green,32334,222685,14.520061970945505
2021-04-07,ISNE,traditional,190351,222685,85.4799380290545
2021-04-07,PJM,green,173437,1969784,8.804874036950244
2021-04-07,PJM,traditional,1796347,1969784,91.19512596304975
2021-04-08,ISNE,green,28212,214745,13.137442082469905
2021-04-08,ISNE,traditional,186533,214745,86.8625579175301
2021-04-08,PJM,green,185348,1923189,9.637534324499567
2021-04-08,PJM,traditional,1737841,1923189,90.36246567550043
2021-04-09,ISNE,green,29762,215607,13.803818985468933
2021-04-09,ISNE,traditional,185845,215607,86.19618101453106
2021-04-09,PJM,green,181535,1923998,9.435300868296121
2021-04-09,PJM,traditional,1742463,1923998,90.56469913170388
2021-04-12,ISNE,green,39206,243314,16.11333503209844
2021-04-12,ISNE,traditional,204108,243314,83.88666496790155
2021-04-12,PJM,green,159850,1939887,8.240170690354644
2021-04-12,PJM,traditional,1780037,1939887,91.75982930964535
2021-04-13,ISNE,green,32772,226707,14.455663036430282
2021-04-13,ISNE,traditional,193935,226707,85.54433696356972
2021-04-13,PJM,green,145554,1933154,7.52935358486701
2021-04-13,PJM,traditional,1787600,1933154,92.47064641513299
2021-04-14,ISNE,green,26342,228317,11.53746764367086
2021-04-14,ISNE,traditional,201975,228317,88.46253235632913
2021-04-14,PJM,green,131334,1940506,6.768028545132044
2021-04-14,PJM,traditional,1809172,1940506,93.23197145486796
2021-04-15,ISNE,green,26549,256016,10.370054996562715
2021-04-15,ISNE,traditional,229467,256016,89.62994500343729
2021-04-15,PJM,green,153959,1950402,7.893706015477835
2021-04-15,PJM,traditional,1796443,1950402,92.10629398452217
2021-04-16,ISNE,green,40743,267386,15.237521784985002
2021-04-16,ISNE,traditional,226643,267386,84.76247821501501
2021-04-16,PJM,green,135460,1941873,6.97573940211332
2021-04-16,PJM,traditional,1806413,1941873,93.02426059788668
2021-04-19,ISNE,green,30638,218380,14.029673046982325
2021-04-19,ISNE,traditional,187742,218380,85.97032695301768
2021-04-19,PJM,green,166278,1908366,8.713108491767303
2021-04-19,PJM,traditional,1742088,1908366,91.2868915082327
2021-04-20,ISNE,green,37380,226059,16.53550621740342
2021-04-20,ISNE,traditional,188679,226059,83.46449378259658
2021-04-20,PJM,green,103384,1983179,5.213044309162209
2021-04-20,PJM,traditional,1879795,1983179,94.7869556908378
2021-04-21,ISNE,green,34014,236173,14.402154352953131
2021-04-21,ISNE,traditional,202159,236173,85.59784564704687
2021-04-21,PJM,green,137406,2003168,6.859434655505679
2021-04-21,PJM,traditional,1865762,2003168,93.14056534449432
2021-04-22,ISNE,green,51296,248596,20.63428212843328
2021-04-22,ISNE,traditional,197300,248596,79.36571787156672
2021-04-22,PJM,green,155271,2075012,7.4828964844540655
2021-04-22,PJM,traditional,1919741,2075012,92.51710351554593
2021-04-23,ISNE,green,53830,225747,23.84527812108245
2021-04-23,ISNE,traditional,171917,225747,76.15472187891756
2021-04-23,PJM,green,161961,1972997,8.208882223338405
2021-04-23,PJM,traditional,1811036,1972997,91.79111777666161
2021-04-26,ISNE,green,48959,225765,21.685823754789272
2021-04-26,ISNE,traditional,176806,225765,78.31417624521073
2021-04-26,PJM,green,188868,1934541,9.762936014279356
2021-04-26,PJM,traditional,1745673,1934541,90.23706398572064
2021-04-27,ISNE,green,46171,242052,19.074826896699882
2021-04-27,ISNE,traditional,195881,242052,80.92517310330012
2021-04-27,PJM,green,193288,1990113,9.712413315223808
2021-04-27,PJM,traditional,1796825,1990113,90.28758668477619
2021-04-28,ISNE,green,26771,242527,11.038358615741753
2021-04-28,ISNE,traditional,215756,242527,88.96164138425824
2021-04-28,PJM,green,150893,2031115,7.429072209106821
2021-04-28,PJM,traditional,1880222,2031115,92.57092779089318
2021-04-29,ISNE,green,26807,270255,9.919150431999409
2021-04-29,ISNE,traditional,243448,270255,90.08084956800059
2021-04-29,PJM,green,137890,2065909,6.67454374805473
2021-04-29,PJM,traditional,1928019,2065909,93.32545625194527
2021-04-30,ISNE,green,39774,231350,17.19213313161876
2021-04-30,ISNE,traditional,191576,231350,82.80786686838124
2021-04-30,PJM,green,181679,1924413,9.44074894526279
2021-04-30,PJM,traditional,1742734,1924413,90.55925105473722
2021-05-03,ISNE,green,40143,236615,16.96553472941276
2021-05-03,ISNE,traditional,196472,236615,83.03446527058725
2021-05-03,PJM,green,105441,2005046,5.258782092779916
2021-05-03,PJM,traditional,1899605,2005046,94.74121790722009
2021-05-04,ISNE,green,37661,252141,14.936483951439868
2021-05-04,ISNE,traditional,214480,252141,85.06351604856013
2021-05-04,PJM,green,145259,2027289,7.165184638204025
2021-05-04,PJM,traditional,1882030,2027289,92.83481536179598
2021-05-05,ISNE,green,37179,254048,14.63463597430407
2021-05-05,ISNE,traditional,216869,254048,85.36536402569594
2021-05-05,PJM,green,124677,1980206,6.2961631264626
2021-05-05,PJM,traditional,1855529,1980206,93.7038368735374
2021-05-06,ISNE,green,44467,223517,19.89423623259081
2021-05-06,ISNE,traditional,179050,223517,80.10576376740919
2021-05-06,PJM,green,133914,1905256,7.028661765138124
2021-05-06,PJM,traditional,1771342,1905256,92.97133823486188
2021-05-07,ISNE,green,34680,226780,15.292353823088456
2021-05-07,ISNE,traditional,192100,226780,84.70764617691154
2021-05-07,PJM,green,129746,1873782,6.924284681996092
2021-05-07,PJM,traditional,1744036,1873782,93.0757153180039
2021-05-10,ISNE,green,30992,234216,13.232230078218397
2021-05-10,ISNE,traditional,203224,234216,86.7677699217816
2021-05-10,PJM,green,102083,1933916,5.278564322338716
2021-05-10,PJM,traditional,1831833,1933916,94.72143567766128
2021-05-11,ISNE,green,37426,221244,16.916164958145757
2021-05-11,ISNE,traditional,183818,221244,83.08383504185424
2021-05-11,PJM,green,119942,1911988,6.273156526086984
2021-05-11,PJM,traditional,1792046,1911988,93.72684347391301
2021-05-12,ISNE,green,37690,232385,16.218774877896593
2021-05-12,ISNE,traditional,194695,232385,83.78122512210341
2021-05-12,PJM,green,112191,1904233,5.89166346765338
2021-05-12,PJM,traditional,1792042,1904233,94.10833653234661
2021-05-13,ISNE,green,32316,231680,13.948549723756907
2021-05-13,ISNE,traditional,199364,231680,86.05145027624309
2021-05-13,PJM,green,87861,1913511,4.591611963558088
2021-05-13,PJM,traditional,1825650,1913511,95.40838803644192
2021-05-14,ISNE,green,34698,234850,14.774536938471364
2021-05-14,ISNE,traditional,200152,234850,85.22546306152864
2021-05-14,PJM,green,86240,1885333,4.574258234486958
2021-05-14,PJM,traditional,1799093,1885333,95.42574176551304
2021-05-17,ISNE,green,24003,229670,10.451081987199025
2021-05-17,ISNE,traditional,205667,229670,89.54891801280097
2021-05-17,PJM,green,128654,1933711,6.6532175697402565
2021-05-17,PJM,traditional,1805057,1933711,93.34678243025975
2021-05-18,ISNE,green,32876,242331,13.566568041232859
2021-05-18,ISNE,traditional,209455,242331,86.43343195876713
2021-05-18,PJM,green,160371,2030763,7.897081047862306
2021-05-18,PJM,traditional,1870392,2030763,92.10291895213768
2021-05-19,ISNE,green,24490,248232,9.865770730606851
2021-05-19,ISNE,traditional,223742,248232,90.13422926939315
2021-05-19,PJM,green,176328,2146441,8.2149008521548
2021-05-19,PJM,traditional,1970113,2146441,91.7850991478452
2021-05-20,ISNE,green,19393,242012,8.013239012941508
2021-05-20,ISNE,traditional,222619,242012,91.98676098705849
2021-05-20,PJM,green,175589,2237012,7.849265001707635
2021-05-20,PJM,traditional,2061423,2237012,92.15073499829236
2021-05-21,ISNE,green,20877,244476,8.53948853875227
2021-05-21,ISNE,traditional,223599,244476,91.46051146124773
2021-05-21,PJM,green,156513,2252003,6.949946336661185
2021-05-21,PJM,traditional,2095490,2252003,93.05005366333882
2021-05-24,ISNE,green,19179,238671,8.03574795429692
2021-05-24,ISNE,traditional,219492,238671,91.96425204570308
2021-05-24,PJM,green,91480,2282532,4.0078299011799174
2021-05-24,PJM,traditional,2191052,2282532,95.99217009882008
2021-05-25,ISNE,green,28732,236817,12.132574941832724
2021-05-25,ISNE,traditional,208085,236817,87.86742505816729
2021-05-25,PJM,green,129708,2313091,5.607561483746208
2021-05-25,PJM,traditional,2183383,2313091,94.39243851625379
2021-05-26,ISNE,green,32782,294373,11.136211541139982
2021-05-26,ISNE,traditional,261591,294373,88.86378845886001
2021-05-26,PJM,green,131368,2357271,5.572884916498782
2021-05-26,PJM,traditional,2225903,2357271,94.42711508350122
2021-05-27,ISNE,green,32266,291905,11.053596204244531
2021-05-27,ISNE,traditional,259639,291905,88.94640379575547
2021-05-27,PJM,green,141897,2260824,6.276339953928302
2021-05-27,PJM,traditional,2118927,2260824,93.7236600460717
2021-05-28,ISNE,green,20174,233443,8.641938289004168
2021-05-28,ISNE,traditional,213269,233443,91.35806171099583
2021-05-28,PJM,green,177337,2049663,8.652007671505023
2021-05-28,PJM,traditional,1872326,2049663,91.34799232849498
2021-06-01,ISNE,green,29273,227337,12.876478531871186
2021-06-01,ISNE,traditional,198064,227337,87.12352146812881
2021-06-01,PJM,green,75246,1980277,3.7997714461158716
2021-06-01,PJM,traditional,1905031,1980277,96.20022855388413
2021-06-02,ISNE,green,25667,245268,10.464879234143876
2021-06-02,ISNE,traditional,219601,245268,89.53512076585612
2021-06-02,PJM,green,74656,2076021,3.5961100586169406
2021-06-02,PJM,traditional,2001365,2076021,96.40388994138306
2021-06-03,ISNE,green,24658,255063,9.667415501268314
2021-06-03,ISNE,traditional,230405,255063,90.33258449873168
2021-06-03,PJM,green,77061,2189184,3.520078714260656
2021-06-03,PJM,traditional,2112123,2189184,96.47992128573935
2021-06-04,ISNE,green,24193,280527,8.624125307011447
2021-06-04,ISNE,traditional,256334,280527,91.37587469298856
2021-06-04,PJM,green,153924,2347217,6.55772346570428
2021-06-04,PJM,traditional,2193293,2347217,93.44227653429571
2021-06-07,ISNE,green,30206,377557,8.000381399364864
2021-06-07,ISNE,traditional,347351,377557,91.99961860063513
2021-06-07,PJM,green,106196,2767516,3.837231654667941
2021-06-07,PJM,traditional,2661320,2767516,96.16276834533207
2021-06-08,ISNE,green,25195,383129,6.576114050359018
2021-06-08,ISNE,traditional,357934,383129,93.42388594964099
2021-06-08,PJM,green,98506,2792768,3.5271816348511584
2021-06-08,PJM,traditional,2694262,2792768,96.47281836514884
2021-06-09,ISNE,green,28711,369461,7.7710502597026485
2021-06-09,ISNE,traditional,340750,369461,92.22894974029735
2021-06-09,PJM,green,88816,2756974,3.2215029956756935
2021-06-09,PJM,traditional,2668158,2756974,96.77849700432431
2021-06-10,ISNE,green,21815,301912,7.225615411113171
2021-06-10,ISNE,traditional,280097,301912,92.77438458888683
2021-06-10,PJM,green,84726,2688634,3.151265661298637
2021-06-10,PJM,traditional,2603908,2688634,96.84873433870136
2021-06-11,ISNE,green,17538,260201,6.740173942452181
2021-06-11,ISNE,traditional,242663,260201,93.25982605754783
2021-06-11,PJM,green,74193,2496192,2.9722473271286827
2021-06-11,PJM,traditional,2421999,2496192,97.02775267287132
2021-06-14,ISNE,green,20089,261940,7.669313583263343
2021-06-14,ISNE,traditional,241851,261940,92.33068641673667
2021-06-14,PJM,green,156835,2508834,6.251310369677706
2021-06-14,PJM,traditional,2351999,2508834,93.74868963032229
2021-06-15,ISNE,green,16401,264263,6.206317191585655
2021-06-15,ISNE,traditional,247862,264263,93.79368280841435
2021-06-15,PJM,green,120282,2432554,4.944679542571306
2021-06-15,PJM,traditional,2312272,2432554,95.05532045742869
2021-06-16,ISNE,green,26539,245619,10.804945871451313
2021-06-16,ISNE,traditional,219080,245619,89.19505412854869
2021-06-16,PJM,green,107668,2304097,4.672893545714438
2021-06-16,PJM,traditional,2196429,2304097,95.32710645428556
2021-06-17,ISNE,green,25734,237637,10.829121727677087
2021-06-17,ISNE,traditional,211903,237637,89.17087827232292
2021-06-17,PJM,green,118238,2329716,5.075210884073424
2021-06-17,PJM,traditional,2211478,2329716,94.92478911592657
2021-06-18,ISNE,green,19659,258698,7.599208343319237
2021-06-18,ISNE,traditional,239039,258698,92.40079165668075
2021-06-18,PJM,green,172641,2454188,7.034546660647025
2021-06-18,PJM,traditional,2281547,2454188,92.96545333935298
2021-06-21,ISNE,green,22283,349068,6.383569963445518
2021-06-21,ISNE,traditional,326785,349068,93.61643003655449
2021-06-21,PJM,green,199219,2658711,7.493067129146418
2021-06-21,PJM,traditional,2459492,2658711,92.50693287085359
2021-06-22,ISNE,green,20395,308784,6.604940670501063
2021-06-22,ISNE,traditional,288389,308784,93.39505932949893
2021-06-22,PJM,green,81281,2265235,3.588192836504822
2021-06-22,PJM,traditional,2183954,2265235,96.41180716349518
2021-06-23,ISNE,green,22704,240843,9.426888055704339
2021-06-23,ISNE,traditional,218139,240843,90.57311194429566
2021-06-23,PJM,green,163277,2159085,7.562323854781076
2021-06-23,PJM,traditional,1995808,2159085,92.43767614521893
2021-06-24,ISNE,green,19324,237188,8.147123800529538
2021-06-24,ISNE,traditional,217864,237188,91.85287619947046
2021-06-24,PJM,green,184144,2295811,8.02086931371964
2021-06-24,PJM,traditional,2111667,2295811,91.97913068628037
2021-06-25,ISNE,green,16861,261568,6.446124908245657
2021-06-25,ISNE,traditional,244707,261568,93.55387509175435
2021-06-25,PJM,green,157641,2346113,6.719241571058171
2021-06-25,PJM,traditional,2188472,2346113,93.28075842894182
2021-06-28,ISNE,green,26107,412919,6.322547521426721
2021-06-28,ISNE,traditional,386812,412919,93.67745247857327
2021-06-28,PJM,green,107965,2926397,3.689349052777186
2021-06-28,PJM,traditional,2818432,2926397,96.31065094722281
2021-06-29,ISNE,green,24377,429004,5.682231401105818
2021-06-29,ISNE,traditional,404627,429004,94.31776859889418
2021-06-29,PJM,green,93455,3038397,3.075799508754123
2021-06-29,PJM,traditional,2944942,3038397,96.92420049124588
2021-06-30,ISNE,green,25421,418128,6.079717215780814
